Name ,Address,City,State,Zip Code,Phone Number,Website,Google Business Page,Facebook,Yelp
Grace House Pregnancy Resource Ctr.,307 N Orange Avenue,New Smyrna Beach,Florida (FL),32168,(386) 957-4811,https://gracehouseprc.org/,,https://www.facebook.com/GraceHouseNSB/,https://www.yelp.com/biz/grace-house-pregnancy-resource-center-deland?osq=grace+house+Pregnancy+Center
pregnancy help clinics,660 NE 125th st North Miami fl 33161,NORTH MIAMI,Florida (FL),33161,(305) 685-6010,http://www.pregnancyhelpclinics.org/en/contact-us,,,
Women’s Help Center,4116 Blanding Blvd,Orange Park,Florida (FL),32210,,http://pregnancyjacksonville.com,,,
A Woman's Place,14492 University Cove Pl,Tampa,Florida (FL),33613,(813) 931-1804,https://www.awomansplaceclinic.com/,,,https://m.yelp.com/biz/a-womans-place-medical-clinic-tampa
Knight's Women's Center,2002 E. Fletcher Avenue,Tampa,Florida (FL),33612,(813) 910-3280,https://www.ccdosp.org/knights-womens-center/,https://goo.gl/maps/zYx8Ksvz9kT2,https://www.facebook.com/FOLPregnancyCtr/,
Care Net Pregnancy Center of Indian River County,1503 24th Street,Vero Beach,Florida (FL),32960,(772) 569-7939,http://www.carenetirc.com,https://goo.gl/maps/hxfjypuURyn,https://www.facebook.com/carenetirc/,https://www.yelp.com/biz/care-net-pregnancy-centers-of-indian-river-county-vero-beach
Women's Care Center,1986 31st Ave,Vero Beach,Florida (FL),32960,(772) 257-5390,http://www.womenscarecenter.org/locations/vero-beach/,,https://m.facebook.com/WomensCareCenterVeroBeach/,
Choices Women's Clinic,100 Carrigan Avenue,Oviedo,Florida (FL),32765,(407) 605-2520,https://www.choiceswomensclinic.com/,https://goo.gl/maps/N1vRF1JPnW2Lv3A28,https://www.facebook.com/choiceswomensclinic/,
Mosaic Sexual Health Clinic,2610 W. Tennessee Street,Tallahassee,Florida (FL),32304,(850) 765-4955,https://mosaicclinictally.com/,"https://www.google.com/search?client=firefox-b-1-d&q=mosaic%20tallahassee&tbs=lf:1,lf_ui:2&tbm=lcl&rflfq=1&num=10&rldimm=8733697135402590877&lqi=ChJtb3NhaWMgdGFsbGFoYXNzZWVIsI-FpPqxgIAIWhoQABgAGAEiEm1vc2FpYyB0YWxsYWhhc3NlZZIBHG9ic3RldHJpY3NfZ3luZWNvbG9neV9jbGluaWOaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTjVhUzF0YzBoQkVBRaoBDhABKgoiBm1vc2FpYygA4AEA&ved=2ahUKEwjgttbQjvj7AhVBmuAKHV3mCsAQvS56BAgTEAE&sa=X&rlst=f#rlfi=hd:;si:8733697135402590877,l,ChJtb3NhaWMgdGFsbGFoYXNzZWVIsI-FpPqxgIAIWhoQABgAGAEiEm1vc2FpYyB0YWxsYWhhc3NlZZIBHG9ic3RldHJpY3NfZ3luZWNvbG9neV9jbGluaWOaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTjVhUzF0YzBoQkVBRaoBDhABKgoiBm1vc2FpYygA4AEA;mv:[[30.4771072,-84.22129489999999],[30.449901899999997,-84.34063359999999]];tbs:lrf:!1m4!1u3!2m2!3m1!1e1!1m4!1u2!2m2!2m1!1e1!2m1!1e2!2m1!1e3!3sIAE,lf:1,lf_ui:2",https://www.facebook.com/mosaic.tally/,
Candice Brown,20075 oakdale avenue,Brooksville,Florida (FL),34601,(863) 221-9670,anewgen.org,,,
