,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6
826,featuring,0.0,2.0,2.0,2.0,0.0,2.0,2.0
827,federal,0.0,8.0,8.0,8.0,0.0,8.0,8.0
828,federated,0.0,0.0,0.0,0.0,1.0,0.0,0.0
829,federation,0.0,13.0,13.0,13.0,1.0,13.0,13.0
830,fee,0.0,1.0,1.0,1.0,0.0,1.0,1.0
831,feed,0.0,0.0,0.0,0.0,2.0,0.0,0.0
832,feel,0.0,3.0,3.0,3.0,8.0,3.0,3.0
833,fees,0.0,1.0,1.0,1.0,0.0,1.0,1.0
834,female,0.0,2.0,2.0,2.0,0.0,2.0,2.0
835,feminism,0.0,1.0,1.0,1.0,6.0,1.0,1.0
836,feminist,0.0,1.0,1.0,1.0,6.0,1.0,1.0
837,fever,0.0,1.0,1.0,1.0,0.0,1.0,1.0
838,field,0.0,22.0,22.0,22.0,0.0,22.0,22.0
839,fields,0.0,4.0,4.0,4.0,0.0,4.0,4.0
840,fieldset,0.0,0.0,0.0,0.0,1.0,0.0,0.0
841,fight,0.0,4.0,4.0,4.0,0.0,4.0,4.0
842,figure,0.0,0.0,0.0,0.0,2.0,0.0,0.0
843,figurent,0.0,0.0,0.0,0.0,2.0,0.0,0.0
844,figures,0.0,2.0,2.0,2.0,0.0,2.0,2.0
845,fiji,0.0,0.0,0.0,0.0,1.0,0.0,0.0
846,file,0.0,3.0,3.0,3.0,0.0,3.0,3.0
847,files,0.0,1.0,1.0,1.0,0.0,1.0,1.0
848,fill,0.0,10.0,10.0,10.0,0.0,10.0,10.0
849,filter,0.0,4.0,4.0,4.0,0.0,4.0,4.0
850,financehybridoffice,0.0,1.0,1.0,1.0,0.0,1.0,1.0
851,financial,0.0,7.0,7.0,7.0,2.0,7.0,7.0
852,find,0.0,32.0,32.0,32.0,0.0,32.0,32.0
853,finding,0.0,4.0,4.0,4.0,0.0,4.0,4.0
854,finishing,0.0,0.0,0.0,0.0,2.0,0.0,0.0
855,finland,0.0,0.0,0.0,0.0,1.0,0.0,0.0
856,fire,0.0,2.0,2.0,2.0,0.0,2.0,2.0
857,first,0.0,16.0,16.0,16.0,1.0,16.0,16.0
858,firstname,0.0,1.0,1.0,1.0,0.0,1.0,1.0
859,firstnameerror,0.0,1.0,1.0,1.0,0.0,1.0,1.0
860,firstnamefield,0.0,1.0,1.0,1.0,0.0,1.0,1.0
861,fits,0.0,1.0,1.0,1.0,0.0,1.0,1.0
862,fix,0.0,4.0,4.0,4.0,1.0,4.0,4.0
863,fjs,0.0,4.0,4.0,4.0,1.0,4.0,4.0
864,flickr,0.0,0.0,0.0,0.0,2.0,0.0,0.0
865,flipboard,0.0,0.0,0.0,0.0,1.0,0.0,0.0
866,float,0.0,1.0,1.0,1.0,0.0,1.0,1.0
867,florida,0.0,0.0,0.0,0.0,1.0,0.0,0.0
868,focus,0.0,4.0,4.0,4.0,0.0,4.0,4.0
869,follow,0.0,28.0,28.0,28.0,0.0,28.0,28.0
870,following,0.0,6.0,6.0,6.0,0.0,6.0,6.0
871,font,0.0,2.0,2.0,2.0,0.0,2.0,2.0
872,footer,0.0,0.0,0.0,0.0,1.0,0.0,0.0
873,forces,0.0,0.0,0.0,0.0,3.0,0.0,0.0
874,form,0.0,22.0,22.0,22.0,3.0,22.0,22.0
875,format,0.0,7.0,7.0,7.0,0.0,7.0,7.0
876,formed,0.0,1.0,1.0,1.0,0.0,1.0,1.0
877,formelements,0.0,1.0,1.0,1.0,0.0,1.0,1.0
878,formes,0.0,0.0,0.0,0.0,2.0,0.0,0.0
879,formnever,0.0,1.0,1.0,1.0,0.0,1.0,1.0
880,forms,0.0,9.0,9.0,9.0,1.0,9.0,9.0
881,formurl,0.0,1.0,1.0,1.0,0.0,1.0,1.0
882,forward,0.0,1.0,1.0,1.0,0.0,1.0,1.0
883,found,0.0,1.0,1.0,1.0,0.0,1.0,1.0
884,founded,0.0,1.0,1.0,1.0,2.0,1.0,1.0
885,foundoptionvalue,0.0,1.0,1.0,1.0,0.0,1.0,1.0
886,foursquare,0.0,0.0,0.0,0.0,1.0,0.0,0.0
887,frame,0.0,2.0,2.0,2.0,0.0,2.0,2.0
888,france,0.0,0.0,0.0,0.0,1.0,0.0,0.0
889,free,0.0,4.0,4.0,4.0,2.0,4.0,4.0
890,french,0.0,0.0,0.0,0.0,3.0,0.0,0.0
891,frequency,0.0,4.0,4.0,4.0,0.0,4.0,4.0
892,frequently,0.0,4.0,4.0,4.0,3.0,4.0,4.0
893,fri,0.0,1.0,1.0,1.0,0.0,1.0,1.0
894,friday,0.0,2.0,2.0,2.0,0.0,2.0,2.0
895,friend,0.0,1.0,1.0,1.0,0.0,1.0,1.0
896,friends,0.0,0.0,0.0,0.0,2.0,0.0,0.0
897,full,0.0,6.0,6.0,6.0,0.0,6.0,6.0
898,fullest,0.0,8.0,8.0,8.0,0.0,8.0,8.0
899,fullstory,0.0,2.0,2.0,2.0,0.0,2.0,2.0
900,function,0.0,39.0,39.0,39.0,4.0,39.0,39.0
901,functions,0.0,1.0,1.0,1.0,0.0,1.0,1.0
902,fund,0.0,5.0,5.0,5.0,1.0,5.0,5.0
903,funding,0.0,2.0,2.0,2.0,0.0,2.0,2.0
904,funtion,0.0,1.0,1.0,1.0,0.0,1.0,1.0
905,further,0.0,3.0,3.0,3.0,0.0,3.0,3.0
906,futuna,0.0,0.0,0.0,0.0,1.0,0.0,0.0
907,future,0.0,4.0,4.0,4.0,0.0,4.0,4.0
908,gaallowlinker,0.0,1.0,1.0,1.0,0.0,1.0,1.0
909,gabon,0.0,0.0,0.0,0.0,1.0,0.0,0.0
910,gaclientid,0.0,1.0,1.0,1.0,0.0,1.0,1.0
911,gacode,0.0,1.0,1.0,1.0,0.0,1.0,1.0
912,gambia,0.0,0.0,0.0,0.0,1.0,0.0,0.0
913,geha,0.0,1.0,1.0,1.0,0.0,1.0,1.0
914,gender,0.0,4.0,4.0,4.0,3.0,4.0,4.0
915,general,0.0,11.0,11.0,11.0,10.0,11.0,11.0
916,generation,0.0,1.0,1.0,1.0,0.0,1.0,1.0
917,generic,0.0,2.0,2.0,2.0,1.0,2.0,2.0
918,georgia,0.0,0.0,0.0,0.0,3.0,0.0,0.0
919,germany,0.0,0.0,0.0,0.0,1.0,0.0,0.0
920,get,0.0,61.0,61.0,61.0,0.0,61.0,61.0
921,getcookie,0.0,1.0,1.0,1.0,0.0,1.0,1.0
922,gets,0.0,0.0,0.0,0.0,4.0,0.0,0.0
923,getting,0.0,0.0,0.0,0.0,2.0,0.0,0.0
924,geturlvars,0.0,1.0,1.0,1.0,0.0,1.0,1.0
925,ghana,0.0,0.0,0.0,0.0,1.0,0.0,0.0
926,gibraltar,0.0,0.0,0.0,0.0,1.0,0.0,0.0
927,gift,0.0,20.0,20.0,20.0,0.0,20.0,20.0
928,giftsection,0.0,1.0,1.0,1.0,0.0,1.0,1.0
929,ginapp,0.0,0.0,0.0,0.0,1.0,0.0,0.0
930,github,0.0,0.0,0.0,0.0,1.0,0.0,0.0
931,give,0.0,10.0,10.0,10.0,0.0,10.0,10.0
932,gives,0.0,1.0,1.0,1.0,0.0,1.0,1.0
933,giving,0.0,1.0,1.0,1.0,1.0,1.0,1.0
934,glad,0.0,1.0,1.0,1.0,0.0,1.0,1.0
935,global,0.0,2.0,2.0,2.0,2.0,2.0,2.0
936,glossary,0.0,5.0,5.0,5.0,0.0,5.0,5.0
937,goals,0.0,0.0,0.0,0.0,2.0,0.0,0.0
938,goddamn,0.0,0.0,0.0,0.0,4.0,0.0,0.0
939,goes,0.0,2.0,2.0,2.0,0.0,2.0,2.0
940,going,0.0,0.0,0.0,0.0,2.0,0.0,0.0
941,goldman,0.0,0.0,0.0,0.0,102.0,0.0,0.0
942,gone,0.0,2.0,2.0,2.0,0.0,2.0,2.0
943,gonorrhea,0.0,0.0,0.0,0.0,1.0,0.0,0.0
944,good,0.0,3.0,3.0,3.0,0.0,3.0,3.0
945,goods,0.0,2.0,2.0,2.0,0.0,2.0,2.0
946,google,0.0,8.0,8.0,8.0,0.0,8.0,8.0
947,got,0.0,2.0,2.0,2.0,0.0,2.0,2.0
948,gothic,0.0,0.0,0.0,0.0,4.0,0.0,0.0
949,gov,0.0,2.0,2.0,2.0,0.0,2.0,2.0
950,govcheck,0.0,1.0,1.0,1.0,0.0,1.0,1.0
951,government,0.0,1.0,1.0,1.0,0.0,1.0,1.0
952,goverrormsg,0.0,1.0,1.0,1.0,0.0,1.0,1.0
953,grab,0.0,6.0,6.0,6.0,0.0,6.0,6.0
954,grabs,0.0,6.0,6.0,6.0,0.0,6.0,6.0
955,grande,0.0,0.0,0.0,0.0,10.0,0.0,0.0
956,grants,0.0,1.0,1.0,1.0,0.0,1.0,1.0
957,gratitude,0.0,2.0,2.0,2.0,0.0,2.0,2.0
958,great,0.0,12.0,12.0,12.0,2.0,12.0,12.0
959,greater,0.0,3.0,3.0,3.0,0.0,3.0,3.0
960,greece,0.0,0.0,0.0,0.0,1.0,0.0,0.0
961,green,0.0,0.0,0.0,0.0,1.0,0.0,0.0
962,greenland,0.0,0.0,0.0,0.0,1.0,0.0,0.0
963,grenada,0.0,0.0,0.0,0.0,1.0,0.0,0.0
964,grenadines,0.0,0.0,0.0,0.0,1.0,0.0,0.0
965,grid,0.0,0.0,0.0,0.0,1.0,0.0,0.0
966,group,0.0,0.0,0.0,0.0,2.0,0.0,0.0
967,groups,0.0,2.0,2.0,2.0,0.0,2.0,2.0
968,growing,0.0,0.0,0.0,0.0,2.0,0.0,0.0
969,gtm,0.0,2.0,2.0,2.0,0.0,2.0,2.0
970,guadeloupe,0.0,0.0,0.0,0.0,1.0,0.0,0.0
971,guam,0.0,0.0,0.0,0.0,2.0,0.0,0.0
972,guaranteed,0.0,1.0,1.0,1.0,0.0,1.0,1.0
973,guardian,0.0,2.0,2.0,2.0,0.0,2.0,2.0
974,guardian's,0.0,2.0,2.0,2.0,0.0,2.0,2.0
975,guatemala,0.0,0.0,0.0,0.0,1.0,0.0,0.0
976,guernsey,0.0,0.0,0.0,0.0,1.0,0.0,0.0
977,guiana,0.0,0.0,0.0,0.0,1.0,0.0,0.0
978,guide,0.0,1.0,1.0,1.0,0.0,1.0,1.0
979,guidelines,0.0,1.0,1.0,1.0,0.0,1.0,1.0
980,guinea,0.0,0.0,0.0,0.0,3.0,0.0,0.0
981,gulf,0.0,3.0,3.0,3.0,0.0,3.0,3.0
982,gunderson,0.0,1.0,1.0,1.0,0.0,1.0,1.0
983,guyana,0.0,0.0,0.0,0.0,1.0,0.0,0.0
984,guyer,0.0,0.0,0.0,0.0,1.0,0.0,0.0
985,guys,0.0,0.0,0.0,0.0,1.0,0.0,0.0
986,gynecological,0.0,0.0,0.0,0.0,1.0,0.0,0.0
987,gynecologist,0.0,1.0,1.0,1.0,0.0,1.0,1.0
988,gynecologists,0.0,1.0,1.0,1.0,0.0,1.0,1.0
989,gynecology,0.0,1.0,1.0,1.0,2.0,1.0,1.0
990,généreuses,0.0,0.0,0.0,0.0,2.0,0.0,0.0
991,had,0.0,0.0,0.0,0.0,2.0,0.0,0.0
992,haiti,0.0,0.0,0.0,0.0,1.0,0.0,0.0
993,hampshire,0.0,0.0,0.0,0.0,1.0,0.0,0.0
994,handbags,0.0,0.0,0.0,0.0,2.0,0.0,0.0
995,handler,0.0,3.0,3.0,3.0,0.0,3.0,3.0
996,hannah,0.0,0.0,0.0,0.0,1.0,0.0,0.0
997,happy,0.0,1.0,1.0,1.0,0.0,1.0,1.0
998,harassed,0.0,0.0,0.0,0.0,2.0,0.0,0.0
999,hard,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1000,harmful,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1001,hash,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1002,hashes,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1003,hat,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1004,hate,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1005,have,0.0,39.0,39.0,39.0,5.0,39.0,39.0
1006,haven't,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1007,haven’t,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1008,having,0.0,1.0,1.0,1.0,6.0,1.0,1.0
1009,hawaii,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1010,head,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1011,header,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1012,headers,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1013,health,0.0,107.0,105.0,107.0,32.0,107.0,107.0
1014,healthcare,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1015,healthchoice,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1016,healthier,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1017,healthrelationships,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1018,healthsexual,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1019,healthy,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1020,hear,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1021,heard,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1022,heart,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1023,help,0.0,15.0,15.0,15.0,10.0,15.0,15.0
1024,helped,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1025,helping,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1026,hence,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1027,henson,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1028,hepatitis,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1029,her,0.0,0.0,0.0,0.0,9.0,0.0,0.0
1030,here,0.0,4.0,4.0,4.0,1.0,4.0,4.0
1031,here's,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1032,heres,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1033,here’s,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1034,herpes,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1035,herzegovina,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1036,hidden,0.0,2.0,2.0,2.0,1.0,2.0,2.0
1037,hide,0.0,14.0,14.0,14.0,0.0,14.0,14.0
1038,hidecomponentlist,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1039,hides,0.0,5.0,5.0,5.0,0.0,5.0,5.0
1040,hiding,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1041,high,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1042,highest,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1043,hitna,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1044,hiv,0.0,5.0,5.0,5.0,1.0,5.0,5.0
1045,holes,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1046,hollow,0.0,8.0,8.0,8.0,0.0,8.0,8.0
1047,holy,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1048,home,0.0,9.0,9.0,9.0,11.0,9.0,9.0
1049,homepage,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1050,honduras,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1051,hong,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1052,honor,0.0,0.0,0.0,0.0,3.0,0.0,0.0
1053,honoree,0.0,5.0,5.0,5.0,0.0,5.0,5.0
1054,honoreecontainer,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1055,honoreeemail,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1056,honoreeerror,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1057,honoreefield,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1058,honortoggle,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1059,hoodie,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1060,hoodiesbaby,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1061,hopped,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1062,hora,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1063,hormonal,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1064,hormone,0.0,5.0,5.0,5.0,0.0,5.0,5.0
1065,hotfix,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1066,hour,0.0,1.0,1.0,1.0,2.0,1.0,1.0
1067,hours,0.0,4.0,4.0,5.0,26.0,4.0,5.0
1068,house,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1069,household,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1070,hover,0.0,0.0,0.0,0.0,6.0,0.0,0.0
1071,how,0.0,20.0,20.0,20.0,2.0,20.0,20.0
1072,html,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1073,human,0.0,1.0,1.0,1.0,3.0,1.0,1.0
1074,humana,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1075,hungary,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1076,i'd,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1077,i'm,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1078,iceland,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1079,icon,0.0,1.0,1.0,1.0,3.0,1.0,1.0
1080,idaho,0.0,3.0,3.0,3.0,1.0,3.0,3.0
1081,ideals,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1082,ideas,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1083,identification,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1084,identify,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1085,identities,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1086,identity,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1087,iframes,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1088,ignore,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1089,iho,0.0,6.0,6.0,6.0,0.0,6.0,6.0
1090,ihocount,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1091,illinois,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1092,image,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1093,images,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1094,img,0.0,9.0,9.0,9.0,3.0,9.0,9.0
1095,immediate,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1096,imo,0.0,5.0,5.0,5.0,0.0,5.0,5.0
1097,imocount,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1098,impact,0.0,7.0,7.0,7.0,0.0,7.0,7.0
1099,implant,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1100,implants,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1101,important,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1102,improve,0.0,6.0,6.0,6.0,0.0,6.0,6.0
1103,inappropriate,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1104,inc,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1105,include,0.0,3.0,3.0,3.0,1.0,3.0,3.0
1106,includes,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1107,including,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1108,increase,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1109,incremental,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1110,independence,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1111,independent,0.0,4.0,4.0,4.0,3.0,4.0,4.0
1112,india,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1113,indian,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1114,indiana,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1115,indonesia,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1116,infants,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1117,infections,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1118,infinite,0.0,15.0,15.0,15.0,0.0,15.0,15.0
1119,inflammatory,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1120,info,0.0,6.0,6.0,6.0,5.0,6.0,6.0
1121,infocon,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1122,inforgot,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1123,informarte,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1124,information,0.0,21.0,21.0,21.0,1.0,21.0,21.0
1125,informational,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1126,informed,0.0,1.0,1.0,1.0,3.0,1.0,1.0
1127,inherit,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1128,init,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1129,initial,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1130,initialize,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1131,initiative,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1132,inmessengerfacebook,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1133,input,0.0,3.0,3.0,3.0,3.0,3.0,3.0
1134,insert,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1135,inset,0.0,4.0,4.0,4.0,2.0,4.0,4.0
1136,inside,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1137,insights,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1138,insign,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1139,inspired,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1140,instagram,0.0,2.0,2.0,2.0,1.0,2.0,2.0
1141,instanceof,0.0,82.0,82.0,82.0,5.0,82.0,82.0
1142,instantly,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1143,instead,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1144,instrument,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1145,insurance,0.0,19.0,19.0,19.0,0.0,19.0,19.0
1146,integration,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1147,interesting,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1148,internal,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1149,internet,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1150,interpretation,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1151,interpreter,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1152,interpreters,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1153,interrupt,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1154,intersectional,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1155,interval,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1156,intervene,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1157,into,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1158,intrauterine,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1159,introduction,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1160,invalid,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1161,involved,0.0,19.0,19.0,19.0,0.0,19.0,19.0
1162,inyección,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1163,iowa,0.0,2.0,2.0,2.0,2.0,16.0,2.0
1164,iraq,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1165,ireland,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1166,irs,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1167,islamic,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1168,island,0.0,0.0,0.0,0.0,5.0,0.0,0.0
1169,islands,0.0,0.0,0.0,0.0,16.0,0.0,0.0
1170,isle,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1171,ismonthlygift,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1172,isn't,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1173,isprofane,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1174,israel,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1175,isrc,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1176,issues,0.0,6.0,6.0,6.0,2.0,6.0,6.0
1177,it's,0.0,5.0,5.0,5.0,7.0,5.0,5.0
1178,italy,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1179,itching,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1180,item,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1181,items,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1182,iterate,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1183,iteration,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1184,it’s,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1185,iud,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1186,i’m,0.0,2.0,2.0,2.0,2.0,2.0,2.0
1187,jamaica,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1188,jan,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1189,january,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1190,japan,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1191,javascript,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1192,jennings,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1193,jersey,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1194,jess,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1195,job,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1196,jobs,0.0,6.0,6.0,6.0,0.0,6.0,6.0
1197,join,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1198,joined,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1199,jordan,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1200,json,0.0,4.0,4.0,4.0,0.0,4.0,4.0
1201,jul,0.0,0.0,0.0,0.0,32.0,0.0,0.0
1202,jun,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1203,june,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1204,juneteenth,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1205,just,0.0,8.0,8.0,8.0,2.0,8.0,8.0
1206,kaku,0.0,0.0,0.0,0.0,4.0,0.0,0.0
1207,kansas,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1208,katlin,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1209,kazakhstan,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1210,keep,0.0,6.0,6.0,6.0,1.0,6.0,6.0
1211,keeping,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1212,keeps,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1213,kentucky,0.0,7.0,7.0,7.0,1.0,7.0,7.0
1214,kenya,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1215,kept,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1216,key,0.0,3.0,3.0,3.0,0.0,3.0,3.0
1217,keypress,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1218,keys,0.0,3.0,3.0,3.0,2.0,3.0,3.0
1219,kind,0.0,0.0,0.0,0.0,2.0,0.0,0.0
1220,king,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1221,kingdom,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1222,kiribati,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1223,kitts,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1224,know,0.0,11.0,11.0,11.0,8.0,11.0,11.0
1225,knowledge,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1226,kong,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1227,kontracepcija,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1228,kuwait,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1229,kyrgyzstan,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1230,label,0.0,102.0,102.0,102.0,0.0,102.0,102.0
1231,labels,0.0,1.0,1.0,1.0,0.0,1.0,1.0
1232,labor,0.0,2.0,2.0,2.0,0.0,2.0,2.0
1233,lacking,0.0,1.0,1.0,1.0,0.0,1.0,1.0
