,token,Total0,Total1,Total2,Total3
1276,medication,4.0,0.0,391.0,4.0
1277,medications,0.0,0.0,30.0,0.0
1278,medicines,0.0,0.0,25.0,0.0
1279,medium,3.0,0.0,0.0,3.0
1280,meet,0.0,0.0,1.0,0.0
1281,member,2.0,0.0,28.0,2.0
1282,members,0.0,0.0,24.0,0.0
1283,membership,11.0,0.0,0.0,11.0
1284,memorial,1.0,0.0,0.0,1.0
1285,memphis,0.0,0.0,130.0,0.0
1286,men's,5.0,0.0,0.0,5.0
1287,menstrual,0.0,0.0,16.0,0.0
1288,mental,5.0,0.0,0.0,5.0
1289,mentions,1.0,0.0,0.0,1.0
1290,menu,1.0,0.0,0.0,1.0
1291,merch,0.0,0.0,200.0,0.0
1292,merge,3.0,0.0,0.0,3.0
1293,merges,2.0,0.0,0.0,2.0
1294,message,8.0,0.0,0.0,8.0
1295,messages,8.0,0.0,0.0,8.0
1296,meta,1.0,0.0,0.0,1.0
1297,method,10.0,0.0,16.0,10.0
1298,methods,2.0,0.0,0.0,2.0
1299,metropolitan,4.0,0.0,0.0,4.0
1300,microphone,2.0,0.0,0.0,2.0
1301,microsoft,2.0,0.0,0.0,2.0
1302,midland's,1.0,0.0,0.0,1.0
1303,mifeprex,0.0,0.0,15.0,0.0
1304,mifepristone,0.0,0.0,32.0,0.0
1305,might,3.0,0.0,0.0,3.0
1306,millard,0.0,0.0,158.0,0.0
1307,million,5.0,0.0,0.0,5.0
1308,millions,4.0,0.0,0.0,4.0
1309,min,2.0,0.0,0.0,2.0
1310,mind,0.0,0.0,2.0,0.0
1311,minden,0.0,0.0,142.0,0.0
1312,mineola,0.0,0.0,142.0,0.0
1313,miniplayer,1.0,0.0,0.0,1.0
1314,minors,0.0,0.0,1.0,0.0
1315,minus,1.0,0.0,0.0,1.0
1316,minutes,0.0,0.0,102.0,0.0
1317,mirena,1.0,0.0,0.0,1.0
1318,misleading,1.0,0.0,0.0,1.0
1319,misoprostol,0.0,0.0,16.0,0.0
1320,missing,1.0,0.0,1.0,1.0
1321,mission,2.0,0.0,117.0,2.0
1322,mississippi,3.0,0.0,12.0,3.0
1323,missouri,3.0,0.0,1436.0,3.0
1324,mobile,3.0,0.0,0.0,3.0
1325,modal,5.0,0.0,0.0,5.0
1326,modale,0.0,0.0,130.0,0.0
1327,modified,1.0,0.0,1.0,1.0
1328,modify,0.0,0.0,1.0,0.0
1329,module,1.0,0.0,0.0,1.0
1330,mon,1.0,0.0,0.0,1.0
1331,mondamin,0.0,0.0,130.0,0.0
1332,monday,2.0,0.0,0.0,2.0
1333,money,0.0,0.0,1.0,0.0
1334,monitor,1.0,0.0,0.0,1.0
1335,monte,3.0,0.0,0.0,3.0
1336,monthly,5.0,0.0,0.0,5.0
1337,months,9.0,0.0,0.0,9.0
1338,moorhead,0.0,0.0,130.0,0.0
1339,more,37.0,0.0,26.0,37.0
1340,morning,3.0,0.0,0.0,3.0
1341,morse,0.0,0.0,130.0,0.0
1342,most,11.0,0.0,4.0,11.0
1343,mountains,5.0,0.0,0.0,5.0
1344,mousedown,1.0,0.0,0.0,1.0
1345,move,3.0,0.0,0.0,3.0
1346,moving,1.0,0.0,0.0,1.0
1347,much,0.0,0.0,1.0,0.0
1348,multistep,1.0,0.0,0.0,1.0
1349,murdock,0.0,0.0,130.0,0.0
1350,murray,0.0,0.0,146.0,0.0
1351,must,6.0,0.0,102.0,6.0
1352,mypostrender,12.0,0.0,0.0,12.0
1353,mypresegue,1.0,0.0,0.0,1.0
1354,más,1.0,0.0,0.0,1.0
1355,método,2.0,0.0,0.0,2.0
1356,métodos,4.0,0.0,0.0,4.0
1357,nairobinew,1.0,0.0,0.0,1.0
1358,nairobioffice,1.0,0.0,0.0,1.0
1359,name,12.0,0.0,0.0,12.0
1360,narrated,1.0,0.0,0.0,1.0
1361,nation's,0.0,0.0,1.0,0.0
1362,national,0.0,0.0,1.0,0.0
1363,nationally,1.0,0.0,0.0,1.0
1364,nation’s,6.0,0.0,25.0,6.0
1365,native,3.0,0.0,0.0,3.0
1366,nature,0.0,0.0,1.0,0.0
1367,nav,1.0,0.0,0.0,1.0
1368,navigate,0.0,0.0,1.0,0.0
1369,navigation,23.0,0.0,0.0,23.0
1370,near,1.0,0.0,135.0,1.0
1371,nearest,1.0,0.0,0.0,1.0
1372,nebraska,2.0,0.0,15092.0,2.0
1373,necesidades,1.0,0.0,0.0,1.0
1374,necesitamos,1.0,0.0,0.0,1.0
1375,necesitas,0.0,0.0,1.0,0.0
1376,necessary,2.0,0.0,15.0,2.0
1377,need,10.0,0.0,64.0,10.0
1378,needed,0.0,0.0,1.0,0.0
1379,needs,2.0,0.0,26.0,2.0
1380,nehawka,0.0,0.0,130.0,0.0
1381,neither,3.0,0.0,0.0,3.0
1382,neithercheck,1.0,0.0,0.0,1.0
1383,neola,0.0,0.0,130.0,0.0
1384,never,3.0,0.0,2.0,3.0
1385,new,53.0,0.0,433.0,53.0
1386,newredirect,2.0,0.0,0.0,2.0
1387,news,2.0,0.0,100.0,2.0
1388,newsletter,1.0,0.0,0.0,1.0
1389,newsroom,3.0,0.0,0.0,3.0
1390,next,3.0,0.0,0.0,3.0
1391,nickerson,0.0,0.0,130.0,0.0
1392,nodaway,0.0,0.0,142.0,0.0
1393,nonbinary,1.0,0.0,0.0,1.0
1394,none,9.0,0.0,150.0,9.0
1395,nonprofit,2.0,0.0,0.0,2.0
1396,noreferrer,1.0,0.0,0.0,1.0
1397,normal,9.0,0.0,15.0,9.0
1398,north,24.0,0.0,230.0,24.0
1399,northboro,0.0,0.0,130.0,0.0
1400,northern,4.0,0.0,0.0,4.0
1401,northwest,0.0,0.0,0.0,4.0
1402,nosotros,1.0,0.0,0.0,1.0
1403,not,15.0,0.0,186.0,15.0
1404,note,2.0,0.0,2.0,2.0
1405,notification,2.0,0.0,0.0,2.0
1406,notifications,2.0,0.0,0.0,2.0
1407,now,13.0,0.0,0.0,13.0
1408,nowpstdate,1.0,0.0,0.0,1.0
1409,nowpstday,1.0,0.0,0.0,1.0
1410,nowpsthours,3.0,0.0,0.0,3.0
1411,nowpstminutes,1.0,0.0,0.0,1.0
1412,nowpststring,1.0,0.0,0.0,1.0
1413,nuestro,0.0,0.0,1.0,0.0
1414,null,2.0,0.0,150.0,2.0
1415,num,2.0,0.0,0.0,2.0
1416,number,6.0,0.0,2.0,6.0
1417,numpad,2.0,0.0,0.0,2.0
1418,nuvaring,1.0,0.0,0.0,1.0
1419,nuzzle,1.0,0.0,0.0,1.0
1420,nynyc,1.0,0.0,0.0,1.0
1421,nyoffice,4.0,0.0,0.0,4.0
1422,nyt,2.0,0.0,0.0,2.0
1423,oak,0.0,0.0,130.0,0.0
1424,oakland,0.0,0.0,260.0,0.0
1425,object,1.0,0.0,0.0,1.0
1426,observación,2.0,0.0,0.0,2.0
1427,observer,1.0,0.0,0.0,1.0
1428,obtain,2.0,0.0,0.0,2.0
1429,obtener,0.0,0.0,1.0,0.0
1430,occasionally,1.0,0.0,0.0,1.0
1431,october,0.0,0.0,1.0,0.0
1432,off,15.0,0.0,0.0,15.0
1433,offenders,1.0,0.0,0.0,1.0
1434,offer,4.0,0.0,18.0,4.0
1435,offered,3.0,0.0,1.0,3.0
1436,offers,1.0,0.0,0.0,1.0
1437,office,11.0,0.0,0.0,11.0
1438,officeapplyaffiliate,1.0,0.0,0.0,1.0
1439,officeapplymanaging,1.0,0.0,0.0,1.0
1440,officeapplymarketing,1.0,0.0,0.0,1.0
1441,officedirect,1.0,0.0,0.0,1.0
1442,officehybriddirect,1.0,0.0,0.0,1.0
1443,officeoffice,1.0,0.0,0.0,1.0
1444,officer,11.0,0.0,0.0,11.0
1445,officeremoteoffice,1.0,0.0,0.0,1.0
1446,offices,2.0,0.0,0.0,2.0
1447,officials,3.0,0.0,0.0,3.0
1448,often,0.0,0.0,4.0,0.0
1449,ohio,3.0,0.0,0.0,3.0
1450,old,4.0,0.0,50.0,4.0
1451,omaha,0.0,0.0,130.0,0.0
1452,once,1.0,0.0,1.0,1.0
1453,one,11.0,0.0,125.0,11.0
1454,online,17.0,0.0,0.0,17.0
1455,only,14.0,0.0,45.0,14.0
1456,onpolymerready,1.0,0.0,0.0,1.0
1457,opacity,22.0,0.0,0.0,22.0
1458,open,14.0,0.0,0.0,14.0
1459,openly,1.0,0.0,0.0,1.0
1460,operated,7.0,0.0,1.0,7.0
1461,operating,5.0,0.0,0.0,5.0
1462,operations,2.0,0.0,0.0,2.0
1463,opportunities,2.0,0.0,0.0,2.0
1464,opposite,1.0,0.0,0.0,1.0
1465,option,2.0,0.0,32.0,2.0
1466,optional,2.0,0.0,0.0,2.0
1467,options,5.0,0.0,0.0,5.0
1468,optionvalue,1.0,0.0,0.0,1.0
1469,organization,3.0,0.0,0.0,3.0
1470,organizations,3.0,0.0,0.0,3.0
1471,orientation,4.0,0.0,0.0,4.0
1472,original,2.0,0.0,1.0,2.0
1473,other,17.0,0.0,48.0,17.0
1474,otherwise,2.0,0.0,0.0,2.0
1475,otoe,0.0,0.0,130.0,0.0
1476,our,74.0,0.0,395.0,74.0
1477,out,21.0,0.0,1.0,21.0
1478,outside,2.0,0.0,0.0,2.0
1479,over,6.0,0.0,41.0,6.0
1480,overview,6.0,0.0,0.0,6.0
1481,own,4.0,0.0,17.0,4.0
1482,owned,0.0,0.0,2.0,0.0
1483,ownership,0.0,0.0,1.0,0.0
1484,pacific,0.0,0.0,130.0,0.0
1485,pad,2.0,0.0,0.0,2.0
1486,page,7.0,0.0,0.0,7.0
1487,pagejobs,1.0,0.0,0.0,1.0
1488,pages,3.0,0.0,0.0,3.0
1489,pain,0.0,0.0,42.0,0.0
1490,palmyra,0.0,0.0,130.0,0.0
1491,pamphlet,0.0,0.0,1.0,0.0
1492,panama,0.0,0.0,260.0,0.0
1493,papillion,0.0,0.0,130.0,0.0
1494,para,0.0,0.0,3.0,0.0
1495,paragard,1.0,0.0,0.0,1.0
1496,paragraph,1.0,0.0,0.0,1.0
1497,parameter,1.0,0.0,0.0,1.0
1498,parent,6.0,0.0,0.0,6.0
1499,parent's,1.0,0.0,0.0,1.0
1500,parenthood,279.0,0.0,9.0,279.0
1501,parents,4.0,0.0,0.0,4.0
1502,parking,0.0,0.0,1.0,0.0
1503,part,0.0,0.0,25.0,0.0
1504,participate,10.0,0.0,0.0,10.0
1505,partner,3.0,0.0,0.0,3.0
1506,partners,0.0,0.0,51.0,0.0
1507,partnerships,0.0,0.0,1.0,0.0
1508,party,0.0,0.0,1.0,0.0
1509,pass,1.0,0.0,0.0,1.0
1510,passionately,1.0,0.0,0.0,1.0
1511,password,0.0,0.0,150.0,0.0
1512,passwords,1.0,0.0,0.0,1.0
1513,path,13.0,0.0,0.0,13.0
1514,patient,4.0,0.0,28.0,4.0
1515,patients,2.0,0.0,70.0,2.0
1516,pay,3.0,0.0,0.0,3.0
1517,payload,2.0,0.0,2.0,2.0
1518,payment,7.0,0.0,0.0,7.0
1519,paymentmethod,1.0,0.0,0.0,1.0
1520,payments,2.0,0.0,0.0,2.0
1521,people,9.0,0.0,19.0,9.0
1522,people’s,0.0,0.0,25.0,0.0
1523,percentage,1.0,0.0,0.0,1.0
1524,percival,0.0,0.0,130.0,0.0
1525,perform,0.0,0.0,25.0,0.0
1526,period,6.0,0.0,16.0,6.0
1527,periodically,0.0,0.0,1.0,0.0
1528,perks,1.0,0.0,0.0,1.0
1529,permission,4.0,0.0,0.0,4.0
1530,persia,0.0,0.0,130.0,0.0
1531,person,1.0,0.0,1.0,1.0
1532,personal,3.0,0.0,27.0,3.0
1533,persons,0.0,0.0,1.0,0.0
1534,peru,0.0,0.0,130.0,0.0
1535,photo,1.0,0.0,0.0,1.0
1536,photographscremation,0.0,0.0,1.0,0.0
1537,photos,2.0,0.0,2.0,2.0
1538,php,0.0,0.0,50.0,0.0
1539,physical,6.0,0.0,1.0,6.0
1540,physician,0.0,0.0,25.0,0.0
1541,pick,1.0,0.0,0.0,1.0
1542,pickrell,0.0,0.0,130.0,0.0
1543,pill,7.0,0.0,13827.0,7.0
1544,pills,3.0,0.0,7.0,3.0
1545,pills…,0.0,0.0,1.0,0.0
1546,pin,2.0,0.0,0.0,2.0
1547,pink,3.0,0.0,0.0,3.0
1548,pinshats,1.0,0.0,0.0,1.0
1549,pisgah,0.0,0.0,130.0,0.0
1550,place,0.0,0.0,30.0,0.0
1551,placed,1.0,0.0,0.0,1.0
1552,placement,0.0,0.0,1.0,0.0
1553,placenta,0.0,0.0,1.0,0.0
1554,plains,5.0,0.0,0.0,5.0
1555,plan,2.0,0.0,8.0,2.0
1556,planned,280.0,0.0,12.0,280.0
1557,plans,2.0,0.0,0.0,2.0
1558,plattsmouth,0.0,0.0,130.0,0.0
1559,playback,2.0,0.0,0.0,2.0
1560,pleasant,0.0,0.0,130.0,0.0
1561,please,38.0,0.0,208.0,38.0
1562,pledge,0.0,0.0,1.0,0.0
1563,pledged,0.0,0.0,25.0,0.0
1564,plugin,1.0,0.0,0.0,1.0
1565,plus,1.0,0.0,0.0,1.0
1566,pocket,1.0,0.0,0.0,1.0
1567,podría,1.0,0.0,0.0,1.0
1568,point,1.0,0.0,0.0,1.0
1569,policies,2.0,0.0,0.0,2.0
1570,policy,19.0,0.0,1.0,19.0
1571,policyapplypolicy,1.0,0.0,0.0,1.0
1572,policyhybridplanned,1.0,0.0,0.0,1.0
1573,policyprivacy,1.0,0.0,0.0,1.0
1574,policyterms,2.0,0.0,0.0,2.0
1575,policywork,1.0,0.0,0.0,1.0
1576,political,3.0,0.0,0.0,3.0
1577,politicians’,1.0,0.0,0.0,1.0
1578,populate,2.0,0.0,0.0,2.0
1579,populated,1.0,0.0,0.0,1.0
1580,populates,6.0,0.0,0.0,6.0
1581,popup,1.0,0.0,0.0,1.0
1582,por,1.0,0.0,0.0,1.0
1583,port,0.0,0.0,130.0,0.0
1584,portal,3.0,0.0,0.0,3.0
1585,portsmouth,0.0,0.0,130.0,0.0
1586,positive,0.0,0.0,15.0,0.0
1587,post,3.0,0.0,15.0,3.0
1588,postal,2.0,0.0,0.0,2.0
1589,postdata,2.0,0.0,0.0,2.0
1590,posting,0.0,0.0,1.0,0.0
1591,postrender,2.0,0.0,0.0,2.0
1592,posts,2.0,0.0,0.0,2.0
1593,powered,1.0,0.0,50.0,1.0
1594,ppcoupons,0.0,0.0,50.0,0.0
1595,ppfa,8.0,0.0,0.0,8.0
1596,pplogin,0.0,0.0,50.0,0.0
1597,ppncs,5.0,0.0,0.0,5.0
1598,ppregistration,0.0,0.0,50.0,0.0
1599,practices,0.0,0.0,1.0,0.0
1600,prague,0.0,0.0,146.0,0.0
1601,pre,2.0,0.0,0.0,2.0
1602,precious,0.0,0.0,1.0,0.0
1603,predictions,2.0,0.0,0.0,2.0
1604,preferred,2.0,0.0,24.0,2.0
1605,pregnancies,0.0,0.0,1.0,0.0
1606,pregnancy,11.0,0.0,408.0,11.0
1607,pregnant,6.0,0.0,32.0,6.0
1608,premium,1.0,0.0,0.0,1.0
1609,preparations,1.0,0.0,0.0,1.0
1610,prepare,1.0,0.0,0.0,1.0
1611,prepared,0.0,0.0,1.0,0.0
1612,prescription,1.0,0.0,0.0,1.0
1613,prescriptions,1.0,0.0,0.0,1.0
1614,preserve,0.0,0.0,1.0,0.0
1615,president,4.0,0.0,0.0,4.0
1616,press,2.0,0.0,0.0,2.0
1617,pressroom,1.0,0.0,0.0,1.0
1618,pretty,3.0,0.0,0.0,3.0
1619,prevent,7.0,0.0,0.0,7.0
1620,prevented,0.0,0.0,1.0,0.0
1621,preventing,1.0,0.0,0.0,1.0
1622,preview,3.0,0.0,0.0,3.0
1623,previous,1.0,0.0,0.0,1.0
1624,price,0.0,0.0,65.0,0.0
1625,pricing,1.0,0.0,0.0,1.0
1626,primarily,4.0,0.0,0.0,4.0
1627,primary,5.0,0.0,0.0,5.0
1628,principles,0.0,0.0,1.0,0.0
1629,print,3.0,0.0,0.0,3.0
1630,prior,0.0,0.0,1.0,0.0
1631,priority,1.0,0.0,0.0,1.0
1632,privacy,13.0,0.0,68.0,13.0
1633,private,5.0,0.0,2.0,5.0
1634,privately,1.0,0.0,0.0,1.0
1635,problem,4.0,0.0,0.0,4.0
1636,problems,0.0,0.0,1.0,0.0
1637,procedure,0.0,0.0,46.0,0.0
1638,process,0.0,0.0,3.0,0.0
1639,processes,0.0,0.0,1.0,0.0
1640,processing,1.0,0.0,1.0,1.0
1641,products,10.0,0.0,30.0,10.0
1642,profanity,1.0,0.0,0.0,1.0
1643,profile,1.0,0.0,0.0,1.0
1644,program,2.0,0.0,1.0,2.0
1645,programs,1.0,0.0,0.0,1.0
1646,project,1.0,0.0,0.0,1.0
1647,promo,4.0,0.0,0.0,4.0
1648,promos,4.0,0.0,0.0,4.0
1649,promotional,1.0,0.0,0.0,1.0
1650,properly,1.0,0.0,0.0,1.0
1651,properties,2.0,0.0,0.0,2.0
1652,property,2.0,0.0,1.0,2.0
1653,propertythe,0.0,0.0,1.0,0.0
1654,proprietary,0.0,0.0,1.0,0.0
1655,protect,8.0,0.0,8.0,8.0
1656,protected,0.0,0.0,1.0,0.0
1657,protesters,0.0,0.0,1.0,0.0
1658,proud,1.0,0.0,25.0,1.0
1659,provide,8.0,0.0,104.0,8.0
1660,provided,2.0,0.0,67.0,2.0
1661,provider,12.0,0.0,1.0,12.0
1662,providers,4.0,0.0,251.0,4.0
1663,provides,0.0,0.0,175.0,0.0
1664,providing,0.0,0.0,1.0,0.0
1665,provisions,0.0,0.0,1.0,0.0
1666,pst,1.0,0.0,0.0,1.0
1667,public,2.0,0.0,0.0,2.0
1668,publications,1.0,0.0,0.0,1.0
1669,pull,3.0,0.0,0.0,3.0
1670,pulling,5.0,0.0,0.0,5.0
1671,pulls,1.0,0.0,0.0,1.0
1672,purchase,1.0,0.0,0.0,1.0
1673,purposes,1.0,0.0,0.0,1.0
1674,push,2.0,0.0,0.0,2.0
1675,put,3.0,0.0,0.0,3.0
1676,píldoras,2.0,0.0,0.0,2.0
1677,qualify,1.0,0.0,0.0,1.0
1678,quality,0.0,0.0,1.0,0.0
1679,que,1.0,0.0,0.0,1.0
1680,queries,1.0,0.0,0.0,1.0
1681,querystring,1.0,0.0,0.0,1.0
1682,querystrings,1.0,0.0,0.0,1.0
1683,question,8.0,0.0,0.0,8.0
1684,questions,10.0,0.0,1.0,10.0
1685,queue,2.0,0.0,0.0,2.0
1686,quit,2.0,0.0,0.0,2.0
1687,quitman,0.0,0.0,130.0,0.0
1688,quizzes,2.0,0.0,0.0,2.0
1689,race,2.0,0.0,0.0,2.0
1690,radio,2.0,0.0,0.0,2.0
1691,raising,0.0,0.0,1.0,0.0
1692,ralston,0.0,0.0,130.0,0.0
1693,randolph,0.0,0.0,130.0,0.0
1694,range,1.0,0.0,0.0,1.0
1695,rates,2.0,0.0,0.0,2.0
1696,raymond,0.0,0.0,130.0,0.0
1697,rdpze,1.0,0.0,0.0,1.0
1698,reach,2.0,0.0,1.0,2.0
1699,reached,4.0,0.0,0.0,4.0
1700,read,8.0,0.0,17.0,8.0
1701,reading,0.0,0.0,8.0,0.0
1702,ready,1.0,0.0,1.0,1.0
1703,really,4.0,0.0,1.0,4.0
1704,reason,1.0,0.0,0.0,1.0
1705,reasons,1.0,0.0,0.0,1.0
1706,recaptcha,0.0,0.0,50.0,0.0
1707,receipt,2.0,0.0,0.0,2.0
1708,receive,4.0,0.0,15.0,4.0
1709,received,1.0,0.0,0.0,1.0
1710,receiving,1.0,0.0,1.0,1.0
1711,recent,0.0,0.0,1.0,0.0
1712,recess,1.0,0.0,0.0,1.0
1713,recipient,5.0,0.0,0.0,5.0
1714,recognize,0.0,0.0,26.0,0.0
1715,recognizes,0.0,0.0,49.0,0.0
1716,recommend,0.0,0.0,15.0,0.0
1717,record,2.0,0.0,0.0,2.0
1718,recruitment,7.0,0.0,0.0,7.0
1719,recurringfrequency,3.0,0.0,0.0,3.0
1720,red,0.0,0.0,130.0,0.0
1721,redirected,4.0,0.0,0.0,4.0
1722,reduced,2.0,0.0,0.0,2.0
1723,refer,1.0,0.0,0.0,1.0
1724,referral,0.0,0.0,2.0,0.0
1725,referrals,4.0,0.0,0.0,4.0
1726,referring,0.0,0.0,1.0,0.0
1727,refill,2.0,0.0,0.0,2.0
1728,refills,1.0,0.0,0.0,1.0
1729,reform,1.0,0.0,0.0,1.0
1730,regimen,0.0,0.0,7.0,0.0
1731,region,6.0,0.0,0.0,6.0
1732,regional,6.0,0.0,0.0,6.0
1733,registered,2.0,0.0,0.0,2.0
1734,registration,2.0,0.0,0.0,2.0
1735,regular,1.0,0.0,0.0,1.0
1736,regulate,0.0,0.0,15.0,0.0
1737,regulations,2.0,0.0,0.0,2.0
1738,relationships,4.0,0.0,0.0,4.0
1739,releases,2.0,0.0,0.0,2.0
1740,reliable,1.0,0.0,0.0,1.0
1741,religious,0.0,0.0,1.0,0.0
1742,remain,5.0,0.0,0.0,5.0
1743,remaining,0.0,0.0,15.0,0.0
1744,remains,1.0,0.0,0.0,1.0
1745,remembrance,0.0,0.0,2.0,0.0
1746,remembrances,0.0,0.0,1.0,0.0
1747,remove,4.0,0.0,1.0,4.0
1748,removing,1.0,0.0,0.0,1.0
1749,renders,3.0,0.0,0.0,3.0
1750,repeat,1.0,0.0,15.0,1.0
1751,replace,0.0,0.0,1.0,0.0
1752,report,5.0,0.0,0.0,5.0
1753,reports,2.0,0.0,0.0,2.0
1754,reposition,2.0,0.0,0.0,2.0
1755,reproductive,20.0,0.0,260.0,20.0
1756,repurpse,2.0,0.0,0.0,2.0
1757,req,2.0,0.0,0.0,2.0
1758,request,1.0,0.0,2.0,1.0
1759,requestheaders,2.0,0.0,0.0,2.0
1760,requests,2.0,0.0,1.0,2.0
1761,require,5.0,0.0,3.0,5.0
1762,requiredare,1.0,0.0,0.0,1.0
1763,requires,0.0,0.0,66.0,0.0
1764,reschedule,1.0,0.0,0.0,1.0
1765,research,22.0,0.0,25.0,22.0
1766,researchnew,1.0,0.0,0.0,1.0
1767,reserve,0.0,0.0,1.0,0.0
1768,reserved,0.0,0.0,50.0,0.0
1769,reset,0.0,0.0,100.0,0.0
1770,resharper,10.0,0.0,0.0,10.0
1771,resources,3.0,0.0,50.0,3.0
1772,respect,1.0,0.0,28.0,1.0
1773,respects,2.0,0.0,0.0,2.0
1774,respiratory,1.0,0.0,0.0,1.0
1775,response,4.0,0.0,0.0,4.0
1776,responsehybridoffice,1.0,0.0,0.0,1.0
1777,responseoffice,1.0,0.0,0.0,1.0
1778,responsibility,0.0,0.0,1.0,0.0
1779,rest,1.0,0.0,0.0,1.0
1780,restore,6.0,0.0,0.0,6.0
1781,restrictions,0.0,0.0,15.0,0.0
1782,result,0.0,0.0,1.0,0.0
1783,results,1.0,0.0,0.0,1.0
1784,retention,1.0,0.0,0.0,1.0
1785,retrieving,2.0,0.0,0.0,2.0
1786,return,38.0,0.0,2.0,38.0
1787,returns,2.0,0.0,0.0,2.0
1788,revenue,1.0,0.0,0.0,1.0
1789,review,4.0,0.0,1.0,4.0
1790,rhode,0.0,0.0,63.0,0.0
1791,right,10.0,0.0,18.0,10.0
1792,rightclick,1.0,0.0,0.0,1.0
1793,rights,9.0,0.0,101.0,9.0
1794,risk,1.0,0.0,50.0,1.0
1795,riverton,0.0,0.0,130.0,0.0
1796,roca,0.0,0.0,130.0,0.0
1797,rock,0.0,0.0,130.0,0.0
1798,rocky,5.0,0.0,0.0,5.0
1799,roe,1.0,0.0,0.0,1.0
1800,rogers,0.0,0.0,130.0,0.0
1801,roo,3.0,0.0,0.0,3.0
1802,root,1.0,0.0,1.0,1.0
1803,run,2.0,0.0,0.0,2.0
1804,running,2.0,0.0,0.0,2.0
1805,runs,5.0,0.0,0.0,5.0
1806,safe,4.0,0.0,64.0,4.0
1807,safely,2.0,0.0,0.0,2.0
1808,safer,1.0,0.0,0.0,1.0
1809,safety,1.0,0.0,1.0,1.0
1810,safetyhow,1.0,0.0,0.0,1.0
1811,salesforce,1.0,0.0,0.0,1.0
1812,same,0.0,0.0,78.0,0.0
1813,sanford,1.0,0.0,0.0,1.0
1814,sans,1.0,0.0,0.0,1.0
1815,sasheer,1.0,0.0,0.0,1.0
1816,sat,1.0,0.0,0.0,1.0
1817,saturday,2.0,0.0,0.0,2.0
1818,save,3.0,0.0,0.0,3.0
1819,scare,1.0,0.0,0.0,1.0
1820,scarvestravelhome,1.0,0.0,0.0,1.0
1821,schedule,7.0,0.0,152.0,7.0
1822,scheduling,2.0,0.0,0.0,2.0
1823,schools,1.0,0.0,0.0,1.0
1824,scorecard,1.0,0.0,0.0,1.0
1825,screen,18.0,0.0,0.0,18.0
1826,screening,1.0,0.0,0.0,1.0
1827,screenings,1.0,0.0,0.0,1.0
1828,scribner,0.0,0.0,142.0,0.0
1829,script,3.0,0.0,0.0,3.0
1830,search,45.0,0.0,0.0,45.0
1831,second,3.0,0.0,340.0,3.0
1832,seconds,41.0,0.0,0.0,41.0
1833,secret,0.0,0.0,51.0,0.0
1834,section,5.0,0.0,0.0,5.0
1835,sedation,0.0,0.0,1.0,0.0
1836,see,12.0,0.0,1.0,12.0
1837,seeking,2.0,0.0,0.0,2.0
1838,seems,1.0,0.0,50.0,1.0
1839,segment,2.0,0.0,0.0,2.0
1840,segoe,2.0,0.0,2.0,2.0
1841,segue,4.0,0.0,0.0,4.0
1842,select,12.0,0.0,335.0,12.0
1843,selected,9.0,0.0,25.0,9.0
1844,selection,1.0,0.0,0.0,1.0
1845,selects,4.0,0.0,0.0,4.0
1846,send,5.0,0.0,0.0,5.0
1847,senior,14.0,0.0,0.0,14.0
1848,sent,2.0,0.0,50.0,2.0
1849,separate,1.0,0.0,0.0,1.0
1850,series,0.0,0.0,15.0,0.0
1851,serve,3.0,0.0,25.0,3.0
1852,service,11.0,0.0,8.0,11.0
1853,services,49.0,0.0,285.0,49.0
1854,set,17.0,0.0,0.0,17.0
1855,sets,0.0,0.0,26.0,0.0
1856,setting,1.0,0.0,0.0,1.0
1857,settings,3.0,0.0,0.0,3.0
1858,setup,2.0,0.0,0.0,2.0
1859,several,0.0,0.0,50.0,0.0
1860,severely,0.0,0.0,1.0,0.0
1861,sex,17.0,0.0,0.0,17.0
1862,sexual,24.0,0.0,0.0,24.0
1863,sexuality,1.0,0.0,0.0,1.0
1864,sexually,4.0,0.0,0.0,4.0
1865,shall,0.0,0.0,2.0,0.0
1866,sham,2.0,0.0,0.0,2.0
1867,shambaugh,0.0,0.0,130.0,0.0
1868,share,13.0,0.0,0.0,13.0
1869,shared,1.0,0.0,0.0,1.0
1870,shelby,0.0,0.0,130.0,0.0
1871,shenandoah,0.0,0.0,130.0,0.0
1872,shield,1.0,0.0,0.0,1.0
1873,shift,2.0,0.0,0.0,2.0
1874,shimmer,9.0,0.0,0.0,9.0
1875,shipping,3.0,0.0,0.0,3.0
1876,shop,8.0,0.0,200.0,8.0
1877,shot,2.0,0.0,0.0,2.0
1878,should,5.0,0.0,92.0,5.0
1879,show,12.0,0.0,50.0,12.0
1880,showing,1.0,0.0,0.0,1.0
1881,shown,1.0,0.0,0.0,1.0
1882,shut,1.0,0.0,0.0,1.0
1883,sidney,0.0,0.0,130.0,0.0
1884,sign,9.0,0.0,0.0,9.0
1885,silver,0.0,0.0,148.0,0.0
1886,simple,1.0,0.0,0.0,1.0
1887,since,0.0,0.0,16.0,0.0
1888,sincere,0.0,0.0,1.0,0.0
1889,single,2.0,0.0,0.0,2.0
1890,sioux,0.0,0.0,130.0,0.0
1891,site,7.0,0.0,109.0,7.0
1892,sitemap,3.0,0.0,0.0,3.0
1893,sites,0.0,0.0,27.0,0.0
1894,sitesour,0.0,0.0,1.0,0.0
1895,six,1.0,0.0,15.0,1.0
