,token,Total0,Total1,Total2,Total3,Total4
2724,limestone,0.0,1.0,0.0,0.0,0.0
2725,limitation,0.0,2.0,0.0,0.0,0.0
2726,limited,0.0,7.0,0.0,0.0,0.0
2727,limiting,0.0,4.0,0.0,0.0,0.0
2728,limits,0.0,1.0,0.0,0.0,0.0
2729,lincoln,0.0,1.0,0.0,0.0,0.0
2730,linden,0.0,1.0,0.0,0.0,0.0
2731,line,0.0,2.0,2.0,2.0,2.0
2732,linear,0.0,5.0,5.0,5.0,5.0
2733,lined,0.0,2.0,0.0,0.0,0.0
2734,link,0.0,77.0,6.0,9.0,9.0
2735,linked,0.0,2.0,0.0,0.0,0.0
2736,linkedin,0.0,7.0,0.0,0.0,0.0
2737,links,0.0,6.0,0.0,0.0,0.0
2738,linkshref,0.0,1.0,0.0,0.0,0.0
2739,linkssalaries,0.0,2.0,0.0,0.0,0.0
2740,lips,0.0,1.0,0.0,0.0,0.0
2741,list,0.0,4.0,2.0,2.0,2.0
2742,lista,0.0,1.0,0.0,0.0,0.0
2743,lists,0.0,3.0,0.0,0.0,0.0
2744,litigation,0.0,0.0,3.0,3.0,3.0
2745,little,0.0,9.0,0.0,0.0,0.0
2746,live,0.0,6.0,4.0,4.0,4.0
2747,liver,0.0,1.0,0.0,0.0,0.0
2748,lives,0.0,2.0,0.0,0.0,0.0
2749,living,0.0,8.0,0.0,0.0,0.0
2750,llcif,0.0,0.0,1.0,1.0,1.0
2751,llegada,0.0,2.0,0.0,0.0,0.0
2752,llenas,0.0,1.0,0.0,0.0,0.0
2753,load,0.0,4.0,5.0,5.0,5.0
2754,loaded,0.0,2.0,0.0,0.0,0.0
2755,loadevent,0.0,1.0,0.0,0.0,0.0
2756,loading,0.0,0.0,23.0,23.0,23.0
2757,loads,0.0,0.0,3.0,3.0,3.0
2758,local,0.0,8.0,9.0,8.0,8.0
2759,locally,0.0,1.0,3.0,2.0,2.0
2760,located,0.0,7.0,0.0,0.0,1.0
2761,locating,0.0,0.0,1.0,1.0,1.0
2762,location,0.0,4.0,0.0,1.0,1.0
2763,locationbook,0.0,1.0,0.0,0.0,0.0
2764,locations,0.0,6.0,0.0,2.0,2.0
2765,locationsphoneprimary,0.0,10.0,0.0,0.0,0.0
2766,lodash,0.0,0.0,1.0,1.0,1.0
2767,log,0.0,33.0,3.0,3.0,3.0
2768,login,0.0,191.0,0.0,1.0,1.0
2769,logincareref,0.0,1.0,0.0,0.0,0.0
2770,loginchristiana,0.0,1.0,0.0,0.0,0.0
2771,loginchristianacare,0.0,1.0,0.0,0.0,0.0
2772,loginlearning,0.0,1.0,0.0,0.0,0.0
2773,loginpatient,0.0,1.0,0.0,0.0,0.0
2774,loginstudent,0.0,1.0,0.0,0.0,0.0
2775,logistical,0.0,0.0,1.0,0.0,0.0
2776,logo,0.0,1.0,0.0,0.0,0.0
2777,logos,0.0,1.0,0.0,0.0,0.0
2778,loin,0.0,1.0,0.0,0.0,0.0
2779,loneliness,0.0,1.0,0.0,0.0,0.0
2780,long,0.0,10.0,5.0,5.0,5.0
2781,longer,0.0,63.0,1.0,0.0,0.0
2782,look,0.0,7.0,4.0,5.0,5.0
2783,looking,0.0,3.0,0.0,0.0,0.0
2784,looks,0.0,1.0,1.0,1.0,1.0
2785,los,0.0,4.0,6.0,6.0,6.0
2786,lose,0.0,61.0,0.0,0.0,0.0
2787,loss,0.0,2.0,0.0,0.0,0.0
2788,lot,0.0,2.0,0.0,0.0,1.0
2789,louis,0.0,0.0,3.0,3.0,3.0
2790,love,0.0,85.0,1.0,0.0,0.0
2791,loved,0.0,4.0,0.0,0.0,0.0
2792,lovell,0.0,1.0,0.0,0.0,0.0
2793,lovers,0.0,0.0,1.0,0.0,0.0
2794,loves,0.0,1.0,0.0,0.0,0.0
2795,loving,0.0,1.0,1.0,1.0,1.0
2796,low,0.0,7.0,0.0,0.0,0.0
2797,lower,0.0,13.0,0.0,1.0,1.0
2798,lowering,0.0,1.0,0.0,0.0,0.0
2799,luciasaint,0.0,1.0,0.0,0.0,0.0
2800,luck,0.0,1.0,0.0,0.0,0.0
2801,lunch,0.0,2.0,0.0,0.0,0.0
2802,lung,0.0,2.0,0.0,0.0,0.0
2803,luther,0.0,0.0,0.0,1.0,1.0
2804,luxurious,0.0,1.0,0.0,0.0,0.0
2805,lymph,0.0,4.0,0.0,0.0,0.0
2806,lymphoma,0.0,1.0,0.0,0.0,0.0
2807,lynne,0.0,2.0,0.0,0.0,0.0
2808,línea,0.0,4.0,0.0,0.0,0.0
2809,macedonianorthern,0.0,1.0,0.0,0.0,0.0
2810,machine,0.0,1.0,0.0,0.0,0.0
2811,made,0.0,12.0,2.0,2.0,2.0
2812,maduros,0.0,1.0,0.0,0.0,0.0
2813,magazine’s,0.0,1.0,0.0,0.0,0.0
2814,magic,0.0,1.0,0.0,0.0,0.0
2815,magnesium,0.0,1.0,0.0,0.0,0.0
2816,magnetic,0.0,2.0,0.0,0.0,0.0
2817,mahoney,0.0,1.0,0.0,0.0,0.0
2818,mail,0.0,1.0,13.0,13.0,13.0
2819,mailchecks,0.0,0.0,1.0,1.0,1.0
2820,mailed,0.0,0.0,1.0,1.0,1.0
2821,mailinfo,0.0,0.0,3.0,3.0,3.0
2822,mailing,0.0,1.0,0.0,0.0,0.0
2823,mailtoggle,0.0,0.0,1.0,1.0,1.0
2824,main,0.0,9.0,53.0,53.0,53.0
2825,maincontentheight,0.0,2.0,0.0,0.0,0.0
2826,mainly,0.0,1.0,0.0,0.0,0.0
2827,maintain,0.0,93.0,0.0,0.0,0.0
2828,maintains,0.0,1.0,0.0,0.0,0.0
2829,maintenance,0.0,2.0,0.0,0.0,0.0
2830,major,0.0,4.0,1.0,2.0,2.0
2831,majority,0.0,2.0,0.0,0.0,0.0
2832,make,0.0,177.0,12.0,14.0,15.0
2833,makes,0.0,6.0,0.0,0.0,0.0
2834,making,0.0,23.0,1.0,1.0,1.0
2835,makings,0.0,1.0,0.0,0.0,0.0
2836,malignant,0.0,1.0,0.0,0.0,0.0
2837,man,0.0,6.0,0.0,0.0,0.0
2838,manage,0.0,19.0,1.0,1.0,1.0
2839,management,0.0,10.0,0.0,0.0,0.0
2840,managementleft,0.0,4.0,0.0,0.0,0.0
2841,managementnyc,0.0,0.0,1.0,1.0,1.0
2842,manager,0.0,1.0,0.0,0.0,0.0
2843,managers,0.0,1.0,0.0,0.0,0.0
2844,managing,0.0,7.0,0.0,0.0,0.0
2845,mandated,0.0,1.0,0.0,0.0,0.0
2846,manejar,0.0,2.0,0.0,0.0,0.0
2847,manifest,0.0,1.0,0.0,0.0,0.0
2848,manifests,0.0,1.0,0.0,0.0,0.0
2849,manipulated,0.0,1.0,0.0,0.0,0.0
2850,manual,0.0,1.0,0.0,0.0,0.0
2851,many,0.0,11.0,3.0,7.0,7.0
2852,map,0.0,60.0,1.0,1.0,1.0
2853,maple,0.0,2.0,0.0,0.0,0.0
2854,mapped,0.0,0.0,2.0,2.0,2.0
2855,mappedfalse,0.0,0.0,2.0,2.0,2.0
2856,mappedga,0.0,0.0,1.0,1.0,1.0
2857,mappedms,0.0,0.0,1.0,1.0,1.0
2858,mappedq,0.0,0.0,2.0,2.0,2.0
2859,mappedtext,0.0,0.0,4.0,4.0,4.0
2860,mappedtrue,0.0,0.0,2.0,2.0,2.0
2861,maps,0.0,0.0,2.0,2.0,2.0
2862,mar,0.0,0.0,3.0,3.0,3.0
2863,march,0.0,14.0,0.0,0.0,0.0
2864,mariana,0.0,1.0,0.0,0.0,0.0
2865,marinade,0.0,1.0,0.0,0.0,0.0
2866,marinated,0.0,1.0,0.0,0.0,0.0
2867,marinosao,0.0,1.0,0.0,0.0,0.0
2868,marked,0.0,1.0,0.0,0.0,0.0
2869,market,0.0,2.0,1.0,1.0,1.0
2870,marketing,0.0,0.0,1.0,1.0,1.0
2871,marketingnew,0.0,0.0,1.0,1.0,1.0
2872,marketplace,0.0,1.0,2.0,2.0,2.0
2873,markets,0.0,1.0,0.0,0.0,0.0
2874,marketsource,0.0,0.0,5.0,5.0,5.0
2875,markevis,0.0,1.0,0.0,0.0,0.0
2876,marla,0.0,2.0,0.0,0.0,0.0
2877,marrow,0.0,26.0,0.0,0.0,0.0
2878,martin,0.0,0.0,0.0,1.0,1.0
2879,martina,0.0,1.0,0.0,0.0,0.0
2880,martinsaint,0.0,1.0,0.0,0.0,0.0
2881,maryland,0.0,1.0,0.0,0.0,0.0
2882,mashed,0.0,1.0,0.0,0.0,0.0
2883,mask,0.0,2.0,0.0,0.0,0.0
2884,mass,0.0,62.0,0.0,0.0,0.0
2885,massages,0.0,1.0,0.0,0.0,0.0
2886,massey,0.0,1.0,0.0,0.0,0.0
2887,masturbation,0.0,0.0,2.0,2.0,2.0
2888,match,0.0,156.0,5.0,5.0,5.0
2889,matches,0.0,64.0,0.0,0.0,0.0
2890,matchesnodeswithphones,0.0,31.0,0.0,0.0,0.0
2891,material,0.0,5.0,0.0,0.0,0.0
2892,materials,0.0,5.0,1.0,1.0,1.0
2893,maternal,0.0,1.0,0.0,0.0,0.0
2894,maternity,0.0,11.0,0.0,0.0,0.0
2895,matter,0.0,0.0,4.0,6.0,6.0
2896,matters,0.0,4.0,0.0,0.0,0.0
2897,mau,0.0,0.0,1.0,1.0,1.0
2898,maxillofacial,0.0,6.0,0.0,0.0,0.0
2899,maximum,0.0,1.0,0.0,0.0,0.0
2900,may,0.0,266.0,12.0,10.0,10.0
2901,mayor,0.0,1.0,0.0,0.0,0.0
2902,maíz,0.0,1.0,0.0,0.0,0.0
2903,mba,0.0,3.0,0.0,0.0,0.0
2904,mccann,0.0,1.0,0.0,0.0,0.0
2905,mcdonald,0.0,1.0,0.0,0.0,0.0
2906,mdaccepting,0.0,3.0,0.0,0.0,0.0
2907,meal,0.0,18.0,0.0,0.0,0.0
2908,meals,0.0,1.0,0.0,0.0,0.0
2909,mean,0.0,3.0,1.0,1.0,1.0
2910,meaningful,0.0,1.0,2.0,2.0,2.0
2911,means,0.0,156.0,3.0,3.0,3.0
2912,meant,0.0,1.0,0.0,0.0,0.0
2913,measured,0.0,1.0,0.0,0.0,0.0
2914,measurement,0.0,1.0,0.0,0.0,0.0
2915,measures,0.0,3.0,1.0,1.0,1.0
2916,meat,0.0,2.0,0.0,0.0,0.0
2917,meatloaf,0.0,3.0,0.0,0.0,0.0
2918,med,0.0,2.0,0.0,0.0,0.0
2919,media,0.0,19.0,2.0,2.0,2.0
2920,medicaid,0.0,0.0,1.0,8.0,8.0
2921,medical,0.0,123.0,1.0,3.0,3.0
2922,medicare,0.0,1.0,0.0,2.0,2.0
2923,medication,0.0,7.0,5.0,4.0,4.0
2924,medications,0.0,2.0,0.0,0.0,0.0
2925,medicinas,0.0,1.0,0.0,0.0,0.0
2926,medicine,0.0,141.0,1.0,0.0,0.0
2927,medicinefamily,0.0,1.0,0.0,0.0,0.0
2928,medicinemake,0.0,8.0,0.0,0.0,0.0
2929,medicinepediatricsmake,0.0,1.0,0.0,0.0,0.0
2930,medicines,0.0,6.0,0.0,0.0,0.0
2931,mediterranean,0.0,1.0,0.0,0.0,0.0
2932,medium,0.0,1.0,3.0,3.0,3.0
2933,medpar,0.0,1.0,0.0,0.0,0.0
2934,meet,0.0,5.0,0.0,0.0,0.0
2935,meeting,0.0,9.0,0.0,0.0,0.0
2936,melanoma,0.0,1.0,0.0,0.0,0.0
2937,melted,0.0,2.0,0.0,0.0,0.0
2938,member,0.0,2.0,4.0,2.0,2.0
2939,members,0.0,2.0,1.0,0.0,0.0
2940,membership,0.0,0.0,11.0,11.0,11.0
2941,memorial,0.0,0.0,0.0,1.0,1.0
2942,memory,0.0,3.0,0.0,0.0,0.0
2943,men,0.0,6.0,0.0,0.0,0.0
2944,men's,0.0,2.0,2.0,4.0,4.0
2945,menopause,0.0,1.0,0.0,0.0,0.0
2946,menstrual,0.0,0.0,1.0,0.0,0.0
2947,mental,0.0,5.0,1.0,3.0,3.0
2948,mentioned,0.0,1.0,0.0,0.0,0.0
2949,mentions,0.0,0.0,1.0,1.0,1.0
2950,mentoring,0.0,1.0,0.0,0.0,0.0
2951,mentors,0.0,2.0,0.0,0.0,0.0
2952,mentorship,0.0,2.0,0.0,0.0,0.0
2953,menu,0.0,1.0,1.0,1.0,1.0
2954,men’s,0.0,8.0,0.0,0.0,0.0
2955,mercados,0.0,1.0,0.0,0.0,0.0
2956,merge,0.0,0.0,3.0,3.0,3.0
2957,merges,0.0,0.0,2.0,2.0,2.0
2958,message,0.0,1.0,6.0,6.0,6.0
2959,messages,0.0,3.0,5.0,7.0,7.0
2960,messageshare,0.0,1.0,0.0,0.0,0.0
2961,messageto,0.0,1.0,0.0,0.0,0.0
2962,messaging,0.0,1.0,0.0,0.0,0.0
2963,met,0.0,1.0,0.0,0.0,0.0
2964,meta,0.0,0.0,1.0,1.0,1.0
2965,metastatic,0.0,4.0,0.0,0.0,0.0
2966,method,0.0,0.0,10.0,11.0,11.0
2967,methodology,0.0,2.0,0.0,0.0,0.0
2968,methods,0.0,1.0,2.0,2.0,2.0
2969,metropolitan,0.0,0.0,4.0,4.0,4.0
2970,mex,0.0,2.0,0.0,0.0,0.0
2971,mexican,0.0,1.0,0.0,0.0,0.0
2972,mezcla,0.0,1.0,0.0,0.0,0.0
2973,mezclados,0.0,1.0,0.0,0.0,0.0
2974,mfa,0.0,31.0,0.0,0.0,0.0
2975,michael,0.0,1.0,0.0,0.0,0.0
2976,microphone,0.0,0.0,2.0,2.0,2.0
2977,microsoft,0.0,0.0,2.0,2.0,2.0
2978,microsurgical,0.0,1.0,0.0,0.0,0.0
2979,middletown,0.0,67.0,0.0,0.0,0.0
2980,midwife,0.0,1.0,0.0,0.0,0.0
2981,mientras,0.0,1.0,0.0,0.0,0.0
2982,might,0.0,3.0,2.0,3.0,3.0
2983,mighty,0.0,1.0,0.0,0.0,0.0
2984,mild,0.0,7.0,0.0,0.0,0.0
2985,milder,0.0,1.0,0.0,0.0,0.0
2986,miles,0.0,1.0,0.0,0.0,0.0
2987,milessearchuse,0.0,1.0,0.0,0.0,0.0
2988,milk,0.0,1.0,0.0,0.0,0.0
2989,mill,0.0,1.0,0.0,0.0,0.0
2990,milli,0.0,1.0,0.0,0.0,0.0
2991,million,0.0,9.0,5.0,5.0,5.0
2992,millions,0.0,0.0,3.0,4.0,4.0
2993,milliseconds,0.0,1.0,0.0,0.0,0.0
2994,min,0.0,0.0,2.0,2.0,2.0
2995,mind,0.0,3.0,0.0,0.0,0.0
2996,mindfulness,0.0,2.0,0.0,0.0,0.0
2997,minimal,0.0,1.0,0.0,0.0,0.0
2998,minimally,0.0,9.0,0.0,0.0,0.0
2999,miniplayer,0.0,0.0,1.0,1.0,1.0
3000,minor,0.0,3.0,0.0,0.0,0.0
3001,minors,0.0,2.0,0.0,0.0,0.0
3002,mint,0.0,1.0,0.0,0.0,0.0
3003,minus,0.0,0.0,1.0,1.0,1.0
3004,minutes,0.0,4.0,0.0,1.0,1.0
3005,minutos,0.0,1.0,0.0,0.0,0.0
3006,miquelonsaint,0.0,1.0,0.0,0.0,0.0
3007,mirena,0.0,0.0,1.0,1.0,1.0
3008,mirror,0.0,1.0,0.0,0.0,0.0
3009,misleading,0.0,0.0,1.0,1.0,1.0
3010,missing,0.0,1.0,1.0,1.0,1.0
3011,mission,0.0,2.0,3.0,2.0,2.0
3012,mississippi,0.0,0.0,3.0,3.0,3.0
3013,missouri,0.0,0.0,3.0,3.0,3.0
3014,misuse,0.0,2.0,0.0,0.0,0.0
3015,mix,0.0,1.0,0.0,0.0,0.0
3016,mixed,0.0,1.0,0.0,0.0,0.0
3017,mobile,0.0,1.0,3.0,3.0,3.0
3018,mocktails,0.0,1.0,0.0,0.0,0.0
3019,modal,0.0,0.0,3.0,5.0,5.0
3020,model,0.0,1.0,0.0,0.0,0.0
3021,modelresearch,0.0,1.0,0.0,0.0,0.0
3022,models,0.0,1.0,0.0,0.0,0.0
3023,modernized,0.0,1.0,0.0,0.0,0.0
3024,modifiable,0.0,1.0,0.0,0.0,0.0
3025,modified,0.0,1.0,0.0,0.0,0.0
3026,modify,0.0,2.0,0.0,0.0,0.0
3027,moist,0.0,1.0,0.0,0.0,0.0
3028,molds,0.0,1.0,0.0,0.0,0.0
3029,mom,0.0,1.0,0.0,0.0,0.0
3030,moment,0.0,1.0,0.0,0.0,0.0
3031,moms,0.0,3.0,0.0,0.0,0.0
3032,mon,0.0,0.0,0.0,1.0,1.0
3033,money,0.0,1.0,0.0,0.0,0.0
3034,monitor,0.0,1.0,1.0,1.0,1.0
3035,monitored,0.0,3.0,0.0,0.0,0.0
3036,monitoring,0.0,6.0,0.0,0.0,0.0
3037,monte,0.0,0.0,3.0,3.0,3.0
3038,monterey,0.0,2.0,0.0,0.0,0.0
3039,month,0.0,1.0,0.0,0.0,0.0
3040,monthheart,0.0,4.0,0.0,0.0,0.0
3041,monthly,0.0,2.0,5.0,6.0,6.0
3042,months,0.0,2.0,9.0,9.0,9.0
3043,mood,0.0,1.0,0.0,0.0,0.0
3044,more,0.0,318.0,21.0,34.0,34.0
3045,moreexplore,0.0,1.0,0.0,0.0,0.0
3046,moregenderclear,0.0,1.0,0.0,0.0,0.0
3047,moreprovider,0.0,1.0,0.0,0.0,0.0
3048,morning,0.0,1.0,2.0,4.0,4.0
3049,moroccan,0.0,1.0,0.0,0.0,0.0
3050,mortality,0.0,1.0,0.0,0.0,0.0
3051,mosley,0.0,1.0,0.0,0.0,0.0
3052,most,0.0,31.0,6.0,9.0,9.0
3053,mother,0.0,1.0,0.0,0.0,0.0
3054,mothers,0.0,2.0,0.0,0.0,0.0
3055,mountains,0.0,0.0,5.0,5.0,5.0
3056,mousedown,0.0,0.0,1.0,1.0,1.0
3057,mouth,0.0,2.0,0.0,0.0,0.0
3058,move,0.0,2.0,1.0,1.0,1.0
3059,movement,0.0,0.0,1.0,0.0,0.0
3060,movements,0.0,1.0,0.0,0.0,0.0
3061,moving,0.0,5.0,1.0,1.0,1.0
3062,mozzarella,0.0,2.0,0.0,0.0,0.0
3063,mph,0.0,2.0,0.0,0.0,0.0
3064,mri,0.0,3.0,0.0,0.0,0.0
3065,mswdisabledvalue,0.0,2.0,0.0,0.0,0.0
3066,much,0.0,4.0,0.0,0.0,0.0
3067,mucho,0.0,1.0,0.0,0.0,0.0
3068,multidisciplinary,0.0,36.0,0.0,0.0,0.0
3069,multifaceted,0.0,1.0,0.0,0.0,0.0
3070,multiple,0.0,31.0,0.0,0.0,0.0
3071,multistep,0.0,0.0,1.0,1.0,1.0
3072,muscle,0.0,3.0,0.0,0.0,0.0
3073,musculoskeletal,0.0,2.0,0.0,0.0,0.0
3074,mushroom,0.0,1.0,0.0,0.0,0.0
3075,mushrooms,0.0,4.0,0.0,0.0,0.0
3076,must,0.0,2.0,6.0,6.0,6.0
3077,muy,0.0,2.0,0.0,0.0,0.0
3078,mychart,0.0,0.0,0.0,2.0,2.0
3079,mypostrender,0.0,0.0,12.0,12.0,12.0
3080,mypresegue,0.0,0.0,1.0,1.0,1.0
3081,myths,0.0,1.0,0.0,0.0,0.0
3082,más,0.0,1.0,1.0,1.0,1.0
3083,médica,0.0,2.0,0.0,0.0,0.0
3084,médico,0.0,4.0,0.0,0.0,0.0
3085,médicos,0.0,2.0,0.0,0.0,0.0
3086,método,0.0,0.0,2.0,2.0,2.0
3087,métodos,0.0,0.0,4.0,4.0,4.0
3088,nairobinew,0.0,0.0,1.0,1.0,1.0
3089,nairobioffice,0.0,0.0,1.0,1.0,1.0
3090,name,0.0,1.0,12.0,12.0,12.0
3091,named,0.0,23.0,0.0,0.0,0.0
3092,namvirgin,0.0,1.0,0.0,0.0,0.0
3093,narrated,0.0,0.0,1.0,1.0,1.0
3094,narrowed,0.0,1.0,0.0,0.0,0.0
3095,nasal,0.0,2.0,0.0,0.0,0.0
3096,natasha,0.0,1.0,0.0,0.0,0.0
3097,nation,0.0,1.0,0.0,0.0,0.0
3098,national,0.0,7.0,5.0,0.0,0.0
3099,nationally,0.0,13.0,1.0,1.0,1.0
3100,nationwide,0.0,4.0,0.0,0.0,0.0
3101,nation’s,0.0,2.0,2.0,6.0,6.0
3102,native,0.0,1.0,2.0,2.0,2.0
3103,natural,0.0,1.0,0.0,0.0,0.0
3104,naturally,0.0,60.0,0.0,0.0,0.0
3105,nature,0.0,2.0,0.0,0.0,0.0
3106,nav,0.0,63.0,1.0,1.0,1.0
3107,navigating,0.0,1.0,0.0,0.0,0.0
3108,navigation,0.0,3.0,12.0,21.0,21.0
3109,navigator,0.0,1.0,0.0,0.0,0.0
3110,nci,0.0,2.0,0.0,0.0,0.0
3111,ncpd,0.0,1.0,0.0,0.0,0.0
3112,ncpdcoronavirus,0.0,1.0,0.0,0.0,0.0
3113,near,0.0,4.0,1.0,1.0,1.0
3114,nearby,0.0,3.0,0.0,0.0,0.0
3115,nearest,0.0,1.0,0.0,0.0,0.0
3116,nearly,0.0,4.0,0.0,0.0,0.0
3117,nebraska,0.0,1.0,0.0,0.0,0.0
3118,nebulizer,0.0,1.0,0.0,0.0,0.0
3119,necesidades,0.0,1.0,1.0,1.0,1.0
3120,necesitamos,0.0,0.0,1.0,1.0,1.0
3121,necessarily,0.0,1.0,0.0,0.0,0.0
3122,necessary,0.0,1.0,2.0,2.0,2.0
3123,neck,0.0,2.0,0.0,0.0,0.0
3124,need,0.0,21.0,10.0,12.0,12.0
3125,needed,0.0,40.0,0.0,0.0,0.0
3126,needle,0.0,2.0,0.0,0.0,0.0
3127,needs,0.0,16.0,2.0,2.0,2.0
3128,negative,0.0,3.0,0.0,0.0,0.0
3129,negros,0.0,1.0,0.0,0.0,0.0
3130,neighborhoods,0.0,1.0,0.0,0.0,0.0
3131,neighbors,0.0,8.0,0.0,0.0,0.0
3132,neither,0.0,1.0,3.0,3.0,3.0
3133,neithercheck,0.0,0.0,1.0,1.0,1.0
3134,neonatal,0.0,3.0,0.0,0.0,0.0
3135,nerve,0.0,4.0,0.0,0.0,0.0
3136,nervous,0.0,2.0,0.0,0.0,0.0
3137,network,0.0,2.0,6.0,0.0,0.0
3138,networking,0.0,1.0,0.0,0.0,0.0
3139,neurology,0.0,30.0,0.0,0.0,0.0
3140,neurosciences,0.0,31.0,0.0,0.0,0.0
3141,never,0.0,0.0,3.0,4.0,4.0
3142,nevissaint,0.0,1.0,0.0,0.0,0.0
3143,new,0.0,234.0,48.0,54.0,54.0
3144,newark,0.0,3.0,0.0,0.0,0.0
3145,newborn,0.0,3.0,0.0,0.0,0.0
3146,newclienttoken,0.0,2.0,0.0,0.0,0.0
3147,newlink,0.0,1.0,0.0,0.0,0.0
3148,newly,0.0,1.0,0.0,0.0,0.0
3149,newman,0.0,1.0,0.0,0.0,0.0
3150,newredirect,0.0,0.0,2.0,2.0,2.0
3151,news,0.0,176.0,4.0,2.0,2.0
3152,newsletter,0.0,2.0,1.0,3.0,3.0
3153,newsletterinnovation,0.0,1.0,0.0,0.0,0.0
3154,newsletterpatient,0.0,3.0,0.0,0.0,0.0
3155,newspatient,0.0,1.0,0.0,0.0,0.0
3156,newsroom,0.0,0.0,1.0,2.0,2.0
3157,newsweek,0.0,11.0,0.0,0.0,0.0
3158,newtracker,0.0,0.0,1.0,0.0,0.0
3159,newurl,0.0,3.0,0.0,0.0,0.0
3160,next,0.0,15.0,4.0,3.0,3.0
3161,nice,0.0,1.0,0.0,0.0,0.0
3162,nicholas,0.0,2.0,0.0,0.0,0.0
3163,night,0.0,5.0,0.0,0.0,0.0
3164,nightmare,0.0,2.0,0.0,0.0,0.0
3165,nine,0.0,1.0,0.0,0.0,0.0
3166,ninth,0.0,1.0,0.0,0.0,0.0
3167,niobe,0.0,1.0,0.0,0.0,0.0
3168,njoku,0.0,0.0,1.0,0.0,0.0
3169,nnaf,0.0,0.0,2.0,0.0,0.0
3170,nnafâs,0.0,0.0,1.0,0.0,0.0
3171,node,0.0,95.0,0.0,0.0,0.0
3172,nodes,0.0,1.0,0.0,0.0,0.0
3173,nonbinary,0.0,0.0,1.0,2.0,2.0
3174,nondiscrimination,0.0,62.0,0.0,0.0,0.0
3175,none,0.0,11.0,12.0,9.0,9.0
3176,nonprofit,0.0,1.0,1.0,2.0,2.0
3177,nonsurgical,0.0,1.0,0.0,0.0,0.0
3178,nontraditional,0.0,1.0,0.0,0.0,0.0
3179,noodle,0.0,2.0,0.0,0.0,0.0
3180,noodles,0.0,2.0,0.0,0.0,0.0
3181,noopfn,0.0,0.0,1.0,0.0,0.0
3182,nor,0.0,2.0,0.0,0.0,0.0
3183,nora,0.0,1.0,0.0,0.0,0.0
3184,noreferrer,0.0,0.0,1.0,1.0,1.0
3185,normal,0.0,62.0,9.0,9.0,9.0
3186,normalize,0.0,1.0,0.0,0.0,0.0
3187,north,0.0,5.0,12.0,13.0,13.0
3188,northeast,0.0,1.0,0.0,0.0,0.0
3189,northern,0.0,0.0,4.0,4.0,4.0
3190,nos,0.0,1.0,0.0,0.0,0.0
3191,nosotros,0.0,1.0,1.0,1.0,1.0
3192,not,0.0,366.0,13.0,12.0,12.0
3193,note,0.0,4.0,1.0,2.0,2.0
3194,notes,0.0,1.0,0.0,0.0,0.0
3195,nothing,0.0,3.0,0.0,0.0,0.0
3196,notice,0.0,66.0,0.0,1.0,1.0
3197,noticelog,0.0,1.0,0.0,0.0,0.0
3198,notices,0.0,1.0,0.0,0.0,0.0
3199,noticias,0.0,1.0,0.0,0.0,0.0
3200,notification,0.0,0.0,2.0,2.0,2.0
3201,notifications,0.0,0.0,2.0,2.0,2.0
3202,notified,0.0,1.0,0.0,0.0,0.0
3203,notify,0.0,1.0,0.0,0.0,0.0
3204,novalidate,0.0,1.0,0.0,0.0,0.0
3205,novel,0.0,1.0,0.0,0.0,0.0
3206,november,0.0,16.0,1.0,0.0,0.0
3207,novice,0.0,1.0,0.0,0.0,0.0
3208,now,0.0,104.0,10.0,14.0,14.0
3209,npp,0.0,3.0,0.0,0.0,0.0
3210,nsqip,0.0,1.0,0.0,0.0,0.0
3211,nuclear,0.0,1.0,0.0,0.0,0.0
3212,nuestra,0.0,1.0,0.0,0.0,0.0
3213,nuestras,0.0,2.0,0.0,0.0,0.0
3214,nuestros,0.0,1.0,0.0,0.0,0.0
3215,null,0.0,1.0,1.0,2.0,2.0
3216,num,0.0,0.0,2.0,2.0,2.0
3217,number,0.0,99.0,7.0,6.0,6.0
3218,numbers,0.0,1.0,0.0,0.0,0.0
3219,numbness,0.0,2.0,0.0,0.0,0.0
3220,numpad,0.0,0.0,2.0,2.0,2.0
3221,nurse,0.0,40.0,0.0,0.0,0.0
3222,nurses,0.0,4.0,0.0,0.0,0.0
3223,nursing,0.0,60.0,0.0,0.0,0.0
3224,nursingcareerscenter,0.0,1.0,0.0,0.0,0.0
3225,nutrients,0.0,33.0,0.0,0.0,0.0
3226,nutrition,0.0,4.0,0.0,0.0,0.0
3227,nutritious,0.0,153.0,0.0,0.0,0.0
3228,nutritiva,0.0,1.0,0.0,0.0,0.0
3229,nuts,0.0,1.0,0.0,0.0,0.0
3230,nutty,0.0,2.0,0.0,0.0,0.0
3231,nuvaring,0.0,0.0,1.0,1.0,1.0
3232,nuzzle,0.0,0.0,1.0,1.0,1.0
3233,nynyc,0.0,0.0,1.0,1.0,1.0
3234,nyoffice,0.0,0.0,4.0,4.0,4.0
3235,nyt,0.0,0.0,2.0,2.0,2.0
3236,oats,0.0,3.0,0.0,0.0,0.0
3237,obese,0.0,120.0,0.0,0.0,0.0
3238,obesity,0.0,62.0,0.0,0.0,0.0
3239,object,0.0,0.0,1.0,1.0,1.0
3240,observación,0.0,0.0,2.0,2.0,2.0
3241,observe,0.0,1.0,0.0,0.0,0.0
3242,observer,0.0,31.0,1.0,1.0,1.0
