,token,Total0,Total1,Total2,Total3,Total4,Total5
934,ecardupdate,1.0,1.0,1.0,0.0,0.0,0.0
935,ecardvalidation,1.0,1.0,1.0,0.0,0.0,0.0
936,echoes,2.0,2.0,2.0,0.0,0.0,0.0
937,economic,0.0,0.0,0.0,0.0,0.0,4.0
938,ectopic,0.0,0.0,0.0,0.0,0.0,1.0
939,edit,1.0,1.0,1.0,0.0,0.0,0.0
940,editor,1.0,1.0,1.0,0.0,0.0,24.0
941,educate,1.0,1.0,1.0,0.0,0.0,1.0
942,educated,1.0,1.0,1.0,0.0,0.0,0.0
943,education,6.0,6.0,6.0,0.0,0.0,2.0
944,educational,0.0,0.0,0.0,0.0,0.0,1.0
945,educators,4.0,4.0,4.0,0.0,0.0,0.0
946,edward,0.0,0.0,0.0,0.0,0.0,1.0
947,effective,5.0,5.0,5.0,5.0,0.0,26.0
948,effectiveness,2.0,2.0,2.0,0.0,0.0,0.0
949,effects,0.0,0.0,0.0,0.0,0.0,4.0
950,effort,0.0,0.0,0.0,0.0,0.0,1.0
951,efforts,0.0,0.0,0.0,0.0,0.0,1.0
952,ein,2.0,2.0,2.0,0.0,0.0,0.0
953,either,0.0,0.0,0.0,0.0,0.0,2.0
954,ejaculating,2.0,2.0,2.0,0.0,0.0,0.0
955,elder,0.0,0.0,0.0,0.0,0.0,1.0
956,elected,2.0,2.0,2.0,0.0,0.0,0.0
957,elections,4.0,4.0,4.0,0.0,0.0,0.0
958,elective,0.0,0.0,0.0,0.0,0.0,1.0
959,elegir,1.0,1.0,1.0,0.0,0.0,0.0
960,element,9.0,5.0,9.0,0.0,0.0,0.0
961,elements,1.0,1.0,1.0,0.0,0.0,0.0
962,eligible,0.0,0.0,0.0,0.0,0.0,3.0
963,eliminated,1.0,1.0,1.0,0.0,0.0,1.0
964,ella,0.0,0.0,0.0,0.0,0.0,1.0
965,else,248.0,163.0,248.0,1.0,0.0,4.0
966,elseif,8.0,4.0,8.0,0.0,0.0,0.0
967,email,41.0,34.0,41.0,10.0,0.0,11.0
968,emailed,2.0,1.0,2.0,0.0,0.0,1.0
969,emailerrormsg,1.0,1.0,1.0,0.0,0.0,0.0
970,emailfield,1.0,1.0,1.0,0.0,0.0,0.0
971,emailinfo,2.0,2.0,2.0,0.0,0.0,0.0
972,emailing,0.0,0.0,0.0,0.0,0.0,1.0
973,emailreq,1.0,1.0,1.0,0.0,0.0,0.0
974,emails,1.0,1.0,1.0,0.0,0.0,0.0
975,emailtoggle,1.0,1.0,1.0,0.0,0.0,0.0
976,embed,1.0,1.0,1.0,0.0,0.0,0.0
977,emergencia,2.0,2.0,2.0,0.0,0.0,0.0
978,emergencies,0.0,0.0,0.0,0.0,0.0,2.0
979,emergency,5.0,5.0,5.0,0.0,0.0,4.0
980,emotional,0.0,0.0,0.0,0.0,0.0,4.0
981,empower,0.0,0.0,0.0,0.0,0.0,25.0
982,empty,7.0,7.0,7.0,0.0,0.0,2.0
983,enable,8.0,6.0,8.0,0.0,0.0,2.0
984,enabled,2.0,2.0,2.0,0.0,0.0,0.0
985,enabling,1.0,1.0,1.0,0.0,0.0,0.0
986,encodedtweet,2.0,2.0,2.0,0.0,0.0,0.0
987,encontrar,1.0,1.0,1.0,0.0,0.0,0.0
988,encounter,2.0,1.0,2.0,0.0,0.0,0.0
989,encrypted,0.0,0.0,0.0,0.0,0.0,1.0
990,end,7.0,7.0,7.0,0.0,0.0,3.0
991,ended,0.0,0.0,0.0,0.0,0.0,24.0
992,ending,0.0,0.0,0.0,0.0,0.0,1.0
993,endometriosis,0.0,0.0,0.0,0.0,0.0,1.0
994,endorse,1.0,1.0,1.0,0.0,0.0,0.0
995,engagement,7.0,7.0,7.0,0.0,0.0,0.0
996,engineers,0.0,0.0,0.0,0.0,0.0,2.0
997,england,7.0,7.0,7.0,0.0,0.0,0.0
998,english,0.0,2.0,0.0,0.0,0.0,0.0
999,enough,1.0,1.0,1.0,0.0,0.0,1.0
1000,enroll,3.0,2.0,3.0,0.0,0.0,0.0
1001,enrolled,2.0,1.0,2.0,0.0,0.0,1.0
1002,enrolling,2.0,1.0,2.0,0.0,0.0,0.0
1003,enrollment,2.0,2.0,2.0,0.0,0.0,0.0
1004,ensure,4.0,3.0,4.0,0.0,0.0,1.0
1005,enter,32.0,21.0,32.0,0.0,0.0,2.0
1006,entered,0.0,0.0,0.0,0.0,0.0,49.0
1007,entire,0.0,0.0,0.0,0.0,0.0,2.0
1008,entrance,0.0,0.0,0.0,5.0,0.0,0.0
1009,entries,0.0,0.0,0.0,0.0,0.0,1.0
1010,entrust,0.0,0.0,0.0,0.0,0.0,73.0
1011,entry,0.0,0.0,0.0,0.0,0.0,1.0
1012,environment,0.0,0.0,0.0,13.0,0.0,5.0
1013,equity,3.0,3.0,3.0,0.0,0.0,0.0
1014,eric,0.0,0.0,0.0,0.0,0.0,3.0
1015,error,26.0,26.0,26.0,0.0,0.0,0.0
1016,error',1.0,1.0,1.0,0.0,0.0,0.0
1017,errorcheck,3.0,3.0,3.0,0.0,0.0,0.0
1018,esm,1.0,1.0,1.0,0.0,0.0,1.0
1019,español,7.0,7.0,7.0,0.0,0.0,0.0
1020,essential,0.0,0.0,0.0,2.0,0.0,5.0
1021,established,0.0,0.0,0.0,0.0,0.0,3.0
1022,estimate,0.0,0.0,0.0,0.0,0.0,6.0
1023,estimate’,0.0,0.0,0.0,0.0,0.0,1.0
1024,estás,1.0,1.0,1.0,0.0,0.0,0.0
1025,eur,2.0,2.0,2.0,0.0,0.0,0.0
1026,euro,2.0,2.0,2.0,0.0,0.0,0.0
1027,europe,0.0,0.0,0.0,0.0,0.0,1.0
1028,evacuation,0.0,0.0,0.0,0.0,0.0,1.0
1029,even,3.0,2.0,3.0,0.0,0.0,0.0
1030,event,70.0,38.0,70.0,0.0,0.0,1.0
1031,events,4.0,4.0,4.0,0.0,0.0,0.0
1032,eventually,0.0,0.0,0.0,0.0,0.0,1.0
1033,ever,0.0,0.0,0.0,0.0,0.0,2.0
1034,evergreen,1.0,1.0,1.0,0.0,0.0,0.0
1035,every,4.0,4.0,4.0,1.0,0.0,31.0
1036,everyaction,1.0,1.0,1.0,0.0,0.0,0.0
1037,everyone,2.0,2.0,2.0,0.0,0.0,26.0
1038,everything,1.0,1.0,1.0,0.0,0.0,0.0
1039,evidenced,0.0,0.0,0.0,0.0,0.0,1.0
1040,evp,5.0,5.0,5.0,0.0,0.0,0.0
1041,exact,2.0,2.0,2.0,0.0,0.0,0.0
1042,exactly,0.0,0.0,0.0,0.0,0.0,1.0
1043,exam,0.0,1.0,2.0,0.0,0.0,0.0
1044,exams,0.0,0.0,0.0,0.0,0.0,4.0
1045,exams”,0.0,0.0,0.0,0.0,0.0,1.0
1046,except,4.0,4.0,4.0,0.0,0.0,0.0
1047,excepted,1.0,1.0,1.0,0.0,0.0,0.0
1048,exceptions,0.0,0.0,0.0,0.0,0.0,1.0
1049,exchanges,1.0,1.0,1.0,0.0,0.0,0.0
1050,excited,0.0,0.0,0.0,0.0,0.0,1.0
1051,excluded,2.0,2.0,2.0,0.0,0.0,0.0
1052,exclusive,1.0,1.0,1.0,0.0,0.0,0.0
1053,excuse,0.0,0.0,0.0,0.0,0.0,1.0
1054,exercise,0.0,0.0,0.0,0.0,0.0,1.0
1055,exhaust,0.0,0.0,0.0,0.0,0.0,1.0
1056,exist,0.0,0.0,0.0,0.0,0.0,2.0
1057,existing,2.0,2.0,2.0,0.0,0.0,25.0
1058,exists,3.0,3.0,3.0,0.0,0.0,1.0
1059,exit,0.0,0.0,0.0,0.0,0.0,3.0
1060,expansion,1.0,1.0,1.0,0.0,0.0,0.0
1061,expect,0.0,0.0,0.0,0.0,0.0,5.0
1062,expected,1.0,1.0,0.0,0.0,0.0,3.0
1063,expelling,0.0,0.0,0.0,0.0,0.0,1.0
1064,experience,4.0,3.0,4.0,5.0,0.0,32.0
1065,experienced,0.0,0.0,0.0,0.0,0.0,4.0
1066,experiences,0.0,0.0,0.0,0.0,0.0,51.0
1067,experiencing,0.0,0.0,0.0,0.0,0.0,24.0
1068,expert,3.0,3.0,3.0,0.0,0.0,0.0
1069,experts,5.0,5.0,5.0,0.0,0.0,0.0
1070,expire,2.0,1.0,2.0,0.0,0.0,0.0
1071,expiresess,1.0,1.0,1.0,0.0,0.0,0.0
1072,explaining,0.0,0.0,0.0,0.0,0.0,2.0
1073,explains,0.0,0.0,0.0,0.0,0.0,2.0
1074,explicitly,1.0,1.0,1.0,0.0,0.0,0.0
1075,explosion,1.0,1.0,1.0,0.0,0.0,0.0
1076,export,1.0,1.0,1.0,0.0,0.0,1.0
1077,exposed,0.0,0.0,0.0,0.0,0.0,1.0
1078,exposure,0.0,0.0,0.0,0.0,0.0,2.0
1079,express,0.0,0.0,0.0,0.0,0.0,1.0
1080,expressing,0.0,0.0,0.0,0.0,0.0,1.0
1081,ext,2.0,1.0,2.0,0.0,0.0,0.0
1082,extensive,0.0,0.0,0.0,0.0,0.0,1.0
1083,extent,8.0,8.0,8.0,0.0,0.0,0.0
1084,eye,0.0,0.0,0.0,0.0,0.0,1.0
1085,fabulous,0.0,0.0,0.0,0.0,0.0,1.0
1086,face,0.0,0.0,0.0,0.0,0.0,2.0
1087,facebook,4.0,4.0,4.0,1.0,0.0,25.0
1088,facebookenglish,1.0,1.0,1.0,1.0,0.0,1.0
1089,facebookyou,1.0,1.0,1.0,1.0,0.0,1.0
1090,facilitate,0.0,0.0,0.0,0.0,0.0,1.0
1091,facilitating,0.0,0.0,0.0,0.0,0.0,1.0
1092,facing,0.0,0.0,0.0,0.0,0.0,1.0
1093,fact,0.0,0.0,0.0,0.0,0.0,2.0
1094,facts,4.0,4.0,4.0,0.0,0.0,0.0
1095,fadein,4.0,4.0,4.0,0.0,0.0,0.0
1096,fadeout,4.0,4.0,4.0,0.0,0.0,0.0
1097,failed,3.0,2.0,3.0,0.0,0.0,0.0
1098,fails,0.0,0.0,0.0,1.0,0.0,0.0
1099,fair,1.0,1.0,1.0,0.0,0.0,0.0
1100,faith,0.0,0.0,0.0,0.0,0.0,8.0
1101,fallback,6.0,3.0,6.0,0.0,0.0,0.0
1102,falls,3.0,0.0,0.0,21.0,0.0,1.0
1103,false,27.0,14.0,27.0,0.0,0.0,0.0
1104,familiarize,0.0,0.0,0.0,0.0,0.0,1.0
1105,families,0.0,0.0,0.0,81.0,0.0,2.0
1106,family,0.0,1.0,1.0,0.0,0.0,305.0
1107,faq,2.0,2.0,2.0,0.0,0.0,0.0
1108,fast,1.0,1.0,1.0,0.0,0.0,0.0
1109,fax,0.0,0.0,0.0,0.0,0.0,14.0
1110,faxed,0.0,0.0,0.0,0.0,0.0,1.0
1111,fda,0.0,0.0,0.0,0.0,0.0,1.0
1112,fearful,0.0,0.0,0.0,0.0,0.0,1.0
1113,featured,1.0,1.0,1.0,0.0,0.0,0.0
1114,featuresnfl,1.0,1.0,1.0,0.0,0.0,0.0
1115,featuring,2.0,2.0,2.0,0.0,0.0,0.0
1116,federal,8.0,8.0,8.0,0.0,0.0,2.0
1117,federation,12.0,12.0,12.0,0.0,0.0,0.0
1118,fee,1.0,1.0,0.0,0.0,0.0,1.0
1119,feel,3.0,3.0,3.0,0.0,0.0,50.0
1120,feeling,0.0,0.0,0.0,0.0,0.0,28.0
1121,feelings,0.0,0.0,0.0,0.0,0.0,1.0
1122,feels,0.0,0.0,0.0,0.0,0.0,1.0
1123,fees,0.0,0.0,0.0,0.0,0.0,2.0
1124,feet,0.0,0.0,0.0,0.0,0.0,1.0
1125,felt,0.0,0.0,0.0,0.0,0.0,24.0
1126,female,2.0,2.0,2.0,0.0,0.0,1.0
1127,feminism,1.0,1.0,1.0,0.0,0.0,0.0
1128,feminist,1.0,1.0,1.0,0.0,0.0,26.0
1129,fever,0.0,0.0,0.0,0.0,0.0,2.0
1130,few,0.0,0.0,0.0,2.0,0.0,1.0
1131,fibromyalgia,0.0,0.0,0.0,0.0,0.0,1.0
1132,field,38.0,29.0,38.0,0.0,0.0,1.0
1133,fields,4.0,4.0,4.0,0.0,0.0,24.0
1134,fieldsetname,0.0,0.0,0.0,0.0,0.0,1.0
1135,fight,5.0,5.0,5.0,0.0,0.0,0.0
1136,figure,1.0,1.0,1.0,0.0,0.0,0.0
1137,figured,0.0,0.0,0.0,0.0,0.0,24.0
1138,figures,2.0,2.0,2.0,0.0,0.0,0.0
1139,file,5.0,4.0,5.0,0.0,0.0,0.0
1140,filed,6.0,3.0,6.0,0.0,0.0,0.0
1141,files,1.0,1.0,1.0,0.0,0.0,0.0
1142,filing,0.0,0.0,0.0,0.0,0.0,1.0
1143,fill,9.0,9.0,8.0,0.0,0.0,29.0
1144,filled,0.0,0.0,0.0,0.0,0.0,1.0
1145,filter,3.0,3.0,3.0,0.0,0.0,0.0
1146,financehybridoffice,1.0,1.0,1.0,0.0,0.0,0.0
1147,financial,6.0,6.0,6.0,10.0,0.0,9.0
1148,find,29.0,29.0,29.0,5.0,0.0,79.0
1149,finding,4.0,4.0,4.0,0.0,0.0,4.0
1150,fire,2.0,2.0,2.0,0.0,0.0,1.0
1151,firebombed,0.0,0.0,0.0,0.0,0.0,1.0
1152,first,62.0,38.0,62.0,3.0,0.0,12.0
1153,firsthtml,2.0,1.0,2.0,0.0,0.0,0.0
1154,firstname,1.0,1.0,1.0,0.0,0.0,0.0
1155,firstnameerror,1.0,1.0,1.0,0.0,0.0,0.0
1156,firstnamefield,1.0,1.0,1.0,0.0,0.0,0.0
1157,fit,0.0,0.0,0.0,0.0,0.0,2.0
1158,fits,1.0,1.0,1.0,0.0,0.0,0.0
1159,fix,6.0,6.0,6.0,0.0,0.0,24.0
1160,fjs,4.0,4.0,4.0,0.0,0.0,0.0
1161,flathead,0.0,0.0,0.0,10.0,0.0,0.0
1162,float,1.0,1.0,1.0,0.0,0.0,0.0
1163,floating,0.0,0.0,0.0,0.0,0.0,24.0
1164,flu,0.0,0.0,0.0,0.0,0.0,1.0
1165,focus,3.0,3.0,3.0,0.0,0.0,4.0
1166,folks,0.0,0.0,0.0,0.0,0.0,2.0
1167,follow,29.0,29.0,29.0,0.0,0.0,3.0
1168,following,16.0,10.0,15.0,0.0,0.0,56.0
1169,font,2.0,2.0,2.0,0.0,0.0,0.0
1170,footer,2.0,2.0,2.0,0.0,0.0,0.0
1171,forest,0.0,0.0,0.0,0.0,0.0,1.0
1172,forget,0.0,0.0,0.0,0.0,0.0,24.0
1173,forgotpasswordbutton,2.0,1.0,2.0,0.0,0.0,0.0
1174,forgotpasswordlink,2.0,1.0,2.0,0.0,0.0,0.0
1175,form,42.0,32.0,42.0,1.0,0.0,7.0
1176,formal,0.0,0.0,0.0,0.0,0.0,1.0
1177,format,13.0,10.0,13.0,0.0,0.0,0.0
1178,formed,1.0,1.0,1.0,0.0,0.0,0.0
1179,formelements,1.0,1.0,1.0,0.0,0.0,0.0
1180,former,0.0,0.0,0.0,0.0,0.0,24.0
1181,formnever,1.0,1.0,1.0,0.0,0.0,0.0
1182,forms,11.0,12.0,12.0,0.0,0.0,35.0
1183,formulate,0.0,0.0,0.0,0.0,0.0,1.0
1184,formurl,1.0,1.0,1.0,0.0,0.0,0.0
1185,forward,1.0,1.0,1.0,0.0,0.0,2.0
1186,forwarded,0.0,0.0,0.0,0.0,0.0,1.0
1187,found,3.0,2.0,3.0,5.0,0.0,0.0
1188,founded,1.0,1.0,1.0,0.0,0.0,0.0
1189,foundoptionvalue,1.0,1.0,1.0,0.0,0.0,0.0
1190,four,0.0,0.0,0.0,1.0,0.0,24.0
1191,frame,4.0,4.0,4.0,0.0,0.0,0.0
1192,free,4.0,4.0,4.0,2.0,0.0,3.0
1193,freezing,0.0,0.0,0.0,0.0,0.0,1.0
1194,frequency,4.0,4.0,4.0,0.0,0.0,0.0
1195,frequently,4.0,4.0,4.0,0.0,0.0,0.0
1196,fret,1.0,1.0,1.0,0.0,0.0,1.0
1197,fri,1.0,1.0,1.0,5.0,0.0,0.0
1198,friday,0.0,0.0,0.0,0.0,0.0,1.0
1199,friend,0.0,1.0,1.0,0.0,0.0,0.0
1200,friendly,0.0,0.0,0.0,0.0,0.0,1.0
1201,friends,0.0,0.0,0.0,0.0,0.0,1.0
1202,front,0.0,0.0,0.0,0.0,0.0,6.0
1203,fulfill,0.0,0.0,0.0,0.0,0.0,4.0
1204,full,6.0,6.0,6.0,1.0,0.0,32.0
1205,fullest,8.0,8.0,8.0,0.0,0.0,0.0
1206,fullstory,2.0,2.0,2.0,0.0,0.0,0.0
1207,fully,0.0,0.0,0.0,0.0,0.0,3.0
1208,function,176.0,108.0,176.0,16.0,0.0,52.0
1209,functions,1.0,1.0,1.0,0.0,0.0,0.0
1210,fund,5.0,5.0,5.0,0.0,0.0,6.0
1211,fundamental,0.0,0.0,0.0,0.0,0.0,1.0
1212,funded,0.0,0.0,0.0,0.0,0.0,1.0
1213,funding,2.0,2.0,2.0,0.0,0.0,0.0
1214,fundraiser,0.0,0.0,0.0,0.0,0.0,1.0
1215,fundraising,0.0,0.0,0.0,0.0,0.0,1.0
1216,funds,0.0,0.0,0.0,0.0,0.0,1.0
1217,fund”,0.0,0.0,0.0,0.0,0.0,1.0
1218,funtion,1.0,1.0,1.0,0.0,0.0,0.0
1219,further,3.0,3.0,3.0,0.0,0.0,2.0
1220,fuseaction,1.0,1.0,1.0,0.0,0.0,0.0
1221,future,5.0,4.0,5.0,0.0,0.0,2.0
1222,gaallowlinker,1.0,1.0,1.0,0.0,0.0,0.0
1223,gaclientid,1.0,1.0,1.0,0.0,0.0,0.0
1224,gacode,1.0,1.0,1.0,0.0,0.0,0.0
1225,gajshost,2.0,2.0,2.0,0.0,0.0,0.0
1226,gaproperty,3.0,3.0,3.0,0.0,0.0,0.0
1227,gastrointestinal,0.0,0.0,0.0,0.0,0.0,1.0
1228,gave,0.0,0.0,0.0,0.0,0.0,24.0
1229,gender,4.0,4.0,4.0,0.0,0.0,29.0
1230,general,11.0,11.0,11.0,2.0,0.0,3.0
1231,generation,1.0,1.0,1.0,0.0,0.0,0.0
1232,generic,2.0,2.0,2.0,0.0,0.0,0.0
1233,generous,0.0,0.0,0.0,0.0,0.0,2.0
1234,gently,0.0,0.0,0.0,0.0,0.0,1.0
1235,genuinely,0.0,0.0,0.0,0.0,0.0,1.0
1236,george,0.0,0.0,0.0,0.0,0.0,1.0
1237,geotrust,0.0,0.0,0.0,0.0,0.0,1.0
1238,get,66.0,67.0,67.0,10.0,0.0,4.0
1239,getcookie,1.0,1.0,1.0,0.0,0.0,0.0
1240,getting,0.0,1.0,1.0,0.0,0.0,2.0
1241,geturlvars,1.0,1.0,1.0,0.0,0.0,0.0
1242,gift,20.0,20.0,20.0,0.0,0.0,0.0
1243,giftsection,1.0,1.0,1.0,0.0,0.0,0.0
1244,give,13.0,13.0,13.0,2.0,0.0,4.0
1245,given,0.0,0.0,0.0,0.0,0.0,1.0
1246,gives,1.0,1.0,1.0,0.0,0.0,2.0
1247,giving,1.0,1.0,1.0,0.0,0.0,0.0
1248,glad,1.0,1.0,1.0,0.0,0.0,0.0
1249,global,2.0,2.0,2.0,0.0,0.0,0.0
1250,glossary,5.0,5.0,5.0,0.0,0.0,0.0
1251,goes,2.0,2.0,2.0,0.0,0.0,0.0
1252,going,0.0,0.0,0.0,0.0,0.0,25.0
1253,gone,2.0,2.0,2.0,0.0,0.0,0.0
1254,gonorrhea,0.0,0.0,0.0,0.0,0.0,1.0
1255,good,3.0,3.0,3.0,0.0,0.0,31.0
1256,goods,2.0,2.0,2.0,0.0,0.0,0.0
1257,google,13.0,13.0,13.0,0.0,0.0,5.0
1258,gopaperlesscheckbox,2.0,1.0,2.0,0.0,0.0,0.0
1259,got,2.0,2.0,2.0,0.0,0.0,73.0
1260,gov,2.0,2.0,2.0,0.0,0.0,0.0
1261,govcheck,1.0,1.0,1.0,0.0,0.0,0.0
1262,governed,0.0,0.0,0.0,0.0,0.0,1.0
1263,government,1.0,1.0,1.0,0.0,0.0,4.0
1264,goverrormsg,1.0,1.0,1.0,0.0,0.0,0.0
1265,grab,6.0,6.0,6.0,0.0,0.0,0.0
1266,grabs,6.0,6.0,6.0,0.0,0.0,0.0
1267,grade,12.0,6.0,12.0,0.0,0.0,0.0
1268,grant,0.0,0.0,0.0,0.0,0.0,2.0
1269,granted,0.0,0.0,0.0,0.0,0.0,1.0
1270,grants,1.0,1.0,1.0,0.0,0.0,0.0
1271,gratitude,2.0,2.0,2.0,0.0,0.0,1.0
1272,great,29.0,12.0,12.0,51.0,0.0,3.0
1273,greater,3.0,3.0,3.0,0.0,0.0,1.0
1274,greatest,0.0,0.0,0.0,0.0,0.0,1.0
1275,greatly,0.0,0.0,0.0,0.0,0.0,2.0
1276,greeted,0.0,0.0,0.0,0.0,0.0,1.0
1277,grey,300.0,150.0,300.0,0.0,0.0,0.0
1278,group,8.0,4.0,8.0,0.0,0.0,49.0
1279,groups,2.0,2.0,2.0,0.0,0.0,1.0
1280,grow,0.0,0.0,0.0,0.0,0.0,1.0
1281,growth,0.0,0.0,0.0,0.0,0.0,1.0
1282,gtm,2.0,2.0,2.0,0.0,0.0,0.0
1283,guarantee,0.0,0.0,0.0,0.0,0.0,2.0
1284,guaranteed,1.0,1.0,1.0,0.0,0.0,0.0
1285,guarantor,2.0,1.0,2.0,0.0,0.0,0.0
1286,guardian,2.0,2.0,2.0,0.0,0.0,0.0
1287,guardian's,2.0,2.0,2.0,0.0,0.0,0.0
1288,guest',4.0,2.0,4.0,0.0,0.0,0.0
1289,guestcontinue,2.0,1.0,2.0,0.0,0.0,0.0
1290,guide,1.0,1.0,1.0,0.0,0.0,3.0
1291,guidelines,1.0,1.0,1.0,0.0,0.0,2.0
1292,gulf,3.0,3.0,3.0,0.0,0.0,0.0
1293,gynecological,0.0,0.0,0.0,0.0,0.0,3.0
1294,gynecologist,1.0,1.0,1.0,0.0,0.0,0.0
1295,gynecologists,1.0,1.0,1.0,0.0,0.0,0.0
1296,gynecology,1.0,1.0,1.0,0.0,0.0,0.0
1297,hack,4.0,2.0,4.0,0.0,0.0,0.0
1298,had,0.0,0.0,0.0,0.0,0.0,99.0
1299,half,0.0,0.0,0.0,0.0,0.0,2.0
1300,hamburger,0.0,0.0,0.0,0.0,0.0,24.0
1301,hamilton,0.0,0.0,0.0,0.0,0.0,1.0
1302,handler,6.0,3.0,6.0,0.0,0.0,0.0
1303,hands,0.0,0.0,0.0,0.0,0.0,1.0
1304,happened,0.0,0.0,0.0,0.0,0.0,24.0
1305,happiness,0.0,0.0,0.0,0.0,0.0,1.0
1306,happy,1.0,1.0,1.0,0.0,0.0,1.0
1307,hard,0.0,0.0,0.0,0.0,0.0,25.0
1308,harmful,2.0,2.0,2.0,0.0,0.0,0.0
1309,hash,1.0,1.0,1.0,0.0,0.0,0.0
1310,hashes,1.0,1.0,1.0,0.0,0.0,0.0
1311,hat,1.0,1.0,1.0,0.0,0.0,0.0
1312,hate,1.0,1.0,1.0,0.0,0.0,0.0
1313,have,53.0,45.0,51.0,3.0,0.0,179.0
1314,haven't,1.0,1.0,1.0,0.0,0.0,0.0
1315,having,1.0,1.0,1.0,0.0,0.0,3.0
1316,head,1.0,1.0,1.0,0.0,0.0,1.0
1317,headers,2.0,2.0,2.0,0.0,0.0,0.0
1318,heading,0.0,0.0,0.0,0.0,0.0,1.0
1319,health,81.0,85.0,84.0,95.0,0.0,135.0
1320,healthcare,10.0,6.0,10.0,47.0,0.0,86.0
1321,healthcare”,0.0,0.0,0.0,0.0,0.0,24.0
1322,healthier,1.0,1.0,1.0,0.0,0.0,1.0
1323,healthrelationships,1.0,1.0,1.0,0.0,0.0,0.0
1324,healthsexual,1.0,1.0,1.0,0.0,0.0,0.0
1325,healthy,2.0,2.0,2.0,0.0,0.0,25.0
1326,heap,0.0,0.0,0.0,0.0,0.0,1.0
1327,hear,4.0,4.0,4.0,0.0,0.0,25.0
1328,heard,0.0,0.0,0.0,0.0,0.0,1.0
1329,hearing,0.0,0.0,0.0,0.0,0.0,1.0
1330,heart,0.0,0.0,0.0,0.0,0.0,1.0
1331,heavy,0.0,0.0,0.0,0.0,0.0,1.0
1332,heidi,0.0,0.0,0.0,0.0,0.0,24.0
1333,held,0.0,0.0,0.0,0.0,0.0,1.0
1334,helena,0.0,3.0,0.0,9.0,0.0,0.0
1335,help,15.0,15.0,15.0,6.0,0.0,36.0
1336,helped,0.0,0.0,0.0,0.0,0.0,75.0
1337,helpful,1.0,0.0,1.0,5.0,0.0,2.0
1338,helping,1.0,1.0,1.0,0.0,0.0,3.0
1339,helps,0.0,0.0,0.0,0.0,0.0,48.0
1340,hence,1.0,1.0,1.0,0.0,0.0,0.0
1341,henson,2.0,2.0,2.0,0.0,0.0,0.0
1342,hep,0.0,0.0,0.0,0.0,0.0,1.0
1343,her,0.0,0.0,0.0,1.0,0.0,49.0
1344,here,8.0,7.0,8.0,5.0,0.0,32.0
1345,here’s,1.0,1.0,1.0,0.0,0.0,0.0
1346,herpes,0.0,0.0,0.0,0.0,0.0,1.0
1347,he’s,0.0,0.0,0.0,0.0,0.0,24.0
1348,hidden,2.0,2.0,2.0,0.0,0.0,0.0
1349,hiddenlg,30.0,15.0,30.0,0.0,0.0,0.0
1350,hiddensm,90.0,45.0,90.0,0.0,0.0,0.0
1351,hiddenxs,150.0,75.0,150.0,0.0,0.0,0.0
1352,hide,10.0,10.0,10.0,0.0,0.0,0.0
1353,hides,5.0,5.0,5.0,0.0,0.0,0.0
1354,hiding,1.0,1.0,1.0,0.0,0.0,0.0
1355,high,2.0,2.0,2.0,0.0,0.0,26.0
1356,highway,0.0,0.0,0.0,0.0,0.0,1.0
1357,hike,0.0,0.0,0.0,0.0,0.0,24.0
1358,him,0.0,0.0,0.0,0.0,0.0,24.0
1359,hipaa,2.0,2.0,2.0,0.0,0.0,0.0
1360,hippa,1.0,1.0,1.0,0.0,0.0,0.0
1361,history,0.0,0.0,0.0,0.0,0.0,31.0
1362,hiv,4.0,4.0,4.0,0.0,0.0,1.0
1363,hold,0.0,0.0,0.0,0.0,0.0,2.0
1364,holding,0.0,0.0,0.0,0.0,0.0,1.0
1365,holes,2.0,2.0,2.0,0.0,0.0,0.0
1366,hollow,8.0,8.0,8.0,0.0,0.0,0.0
1367,home,8.0,9.0,9.0,3.0,0.0,26.0
1368,homepage,4.0,4.0,4.0,0.0,0.0,0.0
1369,home”,0.0,0.0,0.0,0.0,0.0,1.0
1370,honor,0.0,0.0,0.0,0.0,0.0,1.0
1371,honored,0.0,0.0,0.0,0.0,0.0,2.0
1372,honoree,5.0,5.0,5.0,0.0,0.0,0.0
1373,honoreecontainer,1.0,1.0,1.0,0.0,0.0,0.0
1374,honoreeemail,1.0,1.0,1.0,0.0,0.0,0.0
1375,honoreeerror,1.0,1.0,1.0,0.0,0.0,0.0
1376,honoreefield,1.0,1.0,1.0,0.0,0.0,0.0
1377,honortoggle,1.0,1.0,1.0,0.0,0.0,0.0
1378,hoodie,2.0,2.0,2.0,0.0,0.0,0.0
1379,hoodiesbaby,1.0,1.0,1.0,0.0,0.0,0.0
1380,hope,0.0,0.0,0.0,0.0,0.0,2.0
1381,hopes,0.0,0.0,0.0,0.0,0.0,1.0
1382,hora,1.0,1.0,1.0,0.0,0.0,0.0
1383,hormonal,0.0,0.0,0.0,0.0,0.0,1.0
1384,hormone,4.0,4.0,4.0,0.0,0.0,27.0
1385,hormones,0.0,0.0,0.0,0.0,0.0,4.0
1386,hospital,0.0,0.0,0.0,0.0,0.0,1.0
1387,host,1.0,1.0,1.0,0.0,0.0,0.0
1388,hot,0.0,0.0,0.0,0.0,0.0,24.0
1389,hotfix,2.0,2.0,2.0,0.0,0.0,0.0
1390,hotline,0.0,0.0,0.0,0.0,0.0,2.0
