,token,Total0,Total1,Total2,Total3
1272,political,0.0,3.0,3.0,0.0
1273,politicians’,0.0,1.0,1.0,0.0
1274,populate,0.0,2.0,2.0,0.0
1275,populated,0.0,1.0,1.0,0.0
1276,populates,0.0,6.0,6.0,0.0
1277,por,0.0,1.0,1.0,0.0
1278,portal,0.0,1.0,1.0,0.0
1279,post,0.0,3.0,3.0,0.0
1280,postal,0.0,2.0,2.0,0.0
1281,postdata,0.0,2.0,2.0,0.0
1282,postrender,0.0,2.0,2.0,0.0
1283,posts,0.0,2.0,2.0,0.0
1284,powered,0.0,1.0,1.0,0.0
1285,ppfa,0.0,8.0,8.0,0.0
1286,practice,0.0,1.0,1.0,0.0
1287,pre,0.0,2.0,2.0,0.0
1288,precautions,0.0,1.0,1.0,0.0
1289,predictions,0.0,2.0,2.0,0.0
1290,preferred,0.0,2.0,2.0,0.0
1291,pregnancy,0.0,10.0,10.0,0.0
1292,pregnant,0.0,6.0,6.0,0.0
1293,premium,0.0,1.0,1.0,0.0
1294,preparations,0.0,1.0,1.0,0.0
1295,prescription,0.0,1.0,1.0,0.0
1296,prescriptions,0.0,1.0,0.0,0.0
1297,president,0.0,4.0,4.0,0.0
1298,press,0.0,2.0,2.0,0.0
1299,pressroom,0.0,1.0,1.0,0.0
1300,pretty,0.0,3.0,3.0,0.0
1301,prevent,0.0,8.0,8.0,0.0
1302,preventing,0.0,1.0,1.0,0.0
1303,prevents,0.0,1.0,1.0,0.0
1304,preview,0.0,3.0,3.0,0.0
1305,previous,0.0,1.0,1.0,0.0
1306,pricing,0.0,1.0,1.0,0.0
1307,primarily,0.0,4.0,4.0,0.0
1308,primary,0.0,4.0,4.0,0.0
1309,print,0.0,3.0,3.0,0.0
1310,prior,0.0,1.0,0.0,0.0
1311,priority,0.0,1.0,0.0,0.0
1312,privacy,0.0,13.0,13.0,0.0
1313,private,0.0,4.0,4.0,0.0
1314,privately,0.0,1.0,1.0,0.0
1315,problem,0.0,4.0,4.0,0.0
1316,processing,0.0,1.0,1.0,0.0
1317,processnode,0.0,1.0,1.0,0.0
1318,products,0.0,10.0,10.0,0.0
1319,profanity,0.0,1.0,1.0,0.0
1320,profile,0.0,1.0,1.0,0.0
1321,program,0.0,1.0,1.0,0.0
1322,programs,0.0,3.0,3.0,0.0
1323,project,0.0,1.0,1.0,0.0
1324,promo,0.0,4.0,4.0,0.0
1325,promos,0.0,4.0,4.0,0.0
1326,promotional,0.0,1.0,1.0,0.0
1327,properties,0.0,2.0,2.0,0.0
1328,property,0.0,2.0,2.0,0.0
1329,protect,0.0,9.0,9.0,0.0
1330,provide,0.0,6.0,6.0,0.0
1331,provided,0.0,2.0,2.0,0.0
1332,provider,0.0,11.0,11.0,0.0
1333,providers,0.0,3.0,3.0,0.0
1334,providing,0.0,1.0,1.0,0.0
1335,province,0.0,1.0,1.0,0.0
1336,public,0.0,2.0,2.0,0.0
1337,publications,0.0,1.0,1.0,0.0
1338,pull,0.0,3.0,3.0,0.0
1339,pulling,0.0,5.0,5.0,0.0
1340,pulls,0.0,1.0,1.0,0.0
1341,purchase,0.0,1.0,1.0,0.0
1342,purposes,0.0,1.0,1.0,0.0
1343,push,0.0,2.0,2.0,0.0
1344,put,0.0,3.0,3.0,0.0
1345,píldoras,0.0,2.0,2.0,0.0
1346,que,0.0,1.0,1.0,0.0
1347,queries,0.0,1.0,1.0,0.0
1348,querystring,0.0,1.0,1.0,0.0
1349,querystrings,0.0,1.0,1.0,0.0
1350,question,0.0,8.0,8.0,0.0
1351,questions,0.0,9.0,9.0,0.0
1352,queue,0.0,2.0,2.0,0.0
1353,quit,0.0,1.0,1.0,0.0
1354,quizzes,0.0,2.0,2.0,0.0
1355,race,0.0,2.0,2.0,0.0
1356,radio,0.0,2.0,2.0,0.0
1357,raleigh,0.0,1.0,1.0,0.0
1358,rates,0.0,1.0,1.0,0.0
1359,rdpze,0.0,1.0,1.0,0.0
1360,reach,0.0,2.0,2.0,0.0
1361,reached,0.0,4.0,4.0,0.0
1362,read,0.0,8.0,8.0,0.0
1363,really,0.0,4.0,4.0,0.0
1364,receipt,0.0,2.0,2.0,0.0
1365,receive,0.0,5.0,5.0,0.0
1366,received,0.0,1.0,1.0,0.0
1367,receiving,0.0,1.0,1.0,0.0
1368,recess,0.0,1.0,1.0,0.0
1369,recipient,0.0,5.0,5.0,0.0
1370,record,0.0,2.0,2.0,0.0
1371,recruitment,0.0,7.0,7.0,0.0
1372,recurringfrequency,0.0,3.0,3.0,0.0
1373,redirected,0.0,4.0,4.0,0.0
1374,refer,0.0,1.0,1.0,0.0
1375,referrals,0.0,3.0,4.0,0.0
1376,reform,0.0,1.0,1.0,0.0
1377,refreshed,0.0,2.0,2.0,0.0
1378,regardless,0.0,1.0,1.0,0.0
1379,region,0.0,6.0,6.0,0.0
1380,regional,0.0,6.0,6.0,0.0
1381,registered,0.0,2.0,2.0,0.0
1382,registration,0.0,2.0,2.0,0.0
1383,regulations,0.0,2.0,2.0,0.0
1384,relationships,0.0,4.0,4.0,0.0
1385,releases,0.0,2.0,2.0,0.0
1386,reliable,0.0,1.0,1.0,0.0
1387,remain,0.0,5.0,5.0,0.0
1388,remains,0.0,1.0,1.0,0.0
1389,remove,0.0,2.0,2.0,0.0
1390,removing,0.0,1.0,1.0,0.0
1391,renders,0.0,3.0,3.0,0.0
1392,repeat,0.0,1.0,1.0,0.0
1393,report,0.0,5.0,5.0,0.0
1394,reports,0.0,2.0,2.0,0.0
1395,reposition,0.0,2.0,2.0,0.0
1396,reproductive,0.0,14.0,14.0,0.0
1397,republic,0.0,4.0,4.0,0.0
1398,repurpse,0.0,2.0,2.0,0.0
1399,req,0.0,2.0,2.0,0.0
1400,requestheaders,0.0,2.0,2.0,0.0
1401,requests,0.0,2.0,2.0,0.0
1402,require,0.0,4.0,4.0,0.0
1403,requiredare,0.0,1.0,1.0,0.0
1404,research,0.0,21.0,21.0,0.0
1405,researchnew,0.0,1.0,1.0,0.0
1406,resharper,0.0,10.0,10.0,0.0
1407,resources,0.0,11.0,11.0,0.0
1408,respect,0.0,1.0,1.0,0.0
1409,respects,0.0,2.0,2.0,0.0
1410,response,0.0,4.0,4.0,0.0
1411,responsehybridoffice,0.0,1.0,1.0,0.0
1412,responseoffice,0.0,1.0,1.0,0.0
1413,rest,0.0,1.0,1.0,0.0
1414,restore,0.0,6.0,6.0,0.0
1415,restrictions,0.0,2.0,2.0,0.0
1416,retention,0.0,1.0,1.0,0.0
1417,retrieving,0.0,2.0,2.0,0.0
1418,return,0.0,39.0,39.0,0.0
1419,returns,0.0,2.0,2.0,0.0
1420,revenue,0.0,1.0,1.0,0.0
1421,review,0.0,4.0,4.0,0.0
1422,right,0.0,9.0,9.0,0.0
1423,rightclick,0.0,1.0,1.0,0.0
1424,rights,0.0,11.0,11.0,0.0
1425,risk,0.0,1.0,1.0,0.0
1426,river,0.0,0.0,12.0,0.0
1427,road,0.0,0.0,1.0,0.0
1428,rocky,0.0,5.0,5.0,0.0
1429,roe,0.0,1.0,1.0,0.0
1430,roo,0.0,3.0,3.0,0.0
1431,root,0.0,1.0,1.0,0.0
1432,run,0.0,2.0,2.0,0.0
1433,running,0.0,2.0,2.0,0.0
1434,runs,0.0,5.0,5.0,0.0
1435,safe,0.0,6.0,6.0,0.0
1436,safely,0.0,3.0,3.0,0.0
1437,safer,0.0,1.0,1.0,0.0
1438,safetyhow,0.0,1.0,1.0,0.0
1439,salesforce,0.0,1.0,1.0,0.0
1440,same,0.0,2.0,0.0,0.0
1441,sans,0.0,1.0,1.0,0.0
1442,sasheer,0.0,1.0,1.0,0.0
1443,sat,0.0,1.0,1.0,0.0
1444,saturdayplease,0.0,0.0,1.0,0.0
1445,save,0.0,3.0,3.0,0.0
1446,scare,0.0,1.0,1.0,0.0
1447,scarvestravelhome,0.0,1.0,1.0,0.0
1448,schedule,0.0,7.0,7.0,0.0
1449,scheduling,0.0,3.0,3.0,0.0
1450,schools,0.0,1.0,1.0,0.0
1451,scorecard,0.0,1.0,1.0,0.0
1452,screen,0.0,18.0,18.0,0.0
1453,screenings,0.0,1.0,1.0,0.0
1454,script,0.0,2.0,2.0,0.0
1455,search,0.0,45.0,45.0,0.0
1456,season,0.0,1.0,1.0,0.0
1457,second,0.0,3.0,3.0,0.0
1458,seconds,0.0,41.0,41.0,0.0
1459,section,0.0,5.0,5.0,0.0
1460,secure,0.0,2.0,2.0,0.0
1461,see,0.0,13.0,11.0,0.0
1462,seeking,0.0,2.0,2.0,0.0
1463,seems,0.0,1.0,1.0,0.0
1464,segment,0.0,2.0,2.0,0.0
1465,segoe,0.0,2.0,2.0,0.0
1466,segue,0.0,4.0,4.0,0.0
1467,select,0.0,16.0,16.0,0.0
1468,selected,0.0,9.0,9.0,0.0
1469,selection,0.0,4.0,4.0,0.0
1470,selects,0.0,4.0,4.0,0.0
1471,send,0.0,6.0,6.0,0.0
1472,senior,0.0,14.0,14.0,0.0
1473,sent,0.0,2.0,2.0,0.0
1474,separate,0.0,1.0,1.0,0.0
1475,serve,0.0,2.0,2.0,0.0
1476,service,0.0,9.0,9.0,0.0
1477,services,0.0,41.0,43.0,0.0
1478,session,0.0,2.0,2.0,0.0
1479,set,0.0,17.0,17.0,0.0
1480,setting,0.0,1.0,1.0,0.0
1481,settings,0.0,3.0,3.0,0.0
1482,sex,0.0,17.0,17.0,0.0
1483,sexual,0.0,20.0,20.0,0.0
1484,sexuality,0.0,1.0,1.0,0.0
1485,sexually,0.0,5.0,5.0,0.0
1486,sham,0.0,2.0,2.0,0.0
1487,share,0.0,12.0,12.0,0.0
1488,shared,0.0,1.0,1.0,0.0
1489,shift,0.0,2.0,2.0,0.0
1490,shimmer,0.0,9.0,9.0,0.0
1491,shipping,0.0,3.0,3.0,0.0
1492,shop,0.0,8.0,8.0,0.0
1493,shot,0.0,2.0,2.0,0.0
1494,should,0.0,3.0,3.0,0.0
1495,show,0.0,10.0,10.0,0.0
1496,showing,0.0,1.0,1.0,0.0
1497,shown,0.0,1.0,1.0,0.0
1498,shut,0.0,1.0,1.0,0.0
1499,sign,0.0,10.0,10.0,0.0
1500,simple,0.0,1.0,1.0,0.0
1501,single,0.0,2.0,2.0,0.0
1502,site,0.0,7.0,7.0,0.0
1503,sitemap,0.0,3.0,3.0,0.0
1504,six,0.0,1.0,1.0,0.0
1505,sizes,0.0,2.0,2.0,0.0
1506,skip,0.0,1.0,1.0,0.0
1507,skyla,0.0,1.0,1.0,0.0
1508,sleeve,0.0,3.0,3.0,0.0
1509,slow,0.0,1.0,1.0,0.0
1510,small,0.0,4.0,4.0,0.0
1511,smalltwelvecolumn,0.0,1.0,1.0,0.0
1512,smooth,0.0,1.0,1.0,0.0
1513,sobre,0.0,1.0,1.0,0.0
1514,social,0.0,5.0,5.0,0.0
1515,socks,0.0,1.0,1.0,0.0
1516,solid,0.0,97.0,97.0,0.0
1517,some,0.0,4.0,4.0,0.0
1518,someone,0.0,3.0,3.0,0.0
1519,son,0.0,6.0,6.0,0.0
1520,soon,0.0,2.0,2.0,0.0
1521,sorry,0.0,4.0,4.0,0.0
1522,source,0.0,2.0,2.0,0.0
1523,south,0.0,21.0,21.0,0.0
1524,southeast,0.0,4.0,4.0,0.0
1525,southern,0.0,4.0,4.0,0.0
1526,southwest,0.0,6.0,6.0,0.0
1527,span,0.0,8.0,8.0,0.0
1528,spanish,0.0,2.0,0.0,0.0
1529,speak,0.0,6.0,6.0,0.0
1530,specific,0.0,2.0,2.0,0.0
1531,spot,0.0,7.0,7.0,0.0
1532,spread,0.0,1.0,1.0,0.0
1533,ssr,0.0,2.0,2.0,0.0
1534,staff,0.0,2.0,2.0,0.0
1535,stand,0.0,5.0,5.0,0.0
1536,standard,0.0,1.0,1.0,0.0
1537,standing,0.0,1.0,1.0,0.0
1538,start,0.0,7.0,7.0,0.0
1539,started,0.0,1.0,1.0,0.0
1540,state,0.0,17.0,17.0,0.0
1541,statement,0.0,2.0,2.0,0.0
1542,statementisnotterminated,0.0,4.0,4.0,0.0
1543,states,0.0,13.0,13.0,0.0
1544,stay,0.0,3.0,3.0,0.0
1545,std,0.0,6.0,6.0,0.0
1546,stds,0.0,2.0,2.0,0.0
1547,step,0.0,1.0,1.0,0.0
1548,sterilization,0.0,2.0,2.0,0.0
1549,sticky,0.0,8.0,8.0,0.0
1550,still,0.0,5.0,5.0,0.0
1551,stop,0.0,4.0,4.0,0.0
1552,storage,0.0,1.0,1.0,0.0
1553,store,0.0,8.0,8.0,0.0
1554,storenow,0.0,2.0,2.0,0.0
1555,story,0.0,5.0,5.0,0.0
1556,straight,0.0,1.0,1.0,0.0
1557,strategyapplyvice,0.0,1.0,1.0,0.0
1558,strategynyc,0.0,1.0,1.0,0.0
1559,strategyoffice,0.0,1.0,1.0,0.0
1560,strategyremoteoffice,0.0,1.0,1.0,0.0
1561,string,0.0,7.0,7.0,0.0
1562,strings,0.0,1.0,1.0,0.0
1563,strong,0.0,1.0,1.0,0.0
1564,stronger,0.0,2.0,2.0,0.0
1565,stunt,0.0,1.0,1.0,0.0
1566,style,0.0,3.0,3.0,0.0
1567,styles,0.0,4.0,4.0,0.0
1568,styling,0.0,3.0,3.0,0.0
1569,stylize,0.0,4.0,4.0,0.0
1570,subject,0.0,1.0,1.0,0.0
1571,submission,0.0,2.0,2.0,0.0
1572,submit,0.0,7.0,7.0,0.0
1573,submitbtn,0.0,1.0,1.0,0.0
1574,submitpresegue,0.0,2.0,2.0,0.0
1575,submitsegue,0.0,4.0,4.0,0.0
1576,submitted,0.0,2.0,2.0,0.0
1577,subscribe,0.0,4.0,4.0,0.0
1578,such,0.0,4.0,4.0,0.0
1579,suite,0.0,1.0,0.0,0.0
1580,sun,0.0,1.0,1.0,0.0
1581,sunday,0.0,1.0,1.0,0.0
1582,support,0.0,3.0,3.0,0.0
1583,supporting,0.0,1.0,1.0,0.0
1584,supports,0.0,1.0,1.0,0.0
1585,supreme,0.0,3.0,3.0,0.0
1586,sure,0.0,6.0,6.0,0.0
1587,survey,0.0,2.0,2.0,0.0
1588,svg,0.0,3.0,3.0,0.0
1589,svp,0.0,4.0,4.0,0.0
1590,sync,0.0,1.0,1.0,0.0
1591,syntax,0.0,1.0,1.0,0.0
1592,tabs,0.0,1.0,1.0,0.0
1593,tag,0.0,2.0,2.0,0.0
1594,tagname,0.0,3.0,3.0,0.0
1595,take,0.0,12.0,12.0,0.0
1596,taking,0.0,4.0,4.0,0.0
1597,talk,0.0,2.0,2.0,0.0
1598,talking,0.0,1.0,1.0,0.0
1599,taraji,0.0,2.0,2.0,0.0
1600,target,0.0,10.0,10.0,0.0
1601,tax,0.0,6.0,6.0,0.0
1602,team,0.0,1.0,1.0,0.0
1603,teens,0.0,4.0,4.0,0.0
1604,telecommuteroffice,0.0,1.0,1.0,0.0
1605,telehealth,0.0,6.0,6.0,0.0
1606,telemetrybasedata,0.0,2.0,2.0,0.0
1607,telemetryitem,0.0,2.0,2.0,0.0
1608,telephone,0.0,0.0,2.0,0.0
1609,tell,0.0,5.0,5.0,0.0
1610,tennessee,0.0,3.0,3.0,0.0
1611,term,0.0,1.0,1.0,0.0
1612,terms,0.0,10.0,10.0,0.0
1613,test,0.0,2.0,2.0,0.0
1614,testing,0.0,5.0,5.0,0.0
1615,texas,0.0,2.0,2.0,0.0
1616,text,0.0,5.0,5.0,0.0
1617,textarea,0.0,2.0,2.0,0.0
1618,textchange,0.0,1.0,1.0,0.0
1619,than,0.0,5.0,5.0,0.0
1620,thank,0.0,6.0,6.0,0.0
1621,thanksgiving,0.0,1.0,1.0,0.0
1622,that's,0.0,1.0,1.0,0.0
1623,that’s,0.0,0.0,1.0,0.0
1624,theater,0.0,1.0,1.0,0.0
1625,their,0.0,2.0,2.0,0.0
1626,them,0.0,5.0,5.0,0.0
1627,theme,0.0,1.0,1.0,0.0
1628,then,0.0,2.0,2.0,0.0
1629,therapy,0.0,4.0,4.0,0.0
1630,there,0.0,3.0,2.0,0.0
1631,there's,0.0,2.0,2.0,0.0
1632,there’s,0.0,2.0,2.0,0.0
1633,these,0.0,2.0,2.0,0.0
1634,they,0.0,10.0,10.0,0.0
1635,they're,0.0,1.0,1.0,0.0
1636,they’ve,0.0,2.0,2.0,0.0
1637,thin,0.0,1.0,1.0,0.0
1638,thing,0.0,1.0,1.0,0.0
1639,think,0.0,5.0,5.0,0.0
1640,third,0.0,1.0,0.0,0.0
1641,this,0.0,85.0,85.0,0.0
1642,thisplugin,0.0,1.0,1.0,0.0
1643,those,0.0,1.0,1.0,0.0
1644,thousands,0.0,1.0,1.0,0.0
1645,through,0.0,11.0,11.0,0.0
1646,thurs,0.0,1.0,1.0,0.0
1647,ticket©,0.0,1.0,1.0,0.0
1648,tiene,0.0,1.0,1.0,0.0
1649,tiktok,0.0,1.0,1.0,0.0
1650,tile,0.0,1.0,1.0,0.0
1651,time,0.0,7.0,5.0,0.0
1652,timefull,0.0,1.0,1.0,0.0
1653,timeno,0.0,1.0,1.0,0.0
1654,times,0.0,1.0,1.0,0.0
1655,timing,0.0,1.0,1.0,0.0
1656,tipsheet,0.0,1.0,1.0,0.0
1657,title,0.0,1.0,1.0,0.0
1658,toastfadein,0.0,9.0,9.0,0.0
1659,today,0.0,2.0,2.0,0.0
1660,toggle,0.0,21.0,21.0,0.0
1661,toggling,0.0,1.0,1.0,0.0
1662,token,0.0,2.0,2.0,0.0
1663,tomar,0.0,1.0,1.0,0.0
1664,tome,0.0,1.0,1.0,0.0
1665,too,0.0,2.0,2.0,0.0
1666,tool,0.0,1.0,1.0,0.0
1667,top,0.0,8.0,8.0,0.0
1668,total,0.0,1.0,1.0,0.0
1669,touch,0.0,1.0,1.0,0.0
1670,tov,0.0,1.0,1.0,0.0
1671,tracker,0.0,1.0,1.0,0.0
1672,tracking,0.0,1.0,1.0,0.0
1673,trans,0.0,1.0,1.0,0.0
1674,transaction,0.0,5.0,5.0,0.0
1675,transformation,0.0,1.0,1.0,0.0
1676,transgender,0.0,4.0,4.0,0.0
1677,transition,0.0,1.0,1.0,0.0
1678,transitions,0.0,1.0,1.0,0.0
1679,transmitted,0.0,5.0,5.0,0.0
1680,transparent,0.0,1.0,1.0,0.0
1681,tratando,0.0,1.0,1.0,0.0
1682,travel,0.0,1.0,1.0,0.0
1683,traveling,0.0,1.0,1.0,0.0
1684,treatment,0.0,4.0,4.0,0.0
1685,tribute,0.0,1.0,1.0,0.0
1686,trigger,0.0,4.0,4.0,0.0
1687,true,0.0,3.0,3.0,0.0
1688,truly,0.0,1.0,1.0,0.0
1689,trusted,0.0,5.0,5.0,0.0
1690,try,0.0,7.0,7.0,0.0
1691,trying,0.0,1.0,1.0,0.0
1692,trymonthlynotice,0.0,1.0,1.0,0.0
1693,tubal,0.0,2.0,2.0,0.0
1694,tues,0.0,1.0,1.0,0.0
1695,tuesday,0.0,0.0,1.0,0.0
1696,turn,0.0,1.0,1.0,0.0
1697,turned,0.0,2.0,2.0,0.0
1698,twice,0.0,2.0,2.0,0.0
1699,twitter,0.0,3.0,3.0,0.0
1700,two,0.0,2.0,2.0,0.0
1701,type,0.0,7.0,7.0,0.0
1702,typeallfull,0.0,1.0,1.0,0.0
1703,typeof,0.0,1.0,1.0,0.0
1704,types,0.0,3.0,3.0,0.0
1705,typethis,0.0,1.0,1.0,0.0
1706,unable,0.0,4.0,4.0,0.0
1707,uncheck,0.0,2.0,2.0,0.0
1708,unchecked,0.0,2.0,2.0,0.0
1709,undefined,0.0,2.0,2.0,0.0
1710,under,0.0,12.0,12.0,0.0
1711,underneath,0.0,2.0,2.0,0.0
1712,unique,0.0,2.0,2.0,0.0
1713,united,0.0,2.0,2.0,0.0
1714,unless,0.0,1.0,1.0,0.0
1715,unnecessary,0.0,2.0,2.0,0.0
1716,uno,0.0,2.0,2.0,0.0
1717,unprocessed,0.0,2.0,2.0,0.0
1718,unprotected,0.0,1.0,1.0,0.0
1719,unsubscribe,0.0,1.0,1.0,0.0
1720,until,0.0,6.0,6.0,0.0
1721,upcoming,0.0,1.0,1.0,0.0
1722,update,0.0,3.0,3.0,0.0
1723,updateaffiliateid,0.0,3.0,3.0,0.0
1724,updated,0.0,1.0,1.0,0.0
1725,updates,0.0,4.0,4.0,0.0
1726,updating,0.0,1.0,1.0,0.0
1727,upgrade,0.0,2.0,2.0,0.0
1728,uploading,0.0,1.0,1.0,0.0
1729,uplog,0.0,1.0,1.0,0.0
1730,upon,0.0,3.0,3.0,0.0
1731,urban,0.0,2.0,2.0,0.0
1732,url,0.0,2.0,2.0,0.0
1733,usa,0.0,1.0,1.0,0.0
1734,usar,0.0,2.0,2.0,0.0
1735,usd,0.0,2.0,2.0,0.0
1736,use,0.0,15.0,15.0,0.0
1737,usecontact,0.0,2.0,2.0,0.0
1738,used,0.0,14.0,14.0,0.0
1739,usematchviewport,0.0,1.0,1.0,0.0
1740,user,0.0,12.0,12.0,0.0
1741,users,0.0,1.0,1.0,0.0
1742,uses,0.0,1.0,1.0,0.0
1743,vaccine,0.0,3.0,3.0,0.0
1744,vaccines,0.0,4.0,4.0,0.0
1745,vagina,0.0,4.0,4.0,0.0
1746,val,0.0,6.0,6.0,0.0
1747,valid,0.0,4.0,4.0,0.0
1748,validated,0.0,4.0,4.0,0.0
1749,validation,0.0,6.0,6.0,0.0
1750,valuable,0.0,3.0,3.0,0.0
1751,value,0.0,13.0,13.0,0.0
1752,values,0.0,2.0,2.0,0.0
1753,valueyes,0.0,2.0,2.0,0.0
1754,var,0.0,161.0,161.0,0.0
1755,variable,0.0,4.0,4.0,0.0
1756,variables,0.0,2.0,2.0,0.0
1757,variableusedoutofscope,0.0,2.0,2.0,0.0
1758,various,0.0,1.0,1.0,0.0
1759,vars,0.0,1.0,1.0,0.0
1760,version,0.0,1.0,1.0,0.0
1761,via,0.0,3.0,3.0,0.0
1762,vice,0.0,14.0,14.0,0.0
1763,video,0.0,38.0,38.0,0.0
1764,videos,0.0,6.0,6.0,0.0
1765,view,0.0,7.0,7.0,0.0
1766,vincent,0.0,1.0,1.0,0.0
1767,virgin,0.0,1.0,1.0,0.0
1768,virtual,0.0,3.0,3.0,0.0
1769,visible,0.0,1.0,1.0,0.0
1770,visit,0.0,1.0,2.0,0.0
1771,visitors,0.0,1.0,1.0,0.0
1772,visits,0.0,1.0,1.0,0.0
1773,visual,0.0,1.0,1.0,0.0
1774,vital,0.0,4.0,4.0,0.0
1775,void,0.0,4.0,4.0,0.0
1776,volunteer,0.0,9.0,9.0,0.0
1777,volunteering,0.0,4.0,4.0,0.0
1778,volunteers,0.0,1.0,1.0,0.0
1779,voting,0.0,2.0,2.0,0.0
1780,vulva,0.0,2.0,2.0,0.0
1781,wade,0.0,1.0,1.0,0.0
1782,wait,0.0,1.0,1.0,0.0
1783,walk,0.0,2.0,0.0,0.0
1784,want,0.0,11.0,11.0,0.0
1785,washington,0.0,3.0,3.0,0.0
1786,watch,0.0,1.0,1.0,0.0
1787,watching,0.0,1.0,1.0,0.0
1788,way,0.0,1.0,1.0,0.0
1789,ways,0.0,5.0,5.0,0.0
1790,we'll,0.0,2.0,2.0,0.0
1791,we're,0.0,1.0,1.0,0.0
1792,wear,0.0,2.0,2.0,0.0
1793,webpropertyid,0.0,1.0,1.0,0.0
1794,website,0.0,6.0,6.0,0.0
1795,website's,0.0,2.0,2.0,0.0
1796,wed,0.0,1.0,1.0,0.0
1797,weekday,0.0,1.0,1.0,0.0
1798,weeks,0.0,1.0,1.0,0.0
1799,welcome,0.0,2.0,1.0,0.0
1800,well,0.0,1.0,1.0,0.0
1801,wellness,0.0,5.0,5.0,0.0
1802,went,0.0,1.0,1.0,0.0
1803,we’ll,0.0,3.0,3.0,0.0
1804,we’re,0.0,2.0,1.0,0.0
1805,we’ve,0.0,1.0,1.0,0.0
1806,what,0.0,14.0,14.0,0.0
1807,whatever,0.0,1.0,1.0,0.0
1808,when,0.0,23.0,23.0,0.0
1809,whenever,0.0,1.0,1.0,0.0
1810,where,0.0,3.0,3.0,0.0
1811,which,0.0,1.0,1.0,0.0
1812,while,0.0,6.0,6.0,0.0
1813,white,0.0,8.0,8.0,0.0
1814,who,0.0,8.0,8.0,0.0
1815,why,0.0,3.0,3.0,0.0
1816,wide,0.0,1.0,1.0,0.0
1817,width,0.0,13.0,13.0,0.0
1818,willamette,0.0,2.0,2.0,0.0
1819,williamette,0.0,1.0,1.0,0.0
1820,willing,0.0,3.0,3.0,0.0
1821,win,0.0,1.0,1.0,0.0
1822,window,0.0,3.0,3.0,0.0
1823,wish,0.0,2.0,2.0,0.0
1824,withdrawal,0.0,2.0,2.0,0.0
1825,within,0.0,2.0,2.0,0.0
1826,without,0.0,6.0,6.0,0.0
1827,women,0.0,1.0,1.0,0.0
1828,women's,0.0,6.0,6.0,0.0
1829,won't,0.0,3.0,3.0,0.0
1830,word,0.0,1.0,1.0,0.0
1831,wordexp,0.0,1.0,1.0,0.0
1832,words,0.0,2.0,2.0,0.0
1833,work,0.0,7.0,7.0,0.0
1834,working,0.0,1.0,1.0,0.0
1835,works,0.0,3.0,3.0,0.0
1836,workstest,0.0,1.0,1.0,0.0
1837,world,0.0,1.0,1.0,0.0
1838,worried,0.0,1.0,1.0,0.0
1839,would,0.0,3.0,3.0,0.0
1840,wrap,0.0,1.0,1.0,0.0
1841,write,0.0,1.0,1.0,0.0
1842,writing,0.0,1.0,1.0,0.0
1843,xsmalltwelvecolumn,0.0,1.0,1.0,0.0
1844,yard,0.0,1.0,1.0,0.0
1845,year,0.0,18.0,18.0,0.0
1846,year's,0.0,1.0,1.0,0.0
1847,years,0.0,61.0,61.0,0.0
1848,york,0.0,2.0,2.0,0.0
1849,you,0.0,128.0,124.0,0.0
1850,younextclear,0.0,1.0,1.0,0.0
1851,young,0.0,1.0,1.0,0.0
1852,your,0.0,153.0,155.0,0.0
1853,yourself,0.0,1.0,1.0,0.0
1854,youtube,0.0,2.0,2.0,0.0
1855,you’re,0.0,3.0,3.0,0.0
1856,ytinitialdata,0.0,1.0,1.0,0.0
1857,zealand,0.0,1.0,1.0,0.0
1858,zip,0.0,9.0,9.0,0.0
