,token,Total0,Total1,Total2,Total3,Total4
1080,direct,0.0,3.0,5.0,5.0,5.0
1081,directed,0.0,2.0,8.0,8.0,8.0
1082,directions,0.0,0.0,1.0,1.0,1.0
1083,directly,0.0,3.0,3.0,3.0,3.0
1084,director,0.0,7.0,0.0,0.0,0.0
1085,directoraddress,0.0,1.0,0.0,0.0,0.0
1086,directors,0.0,1.0,0.0,0.0,0.0
1087,directory,0.0,2.0,0.0,0.0,0.0
1088,directoryif,0.0,1.0,0.0,0.0,0.0
1089,directoryprovide,0.0,1.0,0.0,0.0,0.0
1090,disabilities,0.0,1.0,0.0,0.0,0.0
1091,disability,0.0,2.0,0.0,0.0,0.0
1092,disable,0.0,1.0,6.0,6.0,6.0
1093,disabled,0.0,0.0,1.0,1.0,1.0
1094,disabling,0.0,0.0,1.0,1.0,1.0
1095,disaster,0.0,2.0,0.0,0.0,0.0
1096,disastrous,0.0,1.0,0.0,0.0,0.0
1097,discipline,0.0,1.0,0.0,0.0,0.0
1098,disclaim,0.0,1.0,0.0,0.0,0.0
1099,disclaimer,0.0,47.0,0.0,0.0,0.0
1100,disclose,0.0,3.0,0.0,0.0,0.0
1101,disclosed,0.0,1.0,0.0,0.0,0.0
1102,discloses,0.0,1.0,0.0,0.0,0.0
1103,disclosure,0.0,1.0,0.0,0.0,0.0
1104,disclosures,0.0,3.0,0.0,0.0,0.0
1105,disclosureswe,0.0,1.0,0.0,0.0,0.0
1106,discount,0.0,0.0,0.0,2.0,0.0
1107,discounted,0.0,0.0,3.0,5.0,3.0
1108,discounts,0.0,0.0,1.0,1.0,1.0
1109,discrete,0.0,0.0,1.0,1.0,1.0
1110,discretion,0.0,8.0,0.0,0.0,0.0
1111,discrimination,0.0,2.0,0.0,0.0,0.0
1112,discuss,0.0,18.0,1.0,1.0,1.0
1113,discussion,0.0,1.0,1.0,1.0,1.0
1114,disease,0.0,9.0,0.0,0.0,0.0
1115,diseasehelping,0.0,1.0,0.0,0.0,0.0
1116,diseases,0.0,4.0,0.0,0.0,0.0
1117,disorder,0.0,2.0,0.0,0.0,0.0
1118,dispatch,0.0,1.0,0.0,0.0,0.0
1119,dispensing,0.0,0.0,1.0,1.0,1.0
1120,display,0.0,26.0,25.0,9.0,9.0
1121,dispute,0.0,3.0,0.0,0.0,0.0
1122,distance,0.0,1.0,0.0,0.0,0.0
1123,district,0.0,4.0,0.0,0.0,0.0
1124,div,0.0,3.0,6.0,6.0,6.0
1125,diversity,0.0,2.0,0.0,0.0,0.0
1126,diving,0.0,0.0,1.0,1.0,1.0
1127,divisions,0.0,1.0,0.0,0.0,0.0
1128,django,0.0,0.0,14.0,14.0,14.0
1129,dobbs,0.0,3.0,0.0,0.0,0.0
1130,docasap,0.0,0.0,1.0,1.0,1.0
1131,doctor,0.0,2.0,0.0,0.0,0.0
1132,doctors',0.0,1.0,0.0,0.0,0.0
1133,document,0.0,1.0,3.0,3.0,3.0
1134,documentation,0.0,1.0,0.0,0.0,0.0
1135,documenting,0.0,1.0,0.0,0.0,0.0
1136,documents,0.0,1.0,0.0,0.0,0.0
1137,does,0.0,19.0,21.0,21.0,21.0
1138,doesn't,0.0,6.0,1.0,1.0,1.0
1139,doesn’t,0.0,4.0,0.0,0.0,0.0
1140,doing,0.0,1.0,0.0,0.0,0.0
1141,dollar,0.0,0.0,2.0,2.0,2.0
1142,dollars,0.0,0.0,0.0,1.0,0.0
1143,dom,0.0,1.0,0.0,0.0,0.0
1144,domain,0.0,5.0,0.0,0.0,0.0
1145,domainstrict,0.0,1.0,0.0,0.0,0.0
1146,domestic,0.0,16.0,0.0,0.0,0.0
1147,don't,0.0,5.0,19.0,19.0,19.0
1148,donald,0.0,1.0,0.0,0.0,0.0
1149,donate,0.0,43.0,39.0,39.0,39.0
1150,donating,0.0,1.0,0.0,0.0,0.0
1151,donation,0.0,8.0,1.0,1.0,1.0
1152,donations,0.0,2.0,2.0,2.0,2.0
1153,donor,0.0,1.0,16.0,16.0,16.0
1154,donors,0.0,1.0,0.0,0.0,0.0
1155,donotreloadontimeout,0.0,1.0,0.0,0.0,0.0
1156,don’t,0.0,18.0,3.0,3.0,3.0
1157,door,0.0,6.0,0.0,0.0,0.0
1158,doors,0.0,1.0,1.0,1.0,1.0
1159,dotted,0.0,0.0,1.0,1.0,1.0
1160,double,0.0,4.0,0.0,0.0,0.0
1161,down,0.0,2.0,8.0,8.0,8.0
1162,download,0.0,7.0,6.0,6.0,6.0
1163,downloadable,0.0,3.0,0.0,0.0,0.0
1164,downloaded,0.0,0.0,1.0,1.0,1.0
1165,drag,0.0,39.0,0.0,0.0,0.0
1166,dragend,0.0,39.0,0.0,0.0,0.0
1167,dragenter,0.0,39.0,0.0,0.0,0.0
1168,dragleave,0.0,39.0,0.0,0.0,0.0
1169,dragover,0.0,39.0,0.0,0.0,0.0
1170,dragstart,0.0,39.0,0.0,0.0,0.0
1171,drastic,0.0,0.0,1.0,1.0,1.0
1172,dress,0.0,2.0,0.0,0.0,0.0
1173,drink,0.0,2.0,0.0,0.0,0.0
1174,drinks,0.0,2.0,0.0,0.0,0.0
1175,drive,0.0,4.0,0.0,0.0,0.0
1176,driving,0.0,0.0,1.0,1.0,1.0
1177,drop,0.0,40.0,4.0,4.0,4.0
1178,dropdown,0.0,5.0,4.0,4.0,4.0
1179,drug,0.0,10.0,2.0,2.0,2.0
1180,drugs,0.0,2.0,0.0,0.0,0.0
1181,dua,0.0,0.0,1.0,1.0,1.0
1182,due,0.0,2.0,7.0,7.0,7.0
1183,during,0.0,35.0,4.0,4.0,4.0
1184,duties,0.0,1.0,0.0,0.0,0.0
1185,dynamicbrowsername,0.0,1.0,0.0,0.0,0.0
1186,dysfunction,0.0,0.0,6.0,6.0,6.0
1187,ea's,0.0,0.0,2.0,2.0,2.0
1188,each,0.0,1.0,7.0,9.0,7.0
1189,earlier,0.0,1.0,0.0,0.0,0.0
1190,early,0.0,2.0,0.0,0.0,0.0
1191,earrings,0.0,0.0,1.0,1.0,1.0
1192,ease,0.0,0.0,15.0,15.0,15.0
1193,easier,0.0,2.0,0.0,0.0,0.0
1194,easily,0.0,0.0,2.0,2.0,2.0
1195,easy,0.0,5.0,0.0,0.0,0.0
1196,easy”,0.0,1.0,0.0,0.0,0.0
1197,eat,0.0,2.0,0.0,0.0,0.0
1198,eating,0.0,2.0,0.0,0.0,0.0
1199,eatoaffiliatemap,0.0,0.0,1.0,1.0,1.0
1200,ecard,0.0,0.0,3.0,3.0,3.0
1201,ecardmessage,0.0,0.0,1.0,1.0,1.0
1202,ecards,0.0,0.0,1.0,1.0,1.0
1203,ecardsection,0.0,0.0,1.0,1.0,1.0
1204,ecardupdate,0.0,0.0,1.0,1.0,1.0
1205,ecardvalidation,0.0,0.0,1.0,1.0,1.0
1206,echoes,0.0,0.0,2.0,2.0,2.0
1207,economic,0.0,1.0,0.0,0.0,0.0
1208,edit,0.0,4.0,1.0,1.0,1.0
1209,edition,0.0,5.0,0.0,0.0,0.0
1210,editor,0.0,0.0,1.0,1.0,1.0
1211,edit”,0.0,1.0,0.0,0.0,0.0
1212,educate,0.0,2.0,1.0,1.0,1.0
1213,educated,0.0,2.0,0.0,0.0,0.0
1214,educating,0.0,1.0,0.0,0.0,0.0
1215,education,0.0,100.0,14.0,14.0,14.0
1216,educational,0.0,11.0,0.0,0.0,0.0
1217,educator,0.0,13.0,0.0,0.0,0.0
1218,educators,0.0,141.0,4.0,4.0,4.0
1219,educatorsanswering,0.0,1.0,0.0,0.0,0.0
1220,effect,0.0,2.0,0.0,0.0,0.0
1221,effective,0.0,21.0,6.0,6.0,6.0
1222,effectively,0.0,3.0,0.0,0.0,0.0
1223,effectiveness,0.0,1.0,2.0,2.0,2.0
1224,effort,0.0,2.0,0.0,0.0,0.0
1225,efforts,0.0,3.0,0.0,0.0,0.0
1226,ein,0.0,2.0,2.0,2.0,2.0
1227,either,0.0,5.0,0.0,0.0,0.0
1228,ejaculating,0.0,0.0,2.0,2.0,2.0
1229,elected,0.0,1.0,2.0,2.0,2.0
1230,electing,0.0,2.0,0.0,0.0,0.0
1231,elections,0.0,0.0,4.0,4.0,4.0
1232,electronic,0.0,12.0,0.0,0.0,0.0
1233,elegir,0.0,0.0,1.0,1.0,1.0
1234,element,0.0,1.0,1.0,1.0,1.0
1235,elementary,0.0,2.0,0.0,0.0,0.0
1236,elements,0.0,2.0,1.0,1.0,1.0
1237,elevated,0.0,1.0,0.0,0.0,0.0
1238,eligibility,0.0,5.0,0.0,0.0,0.0
1239,eligible,0.0,4.0,4.0,4.0,4.0
1240,eliminated,0.0,0.0,1.0,1.0,1.0
1241,ella,0.0,8.0,0.0,0.0,0.0
1242,ellsworth,0.0,4.0,0.0,0.0,0.0
1243,elm,0.0,0.0,0.0,1.0,0.0
1244,else,0.0,237.0,74.0,74.0,74.0
1245,email,0.0,79.0,30.0,30.0,30.0
1246,emailerrormsg,0.0,0.0,1.0,1.0,1.0
1247,emailfield,0.0,0.0,1.0,1.0,1.0
1248,emailinfo,0.0,0.0,2.0,2.0,2.0
1249,emailreq,0.0,0.0,1.0,1.0,1.0
1250,emails,0.0,0.0,1.0,1.0,1.0
1251,emailtoggle,0.0,0.0,1.0,1.0,1.0
1252,embed,0.0,0.0,1.0,1.0,1.0
1253,embrace,0.0,1.0,0.0,0.0,0.0
1254,emergencia,0.0,0.0,2.0,2.0,2.0
1255,emergency,0.0,20.0,20.0,20.0,20.0
1256,emotional,0.0,5.0,0.0,0.0,0.0
1257,employ,0.0,1.0,0.0,0.0,0.0
1258,employed,0.0,1.0,0.0,0.0,0.0
1259,employee,0.0,1.0,0.0,0.0,0.0
1260,employer,0.0,2.0,0.0,0.0,0.0
1261,employers,0.0,1.0,0.0,0.0,0.0
1262,employment,0.0,1.0,0.0,0.0,0.0
1263,empower,0.0,3.0,0.0,0.0,0.0
1264,empowerment,0.0,125.0,0.0,0.0,0.0
1265,empty,0.0,2.0,7.0,7.0,7.0
1266,enable,0.0,2.0,3.0,3.0,3.0
1267,enabled,0.0,1.0,2.0,2.0,2.0
1268,enables,0.0,2.0,0.0,0.0,0.0
1269,enabling,0.0,1.0,0.0,0.0,0.0
1270,enclose,0.0,1.0,0.0,0.0,0.0
1271,encodedtweet,0.0,0.0,2.0,2.0,2.0
1272,encontrar,0.0,0.0,1.0,1.0,1.0
1273,encourage,0.0,3.0,2.0,2.0,2.0
1274,encrypted,0.0,3.0,0.0,0.0,0.0
1275,encryption,0.0,1.0,0.0,0.0,0.0
1276,end,0.0,17.0,8.0,8.0,8.0
1277,ending,0.0,1.0,0.0,0.0,0.0
1278,endorse,0.0,1.0,1.0,1.0,1.0
1279,endorsement,0.0,1.0,0.0,0.0,0.0
1280,endorses,0.0,1.0,0.0,0.0,0.0
1281,ends,0.0,1.0,0.0,0.0,0.0
1282,enforce,0.0,3.0,0.0,0.0,0.0
1283,enforceable,0.0,2.0,0.0,0.0,0.0
1284,enforcement,0.0,4.0,0.0,0.0,0.0
1285,engage,0.0,5.0,0.0,0.0,0.0
1286,engaged,0.0,1.0,0.0,0.0,0.0
1287,engagement,0.0,1.0,7.0,7.0,7.0
1288,engages,0.0,2.0,0.0,0.0,0.0
1289,engaging,0.0,1.0,0.0,0.0,0.0
1290,england,0.0,1.0,39.0,39.0,39.0
1291,english,0.0,2.0,0.0,0.0,0.0
1292,englishurltemplate,0.0,1.0,0.0,0.0,0.0
1293,enhance,0.0,3.0,0.0,0.0,0.0
1294,enhances,0.0,1.0,0.0,0.0,0.0
1295,enjoyed,0.0,1.0,0.0,0.0,0.0
1296,enough,0.0,2.0,2.0,2.0,2.0
1297,enroll,0.0,0.0,4.0,4.0,4.0
1298,enrolled,0.0,0.0,1.0,1.0,1.0
1299,enrollees,0.0,0.0,1.0,1.0,1.0
1300,enrollment,0.0,1.0,2.0,2.0,2.0
1301,ensure,0.0,18.0,3.0,3.0,3.0
1302,ensures,0.0,1.0,0.0,0.0,0.0
1303,ensuring,0.0,1.0,0.0,0.0,0.0
1304,enter,0.0,13.0,32.0,32.0,32.0
1305,entering,0.0,4.0,0.0,0.0,0.0
1306,enterpriseid,0.0,1.0,0.0,0.0,0.0
1307,entire,0.0,3.0,0.0,0.0,0.0
1308,entirely,0.0,1.0,0.0,0.0,0.0
1309,entity,0.0,3.0,0.0,0.0,0.0
1310,entrance,0.0,1.0,0.0,0.0,0.0
1311,environment,0.0,1.0,0.0,0.0,0.0
1312,environments,0.0,1.0,0.0,0.0,0.0
1313,equal,0.0,3.0,0.0,0.0,0.0
1314,equality,0.0,4.0,0.0,0.0,0.0
1315,equally,0.0,1.0,0.0,0.0,0.0
1316,equipment,0.0,1.0,0.0,0.0,0.0
1317,equitable,0.0,2.0,0.0,0.0,0.0
1318,equity,0.0,3.0,3.0,3.0,3.0
1319,erectile,0.0,0.0,2.0,2.0,2.0
1320,eric,0.0,1.0,0.0,0.0,0.0
1321,error,0.0,6.0,41.0,41.0,41.0
1322,error',0.0,0.0,1.0,1.0,1.0
1323,errorcheck,0.0,0.0,14.0,14.0,14.0
1324,errors,0.0,3.0,0.0,0.0,0.0
1325,escape,0.0,39.0,0.0,0.0,0.0
1326,español,0.0,0.0,7.0,7.0,7.0
1327,española,0.0,1.0,0.0,0.0,0.0
1328,especially,0.0,1.0,0.0,0.0,0.0
1329,essential,0.0,2.0,0.0,0.0,0.0
1330,establish,0.0,3.0,0.0,0.0,0.0
1331,established,0.0,2.0,0.0,0.0,0.0
1332,establishing,0.0,1.0,0.0,0.0,0.0
1333,estate,0.0,3.0,0.0,0.0,0.0
1334,estimate,0.0,0.0,1.0,1.0,1.0
1335,estrogen,0.0,2.0,0.0,0.0,0.0
1336,estás,0.0,0.0,1.0,1.0,1.0
1337,ethics,0.0,1.0,0.0,0.0,0.0
1338,eur,0.0,0.0,2.0,2.0,2.0
1339,euro,0.0,0.0,2.0,2.0,2.0
1340,eustatius,0.0,2.0,2.0,0.0,0.0
1341,evaluate,0.0,2.0,0.0,0.0,0.0
1342,even,0.0,6.0,2.0,2.0,2.0
1343,evening,0.0,1.0,0.0,0.0,0.0
1344,event,0.0,5.0,6.0,6.0,6.0
1345,eventiconarray,0.0,1.0,0.0,0.0,0.0
1346,events,0.0,6.0,7.0,7.0,7.0
1347,eventspuberty,0.0,1.0,0.0,0.0,0.0
1348,ever,0.0,3.0,0.0,0.0,0.0
1349,evergreen,0.0,0.0,1.0,1.0,1.0
1350,every,0.0,20.0,7.0,7.0,8.0
1351,everyaction,0.0,0.0,1.0,1.0,1.0
1352,everyone,0.0,1.0,2.0,2.0,2.0
1353,everything,0.0,1.0,1.0,1.0,1.0
1354,evidence,0.0,1.0,0.0,0.0,0.0
1355,evokes,0.0,1.0,0.0,0.0,0.0
1356,evolve,0.0,1.0,0.0,0.0,0.0
1357,evolving,0.0,1.0,0.0,0.0,0.0
1358,evp,0.0,0.0,5.0,5.0,5.0
1359,evts,0.0,39.0,0.0,0.0,0.0
1360,exact,0.0,1.0,0.0,0.0,0.0
1361,exam,0.0,2.0,1.0,1.0,1.0
1362,examiner,0.0,2.0,0.0,0.0,0.0
1363,example,0.0,1.0,0.0,0.0,0.0
1364,examples,0.0,1.0,0.0,0.0,0.0
1365,exams,0.0,5.0,0.0,0.0,0.0
1366,exceed,0.0,1.0,0.0,0.0,0.0
1367,excellent,0.0,4.0,0.0,0.0,0.0
1368,except,0.0,1.0,4.0,4.0,4.0
1369,excepted,0.0,0.0,1.0,1.0,1.0
1370,exception,0.0,0.0,1.0,1.0,1.0
1371,exchange,0.0,2.0,0.0,0.0,0.0
1372,exchanges,0.0,0.0,1.0,1.0,1.0
1373,excited,0.0,1.0,1.0,1.0,1.0
1374,excluded,0.0,0.0,2.0,2.0,2.0
1375,exclusion,0.0,2.0,0.0,0.0,0.0
1376,exclusions,0.0,1.0,0.0,0.0,0.0
1377,exclusive,0.0,1.0,1.0,1.0,1.0
1378,exclusively,0.0,1.0,0.0,0.0,0.0
1379,execute,0.0,1.0,0.0,0.0,0.0
1380,executive,0.0,1.0,0.0,0.0,0.0
1381,exempt,0.0,1.0,1.0,1.0,1.0
1382,exercise,0.0,2.0,0.0,0.0,0.0
1383,exhale,0.0,1.0,0.0,0.0,0.0
1384,exist,0.0,1.0,0.0,0.0,0.0
1385,existing,0.0,5.0,3.0,3.0,3.0
1386,existingtokens,0.0,2.0,0.0,0.0,0.0
1387,exists,0.0,40.0,14.0,14.0,14.0
1388,exit,0.0,117.0,0.0,0.0,0.0
1389,exp,0.0,3.0,0.0,0.0,0.0
1390,expand,0.0,3.0,0.0,0.0,0.0
1391,expanded,0.0,1.0,0.0,0.0,0.0
1392,expands,0.0,1.0,1.0,1.0,1.0
1393,expansion,0.0,1.0,2.0,2.0,2.0
1394,expect,0.0,11.0,4.0,4.0,4.0
1395,expected,0.0,1.0,1.0,1.0,1.0
1396,expecting,0.0,1.0,0.0,0.0,0.0
1397,expedited,0.0,1.0,0.0,0.0,0.0
1398,expel,0.0,2.0,0.0,0.0,0.0
1399,experience,0.0,9.0,2.0,2.0,2.0
1400,experienced,0.0,1.0,0.0,0.0,0.0
1401,experiences,0.0,1.0,0.0,0.0,0.0
1402,experiencing,0.0,4.0,1.0,1.0,1.0
1403,expert,0.0,5.0,1.0,1.0,1.0
1404,experts,0.0,1.0,5.0,5.0,5.0
1405,expires,0.0,2.0,0.0,0.0,0.0
1406,expiresess,0.0,0.0,1.0,1.0,1.0
1407,explain,0.0,1.0,0.0,0.0,0.0
1408,explains,0.0,1.0,0.0,0.0,0.0
1409,explanation,0.0,1.0,0.0,0.0,0.0
1410,explicitly,0.0,0.0,1.0,1.0,1.0
1411,explore,0.0,4.0,0.0,0.0,0.0
1412,explosion,0.0,0.0,1.0,1.0,1.0
1413,exposed,0.0,2.0,0.0,0.0,0.0
1414,exposing,0.0,1.0,0.0,0.0,0.0
1415,exposure,0.0,2.0,0.0,0.0,0.0
1416,express,0.0,3.0,0.0,0.0,0.0
1417,expressed,0.0,1.0,0.0,0.0,0.0
1418,expressly,0.0,2.0,0.0,0.0,0.0
1419,extending,0.0,1.0,0.0,0.0,0.0
1420,extension,0.0,1.0,0.0,0.0,0.0
1421,extent,0.0,11.0,8.0,8.0,8.0
1422,external,0.0,3.0,0.0,0.0,0.0
1423,face,0.0,3.0,0.0,0.0,0.0
1424,facebook,0.0,2.0,3.0,4.0,4.0
1425,facebookenglish,0.0,0.0,0.0,1.0,1.0
1426,facebookyou,0.0,0.0,0.0,1.0,1.0
1427,faced,0.0,1.0,0.0,0.0,0.0
1428,faces,0.0,1.0,0.0,0.0,0.0
1429,facilitate,0.0,4.0,0.0,0.0,0.0
1430,facts,0.0,4.0,4.0,4.0,4.0
1431,factual,0.0,1.0,0.0,0.0,0.0
1432,fadein,0.0,0.0,4.0,4.0,4.0
1433,fadeout,0.0,0.0,4.0,4.0,4.0
1434,fades,0.0,1.0,0.0,0.0,0.0
1435,failed,0.0,0.0,1.0,1.0,1.0
1436,failure,0.0,2.0,2.0,2.0,2.0
1437,fair,0.0,0.0,1.0,1.0,1.0
1438,faith,0.0,1.0,3.0,3.0,3.0
1439,fake,0.0,9.0,0.0,0.0,0.0
1440,fall,0.0,2.0,0.0,0.0,0.0
1441,false,0.0,1.0,1.0,1.0,1.0
1442,families,0.0,14.0,0.0,0.0,0.0
1443,familiesmaine,0.0,1.0,0.0,0.0,0.0
1444,family,0.0,483.0,8.0,8.0,8.0
1445,faq,0.0,1.0,2.0,2.0,2.0
1446,faqanchor,0.0,2.0,0.0,0.0,0.0
1447,faqs,0.0,82.0,0.0,0.0,0.0
1448,faqsfind,0.0,39.0,0.0,0.0,0.0
1449,farmington,0.0,1.0,0.0,0.0,0.0
1450,fast,0.0,0.0,1.0,1.0,1.0
1451,faster,0.0,0.0,1.0,1.0,1.0
1452,fatherhood,0.0,1.0,0.0,0.0,0.0
1453,fathers,0.0,2.0,0.0,0.0,0.0
1454,faults,0.0,1.0,0.0,0.0,0.0
1455,fax,0.0,2.0,0.0,0.0,0.0
1456,fda,0.0,1.0,0.0,0.0,0.0
1457,fear,0.0,1.0,0.0,0.0,0.0
1458,feature,0.0,8.0,0.0,0.0,0.0
1459,featured,0.0,2.0,1.0,1.0,1.0
1460,features,0.0,5.0,1.0,1.0,1.0
1461,featuresnfl,0.0,0.0,1.0,1.0,1.0
1462,featuring,0.0,0.0,2.0,2.0,2.0
1463,february,0.0,17.0,0.0,0.0,0.0
1464,federal,0.0,10.0,9.0,9.0,9.0
1465,federation,0.0,0.0,12.0,12.0,12.0
1466,fee,0.0,6.0,1.0,1.0,1.0
1467,feedback,0.0,1.0,0.0,0.0,0.0
1468,feeding,0.0,1.0,0.0,0.0,0.0
1469,feel,0.0,7.0,3.0,3.0,3.0
1470,fees,0.0,1.0,0.0,0.0,0.0
1471,female,0.0,3.0,2.0,2.0,2.0
1472,feminism,0.0,0.0,1.0,1.0,1.0
1473,feminist,0.0,1.0,1.0,1.0,1.0
1474,feminizing,0.0,2.0,0.0,0.0,0.0
1475,fertility,0.0,2.0,0.0,0.0,0.0
1476,fertilization,0.0,2.0,0.0,0.0,0.0
1477,few,0.0,4.0,0.0,0.0,0.0
1478,field,0.0,7.0,40.0,40.0,40.0
1479,fields,0.0,4.0,4.0,4.0,4.0
1480,fight,0.0,12.0,4.0,4.0,4.0
1481,fighting,0.0,6.0,0.0,0.0,0.0
1482,figure,0.0,2.0,0.0,0.0,0.0
1483,figured,0.0,2.0,0.0,0.0,0.0
1484,figures,0.0,0.0,2.0,2.0,2.0
1485,file,0.0,49.0,3.0,3.0,3.0
1486,filed,0.0,2.0,0.0,0.0,0.0
1487,files,0.0,5.0,1.0,1.0,1.0
1488,filing,0.0,1.0,0.0,0.0,0.0
1489,fill,0.0,20.0,21.0,21.0,21.0
1490,filled,0.0,1.0,0.0,0.0,0.0
1491,filling,0.0,1.0,0.0,0.0,0.0
1492,film,0.0,1.0,0.0,0.0,0.0
1493,films,0.0,1.0,0.0,0.0,0.0
1494,filter,0.0,0.0,12.0,12.0,12.0
1495,filters',0.0,3.0,0.0,0.0,0.0
1496,final,0.0,0.0,2.0,2.0,2.0
1497,finalizing,0.0,1.0,0.0,0.0,0.0
1498,financehybridoffice,0.0,0.0,1.0,1.0,1.0
1499,financial,0.0,8.0,6.0,6.0,6.0
1500,financially,0.0,0.0,1.0,1.0,1.0
1501,find,0.0,107.0,48.0,48.0,48.0
1502,finding,0.0,0.0,8.0,8.0,8.0
1503,findings,0.0,2.0,0.0,0.0,0.0
1504,finds,0.0,4.0,0.0,0.0,0.0
1505,finished,0.0,2.0,0.0,0.0,0.0
1506,fire,0.0,0.0,2.0,2.0,2.0
1507,fired,0.0,0.0,1.0,1.0,1.0
1508,firefox,0.0,1.0,0.0,0.0,0.0
1509,firewall,0.0,1.0,0.0,0.0,0.0
1510,firm,0.0,1.0,0.0,0.0,0.0
1511,first,0.0,29.0,25.0,25.0,25.0
1512,firstdate,0.0,1.0,0.0,0.0,0.0
1513,firsthealth,0.0,0.0,1.0,1.0,1.0
1514,firstname,0.0,0.0,1.0,1.0,1.0
1515,firstnameerror,0.0,0.0,1.0,1.0,1.0
1516,firstnamefield,0.0,0.0,1.0,1.0,1.0
1517,fit,0.0,3.0,0.0,0.0,0.0
1518,fitness,0.0,2.0,0.0,0.0,0.0
1519,fits,0.0,0.0,1.0,1.0,1.0
1520,five,0.0,2.0,1.0,1.0,1.0
1521,fix,0.0,3.0,4.0,4.0,4.0
1522,fixes,0.0,1.0,0.0,0.0,0.0
1523,fjs,0.0,0.0,8.0,8.0,8.0
1524,flagship,0.0,1.0,0.0,0.0,0.0
1525,flash,0.0,2.0,0.0,0.0,0.0
1526,flawed,0.0,1.0,0.0,0.0,0.0
1527,flex,0.0,1.0,0.0,0.0,0.0
1528,float,0.0,0.0,1.0,1.0,1.0
1529,florida,0.0,1.0,0.0,0.0,0.0
1530,flu,0.0,0.0,1.0,1.0,1.0
1531,flurry,0.0,1.0,0.0,0.0,0.0
1532,focus,0.0,2.0,14.0,14.0,14.0
1533,focuses,0.0,2.0,0.0,0.0,0.0
1534,focusing,0.0,1.0,0.0,0.0,0.0
1535,folks,0.0,2.0,0.0,0.0,0.0
1536,follow,0.0,5.0,37.0,37.0,37.0
1537,followed,0.0,1.0,0.0,0.0,0.0
1538,following,0.0,15.0,6.0,6.0,6.0
1539,font,0.0,0.0,2.0,2.0,2.0
1540,food,0.0,1.0,0.0,0.0,0.0
1541,force,0.0,2.0,0.0,0.0,0.0
1542,forced,0.0,0.0,1.0,1.0,1.0
1543,foregoing,0.0,2.0,0.0,0.0,0.0
1544,foreseeable,0.0,1.0,0.0,0.0,0.0
1545,forget,0.0,2.0,0.0,0.0,0.0
1546,forgot,0.0,3.0,0.0,0.0,0.0
1547,form,0.0,56.0,33.0,33.0,33.0
1548,formal,0.0,1.0,0.0,0.0,0.0
1549,format,0.0,2.0,7.0,7.0,7.0
1550,formed,0.0,0.0,1.0,1.0,1.0
1551,formelements,0.0,0.0,1.0,1.0,1.0
1552,former,0.0,2.0,0.0,0.0,0.0
1553,formerly,0.0,2.0,0.0,0.0,0.0
1554,formnever,0.0,0.0,1.0,1.0,1.0
1555,forms,0.0,16.0,11.0,11.0,11.0
1556,formsupdate,0.0,1.0,0.0,0.0,0.0
1557,formurl,0.0,0.0,1.0,1.0,1.0
1558,fort,0.0,2.0,0.0,0.0,0.0
1559,forth,0.0,2.0,0.0,0.0,0.0
1560,forward,0.0,3.0,1.0,1.0,1.0
1561,foster,0.0,1.0,0.0,0.0,0.0
1562,found,0.0,8.0,1.0,1.0,1.0
1563,foundation,0.0,1.0,0.0,0.0,0.0
1564,foundational,0.0,1.0,0.0,0.0,0.0
1565,founded,0.0,1.0,1.0,1.0,1.0
1566,founders,0.0,1.0,0.0,0.0,0.0
1567,founding,0.0,3.0,0.0,0.0,0.0
1568,foundoptionvalue,0.0,0.0,1.0,1.0,1.0
1569,four,0.0,3.0,0.0,0.0,0.0
1570,fragment,0.0,39.0,0.0,0.0,0.0
1571,frame,0.0,0.0,2.0,2.0,2.0
1572,framework,0.0,2.0,0.0,0.0,0.0
1573,francisco,0.0,1.0,0.0,0.0,0.0
1574,français,0.0,1.0,0.0,0.0,0.0
1575,fraud,0.0,1.0,0.0,0.0,0.0
1576,free,0.0,13.0,10.0,10.0,10.0
1577,freedom,0.0,4.0,0.0,0.0,0.0
1578,freeze,0.0,1.0,0.0,0.0,0.0
1579,frequency,0.0,0.0,4.0,4.0,4.0
1580,frequently,0.0,1.0,4.0,4.0,4.0
1581,fri,0.0,9.0,1.0,1.0,1.0
1582,friday,0.0,1.0,0.0,0.0,0.0
1583,friend,0.0,1.0,1.0,1.0,1.0
1584,friends,0.0,5.0,0.0,0.0,0.0
1585,front,0.0,8.0,0.0,0.0,0.0
1586,fulfill,0.0,2.0,0.0,0.0,0.0
1587,full,0.0,1.0,9.0,9.0,9.0
1588,fullest,0.0,1.0,8.0,8.0,8.0
1589,fullstory,0.0,0.0,2.0,2.0,2.0
1590,fully,0.0,3.0,2.0,2.0,2.0
1591,fun,0.0,1.0,0.0,0.0,0.0
1592,function,0.0,278.0,63.0,64.0,64.0
1593,functionalities,0.0,1.0,0.0,0.0,0.0
1594,functionality,0.0,3.0,2.0,2.0,2.0
1595,functions,0.0,4.0,1.0,1.0,1.0
1596,fund,0.0,0.0,5.0,5.0,5.0
1597,funded,0.0,1.0,0.0,0.0,0.0
1598,funding,0.0,2.0,2.0,2.0,2.0
1599,fundraise,0.0,1.0,0.0,0.0,0.0
1600,fundraising,0.0,1.0,0.0,0.0,0.0
1601,funds,0.0,5.0,0.0,0.0,0.0
1602,funeral,0.0,3.0,0.0,0.0,0.0
