,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6
826,disease,0.0,4.0,0.0,0.0,0.0,0.0,0.0
827,diseases,0.0,2.0,0.0,0.0,0.0,0.0,0.0
828,disorders,0.0,2.0,0.0,0.0,0.0,0.0,0.0
829,disparities,0.0,2.0,0.0,0.0,0.0,0.0,0.0
830,dispensing,0.0,0.0,0.0,1.0,0.0,1.0,0.0
831,display,0.0,8.0,0.0,9.0,0.0,9.0,0.0
832,div,0.0,0.0,0.0,6.0,0.0,6.0,0.0
833,diverse,0.0,9.0,0.0,0.0,0.0,0.0,0.0
834,diversity,0.0,49.0,0.0,0.0,0.0,0.0,0.0
835,diving,0.0,0.0,0.0,1.0,0.0,1.0,0.0
836,django,0.0,0.0,0.0,17.0,0.0,15.0,0.0
837,docasap,0.0,0.0,0.0,1.0,0.0,1.0,0.0
838,doctor,0.0,5.0,0.0,0.0,0.0,0.0,0.0
839,doctor's,0.0,1.0,0.0,0.0,0.0,0.0,0.0
840,doctors,0.0,14.0,0.0,0.0,0.0,0.0,0.0
841,document,0.0,0.0,0.0,4.0,0.0,5.0,0.0
842,does,0.0,3.0,0.0,21.0,0.0,21.0,0.0
843,doesn't,0.0,0.0,0.0,1.0,0.0,1.0,0.0
844,doherty,0.0,1.0,0.0,0.0,0.0,0.0,0.0
845,doing,0.0,2.0,0.0,0.0,0.0,0.0,0.0
846,dollar,0.0,0.0,0.0,2.0,0.0,2.0,0.0
847,don't,0.0,2.0,0.0,23.0,0.0,23.0,0.0
848,donate,0.0,36.0,0.0,42.0,0.0,39.0,0.0
849,donation,0.0,5.0,0.0,1.0,0.0,1.0,0.0
850,donationamount,0.0,3.0,0.0,0.0,0.0,0.0,0.0
851,donationamountoptin,0.0,1.0,0.0,0.0,0.0,0.0,0.0
852,donations,0.0,1.0,0.0,2.0,0.0,2.0,0.0
853,done,0.0,0.0,0.0,0.0,0.0,1.0,0.0
854,donor,0.0,4.0,0.0,16.0,0.0,16.0,0.0
855,donoroptincheckbox,0.0,1.0,0.0,0.0,0.0,0.0,0.0
856,donoroptindisclaimer,0.0,1.0,0.0,0.0,0.0,0.0,0.0
857,donoroptinlabelhtml,0.0,1.0,0.0,0.0,0.0,0.0,0.0
858,donoroptintotals,0.0,1.0,0.0,0.0,0.0,0.0,0.0
859,don’t,0.0,1.0,0.0,3.0,0.0,3.0,0.0
860,doors,0.0,0.0,0.0,1.0,0.0,1.0,0.0
861,dotted,0.0,0.0,0.0,1.0,0.0,2.0,0.0
862,doubt,0.0,1.0,0.0,0.0,0.0,0.0,0.0
863,down,0.0,25.0,0.0,8.0,0.0,8.0,0.0
864,download,0.0,1.0,0.0,6.0,0.0,1.0,0.0
865,downloaded,0.0,1.0,0.0,1.0,0.0,1.0,0.0
866,drastic,0.0,0.0,0.0,1.0,0.0,1.0,0.0
867,drive,0.0,13.0,0.0,0.0,0.0,0.0,0.0
868,driver's,0.0,0.0,0.0,1.0,0.0,1.0,0.0
869,driving,0.0,0.0,0.0,1.0,0.0,1.0,0.0
870,drop,0.0,1.0,0.0,4.0,0.0,4.0,0.0
871,dropdown,0.0,0.0,0.0,4.0,0.0,4.0,0.0
872,drug,0.0,1.0,0.0,2.0,0.0,2.0,0.0
873,dua,0.0,1.0,0.0,1.0,0.0,1.0,0.0
874,due,0.0,47.0,0.0,6.0,0.0,8.0,0.0
875,durable,0.0,1.0,0.0,0.0,0.0,0.0,0.0
876,during,0.0,5.0,0.0,5.0,0.0,5.0,0.0
877,duties,0.0,1.0,0.0,0.0,0.0,0.0,0.0
878,dvds,0.0,2.0,0.0,0.0,0.0,0.0,0.0
879,dysfunction,0.0,0.0,0.0,6.0,0.0,6.0,0.0
880,ea's,0.0,0.0,0.0,2.0,0.0,2.0,0.0
881,each,0.0,9.0,0.0,7.0,0.0,7.0,0.0
882,early,0.0,1.0,0.0,0.0,0.0,0.0,0.0
883,earned,0.0,1.0,0.0,0.0,0.0,0.0,0.0
884,earrings,0.0,0.0,0.0,1.0,0.0,1.0,0.0
885,ease,0.0,0.0,0.0,15.0,0.0,15.0,0.0
886,easily,0.0,1.0,0.0,2.0,0.0,1.0,0.0
887,easy,0.0,1.0,0.0,0.0,0.0,0.0,0.0
888,eating,0.0,2.0,0.0,0.0,0.0,0.0,0.0
889,eatoaffiliatemap,0.0,0.0,0.0,1.0,0.0,1.0,0.0
890,ecard,0.0,0.0,0.0,3.0,0.0,3.0,0.0
891,ecardmessage,0.0,0.0,0.0,1.0,0.0,1.0,0.0
892,ecards,0.0,0.0,0.0,1.0,0.0,1.0,0.0
893,ecardsection,0.0,0.0,0.0,1.0,0.0,1.0,0.0
894,ecardupdate,0.0,0.0,0.0,1.0,0.0,1.0,0.0
895,ecardvalidation,0.0,0.0,0.0,1.0,0.0,1.0,0.0
896,echoes,0.0,0.0,0.0,2.0,0.0,2.0,0.0
897,ectopic,0.0,1.0,0.0,0.0,0.0,0.0,0.0
898,edit,0.0,0.0,0.0,1.0,0.0,1.0,0.0
899,editor,0.0,0.0,0.0,1.0,0.0,1.0,0.0
900,educate,0.0,3.0,0.0,1.0,0.0,1.0,0.0
901,educating,0.0,1.0,0.0,0.0,0.0,0.0,0.0
902,education,0.0,79.0,0.0,16.0,0.0,14.0,0.0
903,educational,0.0,25.0,0.0,0.0,0.0,0.0,0.0
904,educators,0.0,1.0,0.0,4.0,0.0,4.0,0.0
905,effective,0.0,3.0,0.0,6.0,0.0,6.0,0.0
906,effectively,0.0,1.0,0.0,0.0,0.0,0.0,0.0
907,effectiveness,0.0,0.0,0.0,2.0,0.0,2.0,0.0
908,effects,0.0,1.0,0.0,0.0,0.0,0.0,0.0
909,efficiency,0.0,3.0,0.0,0.0,0.0,0.0,0.0
910,effort,0.0,2.0,0.0,0.0,0.0,0.0,0.0
911,efforts,0.0,1.0,0.0,0.0,0.0,0.0,0.0
912,egypt,0.0,1.0,0.0,0.0,0.0,0.0,0.0
913,ein,0.0,0.0,0.0,2.0,0.0,2.0,0.0
914,either,0.0,1.0,0.0,0.0,0.0,0.0,0.0
915,ejaculating,0.0,0.0,0.0,2.0,0.0,2.0,0.0
916,elders,0.0,1.0,0.0,0.0,0.0,0.0,0.0
917,elearning,0.0,1.0,0.0,0.0,0.0,0.0,0.0
918,elected,0.0,0.0,0.0,2.0,0.0,2.0,0.0
919,elections,0.0,0.0,0.0,4.0,0.0,4.0,0.0
920,elegir,0.0,0.0,0.0,1.0,0.0,1.0,0.0
921,element,0.0,0.0,0.0,1.0,0.0,1.0,0.0
922,elements,0.0,48.0,0.0,1.0,0.0,1.0,0.0
923,eligibility,0.0,8.0,0.0,0.0,0.0,0.0,0.0
924,eligible,0.0,0.0,0.0,5.0,0.0,5.0,0.0
925,eliminated,0.0,0.0,0.0,1.0,0.0,1.0,0.0
926,else,0.0,6.0,0.0,74.0,0.0,78.0,0.0
927,else—it,0.0,1.0,0.0,0.0,0.0,0.0,0.0
928,email,0.0,5.0,0.0,30.0,0.0,30.0,0.0
929,emailerrormsg,0.0,0.0,0.0,1.0,0.0,1.0,0.0
930,emailfield,0.0,0.0,0.0,1.0,0.0,1.0,0.0
931,emailinfo,0.0,0.0,0.0,2.0,0.0,2.0,0.0
932,emailing,0.0,1.0,0.0,0.0,0.0,0.0,0.0
933,emailreq,0.0,0.0,0.0,1.0,0.0,1.0,0.0
934,emails,0.0,0.0,0.0,1.0,0.0,1.0,0.0
935,emailtoggle,0.0,0.0,0.0,1.0,0.0,1.0,0.0
936,embark,0.0,1.0,0.0,0.0,0.0,0.0,0.0
937,embed,0.0,0.0,0.0,1.0,0.0,1.0,0.0
938,embedded,0.0,1.0,0.0,0.0,0.0,0.0,0.0
939,embrace,0.0,1.0,0.0,0.0,0.0,0.0,0.0
940,emergencia,0.0,0.0,0.0,2.0,0.0,2.0,0.0
941,emergency,0.0,3.0,0.0,20.0,0.0,20.0,0.0
942,emotional,0.0,5.0,0.0,0.0,0.0,0.0,0.0
943,employee,0.0,48.0,0.0,0.0,0.0,0.0,0.0
944,employee's,0.0,1.0,0.0,0.0,0.0,0.0,0.0
945,employees,0.0,60.0,0.0,0.0,0.0,0.0,0.0
946,employees—sometimes,0.0,1.0,0.0,0.0,0.0,0.0,0.0
947,employer,0.0,3.0,0.0,0.0,0.0,0.0,0.0
948,employer—we,0.0,1.0,0.0,0.0,0.0,0.0,0.0
949,employment,0.0,3.0,0.0,0.0,0.0,0.0,0.0
950,empower,0.0,2.0,0.0,0.0,0.0,0.0,0.0
951,empty,0.0,19.0,0.0,7.0,0.0,7.0,0.0
952,enable,0.0,6.0,0.0,3.0,0.0,3.0,0.0
953,enabled,0.0,46.0,0.0,2.0,0.0,2.0,0.0
954,enabling,0.0,0.0,0.0,0.0,0.0,1.0,0.0
955,encodedtweet,0.0,0.0,0.0,2.0,0.0,2.0,0.0
956,encompasses,0.0,1.0,0.0,0.0,0.0,0.0,0.0
957,encontrar,0.0,0.0,0.0,1.0,0.0,1.0,0.0
958,encourage,0.0,1.0,0.0,1.0,0.0,1.0,0.0
959,encouraged,0.0,1.0,0.0,0.0,0.0,0.0,0.0
960,encourages,0.0,1.0,0.0,0.0,0.0,0.0,0.0
961,end,0.0,0.0,0.0,8.0,0.0,8.0,0.0
962,ending,0.0,3.0,0.0,0.0,0.0,0.0,0.0
963,endorse,0.0,0.0,0.0,1.0,0.0,1.0,0.0
964,enduring,0.0,1.0,0.0,0.0,0.0,0.0,0.0
965,engagement,0.0,3.0,0.0,7.0,0.0,7.0,0.0
966,england,0.0,3.0,0.0,46.0,0.0,40.0,0.0
967,english,0.0,2.0,0.0,0.0,0.0,0.0,0.0
968,enhance,0.0,2.0,0.0,0.0,0.0,0.0,0.0
969,enhances,0.0,1.0,0.0,0.0,0.0,0.0,0.0
970,enhancing,0.0,1.0,0.0,0.0,0.0,0.0,0.0
971,enjoy,0.0,1.0,0.0,0.0,0.0,0.0,0.0
972,enjoying,0.0,1.0,0.0,0.0,0.0,0.0,0.0
973,enough,0.0,0.0,0.0,2.0,0.0,2.0,0.0
974,enrichments,0.0,2.0,0.0,0.0,0.0,0.0,0.0
975,enroll,0.0,0.0,0.0,6.0,0.0,6.0,0.0
976,enrolled,0.0,1.0,0.0,2.0,0.0,2.0,0.0
977,enrollees,0.0,0.0,0.0,1.0,0.0,1.0,0.0
978,enrollment,0.0,0.0,0.0,2.0,0.0,2.0,0.0
979,ensemble,0.0,1.0,0.0,0.0,0.0,0.0,0.0
980,ensure,0.0,6.0,0.0,3.0,0.0,3.0,0.0
981,ensuring,0.0,2.0,0.0,0.0,0.0,0.0,0.0
982,enter,0.0,1.0,0.0,39.0,0.0,34.0,0.0
983,entire,0.0,1.0,0.0,0.0,0.0,0.0,0.0
984,entity,0.0,1.0,0.0,0.0,0.0,0.0,0.0
985,environment,0.0,7.0,0.0,0.0,0.0,0.0,0.0
986,environmental,0.0,1.0,0.0,0.0,0.0,0.0,0.0
987,epic,0.0,1.0,0.0,0.0,0.0,0.0,0.0
988,equal,0.0,2.0,0.0,0.0,0.0,0.0,0.0
989,equity,0.0,1.0,0.0,3.0,0.0,3.0,0.0
990,eras,0.0,7.0,0.0,0.0,0.0,0.0,0.0
991,erectile,0.0,0.0,0.0,2.0,0.0,2.0,0.0
992,ergs,0.0,3.0,0.0,0.0,0.0,0.0,0.0
993,error,0.0,70.0,0.0,45.0,0.0,42.0,0.0
994,error',0.0,0.0,0.0,1.0,0.0,1.0,0.0
995,errorcheck,0.0,0.0,0.0,17.0,0.0,15.0,0.0
996,español,0.0,0.0,0.0,7.0,0.0,7.0,0.0
997,established,0.0,1.0,0.0,0.0,0.0,0.0,0.0
998,estimate,0.0,0.0,0.0,3.0,0.0,3.0,0.0
999,estás,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1000,ethnicity,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1001,eur,0.0,0.0,0.0,2.0,0.0,2.0,0.0
1002,euro,0.0,0.0,0.0,2.0,0.0,2.0,0.0
1003,even,0.0,2.0,0.0,2.0,0.0,2.0,0.0
1004,event,0.0,0.0,0.0,6.0,0.0,7.0,0.0
1005,events,0.0,40.0,0.0,7.0,0.0,8.0,0.0
1006,eventscancer,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1007,eventschad,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1008,eventsdiy,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1009,evergreen,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1010,every,0.0,19.0,0.0,7.0,0.0,9.0,0.0
1011,everyaction,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1012,everyone,0.0,0.0,0.0,2.0,0.0,2.0,0.0
1013,everything,0.0,3.0,0.0,1.0,0.0,1.0,0.0
1014,evp,0.0,0.0,0.0,5.0,0.0,5.0,0.0
1015,exam,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1016,exams,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1017,exceed,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1018,excel,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1019,excellence,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1020,except,0.0,0.0,0.0,4.0,0.0,4.0,0.0
1021,excepted,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1022,exception,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1023,exchanges,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1024,excited,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1025,excluded,0.0,0.0,0.0,2.0,0.0,2.0,0.0
1026,exclusive,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1027,executive,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1028,exempt,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1029,exercise,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1030,exercises,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1031,exeter,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1032,existing,0.0,1.0,0.0,3.0,0.0,3.0,0.0
1033,exists,0.0,0.0,0.0,17.0,0.0,15.0,0.0
1034,expand,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1035,expanded,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1036,expands,0.0,2.0,0.0,1.0,0.0,0.0,0.0
1037,expansion,0.0,0.0,0.0,2.0,0.0,2.0,0.0
1038,expect,0.0,3.0,0.0,5.0,0.0,4.0,0.0
1039,expectant,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1040,expected,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1041,experience,0.0,10.0,0.0,2.0,0.0,2.0,0.0
1042,experienced,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1043,experiences,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1044,experiencing,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1045,expert,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1046,expertise,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1047,experts,0.0,3.0,0.0,5.0,0.0,5.0,0.0
1048,expiresess,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1049,explanation,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1050,explicitly,0.0,3.0,0.0,1.0,0.0,1.0,0.0
1051,explore,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1052,explosion,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1053,express,0.0,5.0,0.0,0.0,0.0,0.0,0.0
1054,expression,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1055,extends,0.0,198.0,0.0,0.0,0.0,0.0,0.0
1056,extensive,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1057,extent,0.0,2.0,0.0,8.0,0.0,8.0,0.0
1058,external,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1059,extra,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1060,fabric,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1061,facebook,0.0,23.0,0.0,4.0,0.0,4.0,0.0
1062,facebookenglish,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1063,facebookyou,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1064,facilitation,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1065,facilities,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1066,facts,0.0,0.0,0.0,4.0,0.0,4.0,0.0
1067,fadein,0.0,0.0,0.0,4.0,0.0,4.0,0.0
1068,fadeout,0.0,0.0,0.0,4.0,0.0,4.0,0.0
1069,failed,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1070,failure,0.0,0.0,0.0,2.0,0.0,2.0,0.0
1071,fair,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1072,faith,0.0,1.0,0.0,4.0,0.0,3.0,0.0
1073,fallopian,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1074,false,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1075,families,0.0,7.0,0.0,0.0,0.0,0.0,0.0
1076,family,0.0,16.0,0.0,27.0,0.0,27.0,0.0
1077,faq,0.0,2.0,0.0,2.0,0.0,2.0,0.0
1078,far,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1079,fashion,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1080,fast,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1081,faster,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1082,feature,0.0,23.0,0.0,0.0,0.0,0.0,0.0
1083,featured,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1084,features,0.0,23.0,0.0,1.0,0.0,0.0,0.0
1085,featuresnfl,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1086,featuring,0.0,0.0,0.0,2.0,0.0,2.0,0.0
1087,federal,0.0,2.0,0.0,9.0,0.0,9.0,0.0
1088,federated,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1089,federation,0.0,0.0,0.0,12.0,0.0,12.0,0.0
1090,fee,0.0,1.0,0.0,2.0,0.0,2.0,0.0
1091,feedback,0.0,19.0,0.0,0.0,0.0,0.0,0.0
1092,feel,0.0,1.0,0.0,3.0,0.0,3.0,0.0
1093,feeling,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1094,fellow,0.0,7.0,0.0,0.0,0.0,0.0,0.0
1095,fellows,0.0,53.0,0.0,0.0,0.0,0.0,0.0
1096,fellowship,0.0,22.0,0.0,0.0,0.0,0.0,0.0
1097,fellowships,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1098,female,0.0,4.0,0.0,2.0,0.0,2.0,0.0
1099,feminism,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1100,feminist,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1101,fetal,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1102,fibrosis,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1103,field,0.0,49.0,0.0,46.0,0.0,42.0,0.0
1104,fields,0.0,0.0,0.0,4.0,0.0,4.0,0.0
1105,fifth,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1106,fight,0.0,1.0,0.0,4.0,0.0,4.0,0.0
1107,fighting,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1108,figure,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1109,figures,0.0,0.0,0.0,2.0,0.0,2.0,0.0
1110,file,0.0,0.0,0.0,3.0,0.0,3.0,0.0
1111,files,0.0,3.0,0.0,1.0,0.0,1.0,0.0
1112,fill,0.0,2.0,0.0,24.0,0.0,22.0,0.0
1113,filled,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1114,filter,0.0,1.0,0.0,15.0,0.0,13.0,0.0
1115,final,0.0,2.0,0.0,2.0,0.0,2.0,0.0
1116,financehybridoffice,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1117,financial,0.0,7.0,0.0,6.0,0.0,6.0,0.0
1118,financially,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1119,find,0.0,32.0,0.0,53.0,0.0,49.0,0.0
1120,finding,0.0,0.0,0.0,9.0,0.0,8.0,0.0
1121,fines,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1122,finger,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1123,finished,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1124,finland,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1125,fire,0.0,0.0,0.0,2.0,0.0,2.0,0.0
1126,fired,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1127,first,0.0,11.0,0.0,28.0,0.0,26.0,0.0
1128,firsthealth,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1129,firstname,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1130,firstnameerror,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1131,firstnamefield,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1132,fit,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1133,fitness,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1134,fits,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1135,five,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1136,fix,0.0,0.0,0.0,4.0,0.0,6.0,0.0
1137,fjs,0.0,0.0,0.0,9.0,0.0,8.0,0.0
1138,flagship,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1139,flexibility,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1140,float,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1141,flu,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1142,focus,0.0,2.0,0.0,17.0,0.0,15.0,0.0
1143,follow,0.0,6.0,0.0,40.0,0.0,37.0,0.0
1144,followed,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1145,following,0.0,6.0,0.0,8.0,0.0,7.0,0.0
1146,font,0.0,2.0,0.0,2.0,0.0,2.0,0.0
1147,footer,0.0,23.0,0.0,0.0,0.0,2.0,0.0
1148,force,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1149,forced,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1150,foremost,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1151,forgiveness,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1152,forgot,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1153,forgotten,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1154,form,0.0,8.0,0.0,36.0,0.0,34.0,0.0
1155,format,0.0,0.0,0.0,7.0,0.0,7.0,0.0
1156,formatted,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1157,formed,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1158,formelements,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1159,former,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1160,formnever,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1161,forms,0.0,18.0,0.0,11.0,0.0,11.0,0.0
1162,formula,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1163,formurl,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1164,forward,0.0,3.0,0.0,1.0,0.0,1.0,0.0
1165,fostering,0.0,4.0,0.0,0.0,0.0,0.0,0.0
1166,fosters,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1167,found,0.0,2.0,0.0,1.0,0.0,1.0,0.0
1168,foundations,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1169,founded,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1170,foundoptionvalue,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1171,fractures,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1172,frame,0.0,2.0,0.0,2.0,0.0,4.0,0.0
1173,france,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1174,free,0.0,2.0,0.0,10.0,0.0,9.0,0.0
1175,frequency,0.0,0.0,0.0,4.0,0.0,4.0,0.0
1176,frequently,0.0,11.0,0.0,4.0,0.0,4.0,0.0
1177,fri,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1178,friday,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1179,friend,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1180,friends,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1181,friendship,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1182,fueling,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1183,fulfillment,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1184,full,0.0,7.0,0.0,9.0,0.0,9.0,0.0
1185,fullest,0.0,1.0,0.0,8.0,0.0,8.0,0.0
1186,fullstory,0.0,0.0,0.0,2.0,0.0,2.0,0.0
1187,fully,0.0,1.0,0.0,2.0,0.0,2.0,0.0
1188,function,0.0,6.0,0.0,73.0,0.0,76.0,0.0
1189,functionality,0.0,0.0,0.0,2.0,0.0,0.0,0.0
1190,functions,0.0,1.0,0.0,1.0,0.0,1.0,0.0
1191,fund,0.0,4.0,0.0,5.0,0.0,5.0,0.0
1192,fundamental,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1193,fundchad,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1194,fundfriends,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1195,funding,0.0,3.0,0.0,2.0,0.0,2.0,0.0
1196,fundraising,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1197,funds,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1198,fundsannual,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1199,fundsthe,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1200,funtion,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1201,further,0.0,3.0,0.0,3.0,0.0,3.0,0.0
1202,fuseaction,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1203,future,0.0,0.0,0.0,3.0,0.0,3.0,0.0
1204,gaallowlinker,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1205,gaclientid,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1206,gacode,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1207,gain,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1208,gajshost,0.0,0.0,0.0,0.0,0.0,2.0,0.0
1209,gaproperty,0.0,0.0,0.0,0.0,0.0,3.0,0.0
1210,gau,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1211,geisel,0.0,8.0,0.0,0.0,0.0,0.0,0.0
1212,geiseldartmouth,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1213,gender,0.0,4.0,0.0,5.0,0.0,5.0,0.0
1214,general,0.0,2.0,0.0,11.0,0.0,11.0,0.0
1215,generation,0.0,2.0,0.0,1.0,0.0,1.0,0.0
1216,generic,0.0,0.0,0.0,2.0,0.0,2.0,0.0
1217,generosity,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1218,genetic,0.0,3.0,0.0,0.0,0.0,0.0,0.0
1219,germany,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1220,gestational,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1221,get,0.0,57.0,0.0,91.0,0.0,89.0,0.0
1222,getcookie,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1223,getting,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1224,geturlvars,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1225,ghana,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1226,gift,0.0,10.0,0.0,20.0,0.0,20.0,0.0
1227,gifts,0.0,2.0,0.0,0.0,0.0,0.0,0.0
1228,giftsection,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1229,give,0.0,17.0,0.0,11.0,0.0,11.0,0.0
1230,givehealth,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1231,given,0.0,0.0,0.0,1.0,0.0,0.0,0.0
