,token,Total0,Total1,Total2,Total3
1260,indicate,1.0,0.0,1.0,1.0
1261,induced,0.0,0.0,2.0,2.0
1262,industry,1.0,0.0,0.0,0.0
1263,infections,4.0,0.0,4.0,4.0
1264,infinite,15.0,0.0,15.0,15.0
1265,info,6.0,0.0,6.0,5.0
1266,infocon,1.0,0.0,1.0,1.0
1267,informarte,1.0,0.0,1.0,1.0
1268,information,50.0,0.0,26.0,25.0
1269,informational,1.0,0.0,1.0,1.0
1270,informed,1.0,0.0,1.0,1.0
1271,inherit,1.0,0.0,1.0,1.0
1272,init,1.0,0.0,1.0,1.0
1273,initialize,1.0,0.0,1.0,1.0
1274,initiative,1.0,0.0,1.0,1.0
1275,input,3.0,0.0,3.0,3.0
1276,insert,1.0,0.0,1.0,1.0
1277,insertion,0.0,0.0,2.0,2.0
1278,inset,4.0,0.0,4.0,4.0
1279,inside,1.0,0.0,1.0,1.0
1280,insights,3.0,0.0,3.0,3.0
1281,instagram,2.0,0.0,2.0,2.0
1282,instamed,2.0,0.0,0.0,0.0
1283,instamed’s,1.0,0.0,0.0,0.0
1284,instanceof,167.0,0.0,99.0,99.0
1285,instantly,1.0,0.0,1.0,1.0
1286,instead,2.0,0.0,1.0,0.0
1287,institution,2.0,0.0,0.0,0.0
1288,instructions,2.0,0.0,0.0,0.0
1289,insufficient,2.0,0.0,0.0,0.0
1290,insurance,70.0,0.0,27.0,26.0
1291,insured,1.0,0.0,0.0,0.0
1292,insurer,1.0,0.0,0.0,0.0
1293,integration,2.0,0.0,2.0,2.0
1294,integrity,1.0,0.0,0.0,0.0
1295,intend,1.0,0.0,0.0,0.0
1296,interested,1.0,0.0,0.0,0.0
1297,internal,2.0,0.0,2.0,2.0
1298,internet,8.0,0.0,3.0,3.0
1299,interpretation,2.0,0.0,2.0,2.0
1300,interpreter,2.0,0.0,2.0,2.0
1301,interpreters,2.0,0.0,2.0,2.0
1302,interrupt,1.0,0.0,1.0,1.0
1303,interstate,1.0,0.0,0.0,0.0
1304,intervene,1.0,0.0,1.0,1.0
1305,into,3.0,0.0,2.0,2.0
1306,intramuscular,0.0,0.0,1.0,1.0
1307,intrauterine,2.0,0.0,2.0,2.0
1308,invalid,1.0,0.0,0.0,0.0
1309,invitation,1.0,0.0,0.0,0.0
1310,involved,23.0,0.0,18.0,18.0
1311,involving,1.0,0.0,0.0,0.0
1312,inyección,2.0,0.0,2.0,2.0
1313,ios,1.0,0.0,0.0,0.0
1314,irs,2.0,0.0,2.0,2.0
1315,isinternal,1.0,0.0,0.0,0.0
1316,island,1.0,0.0,0.0,0.0
1317,islands,2.0,0.0,4.0,4.0
1318,ismaxangle,1.0,0.0,0.0,0.0
1319,ismonthlygift,2.0,0.0,2.0,2.0
1320,isn't,2.0,0.0,2.0,2.0
1321,isprofane,1.0,0.0,1.0,1.0
1322,issuer,1.0,0.0,0.0,0.0
1323,issues,6.0,0.0,6.0,6.0
1324,isvisit,1.0,0.0,0.0,0.0
1325,is”without,1.0,0.0,1.0,1.0
1326,it's,7.0,0.0,4.0,4.0
1327,item,2.0,0.0,0.0,0.0
1328,items,6.0,0.0,1.0,1.0
1329,iterate,2.0,0.0,2.0,2.0
1330,iteration,2.0,0.0,2.0,2.0
1331,iterator,3.0,0.0,0.0,0.0
1332,it’s,1.0,0.0,0.0,0.0
1333,iud,3.0,0.0,3.0,3.0
1334,i’m,2.0,0.0,2.0,2.0
1335,jan,1.0,0.0,0.0,0.0
1336,january,1.0,0.0,1.0,1.0
1337,javascript,4.0,0.0,4.0,4.0
1338,job,1.0,0.0,1.0,1.0
1339,jobs,13.0,0.0,8.0,8.0
1340,join,3.0,0.0,3.0,3.0
1341,joined,1.0,0.0,1.0,1.0
1342,json,4.0,0.0,4.0,4.0
1343,juneau,0.0,0.0,4.0,0.0
1344,juneteenth,1.0,0.0,1.0,1.0
1345,just,9.0,0.0,8.0,8.0
1346,kaiser,3.0,0.0,0.0,0.0
1347,keep,8.0,0.0,6.0,6.0
1348,keeps,2.0,0.0,2.0,2.0
1349,kentucky,61.0,0.0,17.0,17.0
1350,kentucky',6.0,0.0,0.0,0.0
1351,kept,2.0,0.0,2.0,2.0
1352,key,3.0,0.0,3.0,3.0
1353,keypress,1.0,0.0,1.0,1.0
1354,keys,4.0,0.0,4.0,4.0
1355,kid,0.0,0.0,1.0,1.0
1356,king,1.0,0.0,1.0,1.0
1357,kitts,3.0,0.0,2.0,2.0
1358,know,14.0,0.0,14.0,14.0
1359,knowing,0.0,0.0,1.0,0.0
1360,knowledge,1.0,0.0,1.0,1.0
1361,korea,2.0,0.0,0.0,0.0
1362,lab,4.0,0.0,2.0,2.0
1363,label,103.0,0.0,102.0,102.0
1364,labels,1.0,0.0,1.0,1.0
1365,labor,2.0,0.0,2.0,2.0
1366,lacking,1.0,0.0,1.0,1.0
1367,lake,12.0,0.0,0.0,0.0
1368,landing,1.0,0.0,1.0,1.0
1369,language,8.0,0.0,7.0,7.0
1370,lapel,1.0,0.0,1.0,1.0
1371,largesixcolumn,6.0,0.0,0.0,0.0
1372,largest,3.0,0.0,3.0,3.0
1373,las,2.0,0.0,2.0,2.0
1374,last,13.0,0.0,9.0,9.0
1375,lastfour,2.0,0.0,0.0,0.0
1376,lastnameerror,1.0,0.0,1.0,1.0
1377,lastnamefield,1.0,0.0,1.0,1.0
1378,latest,4.0,0.0,4.0,4.0
1379,latinos,1.0,0.0,1.0,1.0
1380,law,2.0,0.0,1.0,1.0
1381,lawapplyassociate,1.0,0.0,1.0,1.0
1382,lawhybridapplyparalegal,1.0,0.0,1.0,1.0
1383,lawhybridapplysenior,1.0,0.0,1.0,1.0
1384,lawnyc,1.0,0.0,1.0,1.0
1385,laws,16.0,0.0,6.0,6.0
1386,lawsuit,3.0,0.0,3.0,3.0
1387,layer,1.0,0.0,1.0,1.0
1388,lead,2.0,0.0,1.0,1.0
1389,leadership,14.0,0.0,4.0,4.0
1390,leading,3.0,0.0,3.0,3.0
1391,learn,31.0,0.0,23.0,23.0
1392,learning,1.0,0.0,1.0,1.0
1393,least,6.0,0.0,2.0,2.0
1394,leaving,10.0,0.0,6.0,6.0
1395,left,9.0,0.0,9.0,9.0
1396,legal,9.0,0.0,8.0,8.0
1397,length,2.0,0.0,1.0,1.0
1398,let,35.0,0.0,31.0,31.0
1399,letters,1.0,0.0,1.0,1.0
1400,let’s,1.0,0.0,1.0,1.0
1401,level,0.0,0.0,0.0,1.0
1402,liability,1.0,0.0,1.0,1.0
1403,liable,2.0,0.0,0.0,0.0
1404,lieu,1.0,0.0,0.0,0.0
1405,life,1.0,0.0,0.0,0.0
1406,lights,0.0,0.0,0.0,1.0
1407,like,13.0,0.0,5.0,5.0
1408,limit,4.0,0.0,1.0,1.0
1409,limited,4.0,0.0,0.0,0.0
1410,line,2.0,0.0,2.0,2.0
1411,linear,5.0,0.0,5.0,5.0
1412,lineitem,2.0,0.0,0.0,0.0
1413,link,20.0,0.0,10.0,10.0
1414,links,2.0,0.0,0.0,0.0
1415,list,9.0,0.0,7.0,7.0
1416,listed,3.0,0.0,1.0,1.0
1417,listenerargs,2.0,0.0,0.0,0.0
1418,litigation,3.0,0.0,3.0,3.0
1419,live,5.0,0.0,4.0,4.0
1420,llcif,1.0,0.0,1.0,1.0
1421,load,5.0,0.0,5.0,5.0
1422,loading,23.0,0.0,23.0,23.0
1423,loads,3.0,0.0,3.0,3.0
1424,local,14.0,0.0,11.0,11.0
1425,locally,3.0,0.0,3.0,3.0
1426,located,0.0,0.0,0.0,1.0
1427,locating,2.0,0.0,2.0,2.0
1428,location,2.0,0.0,1.0,1.0
1429,locations,14.0,0.0,2.0,2.0
1430,lodash,1.0,0.0,1.0,1.0
1431,logged,1.0,0.0,0.0,0.0
1432,logging,1.0,0.0,0.0,0.0
1433,login,1.0,0.0,0.0,0.0
1434,logouttimer,1.0,0.0,0.0,0.0
1435,long,6.0,0.0,5.0,5.0
1436,look,4.0,0.0,4.0,4.0
1437,looks,1.0,0.0,1.0,1.0
1438,los,6.0,0.0,6.0,6.0
1439,lose,2.0,0.0,0.0,0.0
1440,lot,4.0,0.0,0.0,0.0
1441,louis,3.0,0.0,3.0,3.0
1442,loving,1.0,0.0,1.0,1.0
1443,low,1.0,0.0,4.0,3.0
1444,lower,2.0,0.0,2.0,2.0
1445,luther,1.0,0.0,1.0,1.0
1446,mac,1.0,0.0,0.0,0.0
1447,made,5.0,0.0,2.0,2.0
1448,madison,8.0,0.0,0.0,0.0
1449,mail,15.0,0.0,13.0,13.0
1450,mailchecks,1.0,0.0,1.0,1.0
1451,mailed,2.0,0.0,1.0,1.0
1452,mailinfo,3.0,0.0,3.0,3.0
1453,mailtoggle,1.0,0.0,1.0,1.0
1454,main,53.0,0.0,53.0,53.0
1455,maintain,1.0,0.0,0.0,0.0
1456,major,4.0,0.0,3.0,3.0
1457,make,25.0,0.0,14.0,14.0
1458,makes,1.0,0.0,0.0,0.0
1459,making,1.0,0.0,1.0,1.0
1460,malfunction,1.0,0.0,0.0,0.0
1461,manage,2.0,0.0,1.0,1.0
1462,managed,2.0,0.0,0.0,0.0
1463,management,2.0,0.0,1.0,1.0
1464,managementnyc,1.0,0.0,1.0,1.0
1465,many,9.0,0.0,7.0,8.0
1466,map,1.0,0.0,1.0,1.0
1467,mapped,2.0,0.0,2.0,2.0
1468,mappedfalse,2.0,0.0,2.0,2.0
1469,mappedga,1.0,0.0,1.0,1.0
1470,mappedms,1.0,0.0,1.0,1.0
1471,mappedq,2.0,0.0,2.0,2.0
1472,mappedtext,4.0,0.0,4.0,4.0
1473,mappedtrue,2.0,0.0,2.0,2.0
1474,maps,2.0,0.0,2.0,2.0
1475,mar,3.0,0.0,3.0,3.0
1476,mariana,4.0,0.0,2.0,2.0
1477,market,1.0,0.0,1.0,1.0
1478,marketing,2.0,0.0,1.0,1.0
1479,marketingnew,1.0,0.0,1.0,1.0
1480,marketplace,2.0,0.0,2.0,2.0
1481,marketsource,5.0,0.0,5.0,5.0
1482,markup,1.0,0.0,0.0,0.0
1483,martin,1.0,0.0,1.0,1.0
1484,masturbation,2.0,0.0,2.0,2.0
1485,match,6.0,0.0,5.0,5.0
1486,material,1.0,0.0,0.0,0.0
1487,materials,1.0,0.0,1.0,1.0
1488,matter,9.0,0.0,8.0,8.0
1489,mau,1.0,0.0,1.0,1.0
1490,maximum,3.0,0.0,0.0,0.0
1491,maxlength,2.0,0.0,0.0,0.0
1492,may,29.0,0.0,12.0,9.0
1493,maybe,1.0,0.0,0.0,0.0
1494,mcdonald,1.0,0.0,0.0,0.0
1495,mdwise,1.0,0.0,0.0,0.0
1496,mean,2.0,0.0,1.0,1.0
1497,meaning,1.0,0.0,0.0,0.0
1498,meaningful,2.0,0.0,2.0,2.0
1499,means,5.0,0.0,3.0,3.0
1500,measures,1.0,0.0,1.0,1.0
1501,media,2.0,0.0,2.0,2.0
1502,medicaid,20.0,0.0,6.0,5.0
1503,medical,19.0,0.0,7.0,8.0
1504,medication,7.0,0.0,4.0,4.0
1505,medications,1.0,0.0,0.0,0.0
1506,medicine,1.0,0.0,1.0,1.0
1507,medicines,2.0,0.0,0.0,0.0
1508,medium,3.0,0.0,3.0,3.0
1509,mediumsixcolumn,6.0,0.0,0.0,0.0
1510,mediumtwelvecolumn,18.0,0.0,0.0,0.0
1511,meets,1.0,0.0,0.0,0.0
1512,member,1.0,0.0,1.0,1.0
1513,membership,11.0,0.0,11.0,11.0
1514,memorial,1.0,0.0,1.0,1.0
1515,men's,10.0,0.0,6.0,6.0
1516,mental,9.0,0.0,5.0,5.0
1517,mentions,1.0,0.0,1.0,1.0
1518,menu,1.0,0.0,1.0,1.0
1519,merge,3.0,0.0,3.0,3.0
1520,merges,2.0,0.0,2.0,2.0
1521,meritain,1.0,0.0,0.0,0.0
1522,message,11.0,0.0,7.0,7.0
1523,messages,13.0,0.0,9.0,9.0
1524,messaging,2.0,0.0,0.0,0.0
1525,method,15.0,0.0,10.0,10.0
1526,methods,4.0,0.0,2.0,2.0
1527,method”,1.0,0.0,0.0,0.0
1528,metropolitan,4.0,0.0,4.0,4.0
1529,microphone,2.0,0.0,2.0,2.0
1530,microsoft,2.0,0.0,2.0,2.0
1531,middle,1.0,0.0,1.0,1.0
1532,might,6.0,0.0,5.0,5.0
1533,million,5.0,0.0,5.0,5.0
1534,millions,10.0,0.0,5.0,5.0
1535,min,2.0,0.0,2.0,2.0
1536,miniplayer,1.0,0.0,1.0,1.0
1537,minor,2.0,0.0,2.0,2.0
1538,minus,1.0,0.0,1.0,1.0
1539,minutes,3.0,0.0,0.0,0.0
1540,mirena,1.0,0.0,1.0,1.0
1541,misleading,1.0,0.0,1.0,1.0
1542,missing,2.0,0.0,2.0,2.0
1543,mission,2.0,0.0,2.0,2.0
1544,mississippi,3.0,0.0,3.0,3.0
1545,missouri,3.0,0.0,3.0,3.0
1546,mmm,6.0,0.0,6.0,6.0
1547,mmmm,2.0,0.0,2.0,2.0
1548,mobile,13.0,0.0,3.0,3.0
1549,moda,1.0,0.0,1.0,1.0
1550,modal,10.0,0.0,6.0,6.0
1551,moderate,2.0,0.0,3.0,3.0
1552,modify,2.0,0.0,0.0,0.0
1553,modifying,1.0,0.0,0.0,0.0
1554,mon,1.0,0.0,1.0,1.0
1555,money,1.0,0.0,1.0,1.0
1556,monitor,1.0,0.0,1.0,1.0
1557,monte,3.0,0.0,3.0,3.0
1558,monthly,6.0,0.0,5.0,5.0
1559,months,9.0,0.0,9.0,9.0
1560,more,57.0,0.0,40.0,37.0
1561,more',1.0,0.0,0.0,0.0
1562,morning,3.0,0.0,3.0,3.0
1563,most,14.0,0.0,12.0,12.0
1564,mount,1.0,0.0,1.0,1.0
1565,mountains,5.0,0.0,5.0,5.0
1566,mousedown,1.0,0.0,1.0,1.0
1567,move,1.0,0.0,1.0,1.0
1568,moving,1.0,0.0,1.0,1.0
1569,mpv,1.0,0.0,1.0,1.0
1570,much,3.0,0.0,2.0,2.0
1571,multistep,1.0,0.0,1.0,1.0
1572,must,8.0,0.0,4.0,4.0
1573,mutation,1.0,0.0,0.0,0.0
1574,mutationobserver,1.0,0.0,0.0,0.0
1575,myform,12.0,0.0,0.0,0.0
1576,myheight,3.0,0.0,0.0,0.0
1577,mymask,1.0,0.0,0.0,0.0
1578,mypostrender,12.0,0.0,12.0,12.0
1579,mypresegue,1.0,0.0,1.0,1.0
1580,myself,1.0,0.0,0.0,0.0
1581,más,1.0,0.0,1.0,1.0
1582,método,2.0,0.0,2.0,2.0
1583,métodos,4.0,0.0,4.0,4.0
1584,nairobinew,1.0,0.0,1.0,1.0
1585,nairobioffice,1.0,0.0,1.0,1.0
1586,name,21.0,0.0,12.0,12.0
1587,narrated,1.0,0.0,1.0,1.0
1588,national,14.0,0.0,2.0,2.0
1589,nationally,1.0,0.0,1.0,1.0
1590,nations,1.0,0.0,0.0,0.0
1591,nation’s,6.0,0.0,6.0,6.0
1592,native,2.0,0.0,2.0,2.0
1593,nav,2.0,0.0,1.0,1.0
1594,navigation,30.0,0.0,23.0,23.0
1595,navpage,1.0,0.0,0.0,0.0
1596,near,2.0,0.0,1.0,1.0
1597,necesidades,1.0,0.0,1.0,1.0
1598,necesitamos,1.0,0.0,1.0,1.0
1599,necessary,2.0,0.0,2.0,2.0
1600,need,30.0,0.0,14.0,13.0
1601,needs,4.0,0.0,2.0,2.0
1602,neither,3.0,0.0,3.0,3.0
1603,neithercheck,1.0,0.0,1.0,1.0
1604,never,3.0,0.0,4.0,3.0
1605,new,92.0,0.0,62.0,62.0
1606,newnode,1.0,0.0,0.0,0.0
1607,newredirect,2.0,0.0,2.0,2.0
1608,news,2.0,0.0,2.0,2.0
1609,newsletter,1.0,0.0,1.0,1.0
1610,newsroom,2.0,0.0,2.0,2.0
1611,newvalue,2.0,0.0,0.0,0.0
1612,next,7.0,0.0,3.0,3.0
1613,nextbutton,1.0,0.0,0.0,0.0
1614,nextgen,2.0,0.0,0.0,0.0
1615,nicknamefield,8.0,0.0,0.0,0.0
1616,nicknamelinkbutton,10.0,0.0,0.0,0.0
1617,nodeattribute,1.0,0.0,0.0,0.0
1618,non,2.0,0.0,2.0,2.0
1619,nonbinary,1.0,0.0,1.0,1.0
1620,none,9.0,0.0,9.0,9.0
1621,nonprofit,8.0,0.0,3.0,3.0
1622,noreferrer,1.0,0.0,1.0,1.0
1623,normal,9.0,0.0,9.0,9.0
1624,north,12.0,0.0,12.0,12.0
1625,northern,4.0,0.0,4.0,5.0
1626,northwest,1.0,0.0,6.0,6.0
1627,nosotros,1.0,0.0,1.0,1.0
1628,not,51.0,0.0,15.0,17.0
1629,note,2.0,0.0,2.0,2.0
1630,notes,1.0,0.0,0.0,0.0
1631,notice,11.0,0.0,1.0,1.0
1632,notices,1.0,0.0,0.0,0.0
1633,notification,4.0,0.0,2.0,2.0
1634,notifications,2.0,0.0,2.0,2.0
1635,notified,1.0,0.0,0.0,0.0
1636,notifies,1.0,0.0,0.0,0.0
1637,notify,1.0,0.0,0.0,0.0
1638,notifying,1.0,0.0,0.0,0.0
1639,now,17.0,0.0,10.0,10.0
1640,now',1.0,0.0,0.0,0.0
1641,null,19.0,0.0,3.0,3.0
1642,num,2.0,0.0,2.0,2.0
1643,number,13.0,0.0,6.0,6.0
1644,numpad,2.0,0.0,2.0,2.0
1645,nuvaring,1.0,0.0,1.0,1.0
1646,nuzzle,1.0,0.0,1.0,1.0
1647,nynyc,1.0,0.0,1.0,1.0
1648,nyoffice,4.0,0.0,4.0,4.0
1649,nyt,2.0,0.0,2.0,2.0
1650,object,1.0,0.0,1.0,1.0
1651,obligation,1.0,0.0,0.0,0.0
1652,obligations,1.0,0.0,0.0,0.0
1653,observación,2.0,0.0,2.0,2.0
1654,observed,1.0,0.0,1.0,1.0
1655,observer,1.0,0.0,1.0,1.0
1656,obtain,3.0,0.0,2.0,2.0
1657,occasionally,1.0,0.0,1.0,1.0
1658,ocean,3.0,0.0,2.0,2.0
1659,off,15.0,0.0,15.0,15.0
1660,offenders,1.0,0.0,1.0,1.0
1661,offer,8.0,0.0,2.0,3.0
1662,offered,5.0,0.0,3.0,2.0
1663,offers,3.0,0.0,1.0,1.0
1664,office,16.0,0.0,17.0,17.0
1665,officeapplyaffiliate,1.0,0.0,1.0,1.0
1666,officeapplymanaging,1.0,0.0,1.0,1.0
1667,officeapplymarketing,1.0,0.0,1.0,1.0
1668,officedirect,1.0,0.0,1.0,1.0
1669,officehybriddirect,1.0,0.0,1.0,1.0
1670,officeoffice,1.0,0.0,1.0,1.0
1671,officer,11.0,0.0,11.0,11.0
1672,officeremoteoffice,1.0,0.0,1.0,1.0
1673,offices,2.0,0.0,2.0,2.0
1674,officials,3.0,0.0,3.0,3.0
1675,offnetworkpk,1.0,0.0,0.0,0.0
1676,often,1.0,0.0,1.0,1.0
1677,ohana,1.0,0.0,0.0,0.0
1678,ohio,3.0,0.0,3.0,3.0
1679,old,4.0,0.0,4.0,4.0
1680,once,2.0,0.0,1.0,1.0
1681,onclick,10.0,0.0,0.0,0.0
1682,one,20.0,0.0,11.0,11.0
1683,online,21.0,0.0,14.0,14.0
1684,only,18.0,0.0,13.0,13.0
1685,onpolymerready,1.0,0.0,1.0,1.0
1686,onscreen,1.0,0.0,0.0,0.0
1687,opacity,22.0,0.0,22.0,22.0
1688,open,28.0,0.0,18.0,18.0
1689,opendetail,1.0,0.0,0.0,0.0
1690,opendetails,1.0,0.0,0.0,0.0
1691,opendropdown,1.0,0.0,0.0,0.0
1692,openly,1.0,0.0,1.0,1.0
1693,operated,11.0,0.0,7.0,7.0
1694,operating,8.0,0.0,5.0,5.0
1695,operations,2.0,0.0,2.0,2.0
1696,opportunities,1.0,0.0,1.0,1.0
1697,opportunity,1.0,0.0,0.0,0.0
1698,opposite,1.0,0.0,1.0,1.0
1699,option,2.0,0.0,2.0,2.0
1700,optional,2.0,0.0,2.0,2.0
1701,options,10.0,0.0,4.0,4.0
1702,optionvalue,1.0,0.0,1.0,1.0
1703,opts,4.0,0.0,0.0,0.0
1704,order,2.0,0.0,0.0,0.0
1705,orders,1.0,0.0,1.0,1.0
1706,organization,3.0,0.0,3.0,3.0
1707,organizations,4.0,0.0,4.0,4.0
1708,orientation,4.0,0.0,4.0,4.0
1709,original,1.0,0.0,1.0,1.0
1710,originalamount,2.0,0.0,0.0,0.0
1711,other,33.0,0.0,19.0,19.0
1712,otherwise,6.0,0.0,2.0,2.0
1713,otis,12.0,0.0,0.0,0.0
1714,our,116.0,0.0,76.0,75.0
1715,out,29.0,0.0,22.0,22.0
1716,outcomes,1.0,0.0,1.0,1.0
1717,outlined,1.0,0.0,1.0,1.0
1718,outlying,1.0,0.0,0.0,0.0
1719,output,1.0,0.0,0.0,0.0
1720,outside,2.0,0.0,2.0,2.0
1721,over,9.0,0.0,4.0,4.0
1722,overlooked,1.0,0.0,1.0,1.0
1723,overview,6.0,0.0,6.0,6.0
1724,own,4.0,0.0,4.0,4.0
1725,owner,1.0,0.0,0.0,0.0
1726,pacific,1.0,0.0,0.0,0.0
1727,pad,2.0,0.0,2.0,2.0
1728,page,7.0,0.0,7.0,7.0
1729,pagejobs,1.0,0.0,1.0,1.0
1730,pagenum,2.0,0.0,0.0,0.0
1731,pages,3.0,0.0,3.0,3.0
1732,paid,1.0,0.0,0.0,0.0
1733,pap,1.0,0.0,1.0,1.0
1734,paper,14.0,0.0,0.0,0.0
1735,paperless,5.0,0.0,0.0,0.0
1736,paragard,1.0,0.0,1.0,1.0
1737,paragraph,1.0,0.0,1.0,1.0
1738,parameter,1.0,0.0,1.0,1.0
1739,parent,6.0,0.0,6.0,6.0
1740,parent's,1.0,0.0,1.0,1.0
1741,parenthood,385.0,0.0,283.0,283.0
1742,parenthood's,1.0,0.0,0.0,0.0
1743,parents,4.0,0.0,4.0,4.0
1744,parkway,1.0,0.0,0.0,0.0
1745,part,3.0,0.0,2.0,2.0
1746,participate,10.0,0.0,10.0,10.0
1747,participating,1.0,0.0,0.0,0.0
1748,particular,1.0,0.0,0.0,0.0
1749,partner,3.0,0.0,3.0,3.0
1750,partners,1.0,0.0,1.0,1.0
1751,party,1.0,0.0,0.0,0.0
1752,pass,1.0,0.0,1.0,1.0
1753,passionately,2.0,0.0,1.0,1.0
1754,passport,1.0,0.0,0.0,0.0
1755,passwords,2.0,0.0,1.0,1.0
1756,past,2.0,0.0,0.0,0.0
1757,pasteval,2.0,0.0,0.0,0.0
1758,pastevalarr,1.0,0.0,0.0,0.0
1759,path,13.0,0.0,13.0,13.0
1760,pathology,1.0,0.0,1.0,1.0
1761,patient,51.0,0.0,18.0,18.0
1762,patient',1.0,0.0,0.0,0.0
1763,patients,21.0,0.0,6.0,5.0
1764,pay,12.0,0.0,3.0,3.0
1765,payee',1.0,0.0,0.0,0.0
1766,payeename,6.0,0.0,0.0,0.0
1767,paying,15.0,0.0,2.0,2.0
1768,payload,4.0,0.0,4.0,4.0
1769,payment,40.0,0.0,10.0,10.0
1770,paymentmethod,1.0,0.0,1.0,1.0
1771,paymentmethoddisclaimer,2.0,0.0,0.0,0.0
1772,paymentplandata,1.0,0.0,0.0,0.0
1773,payments,12.0,0.0,2.0,2.0
1774,paymenttype,2.0,0.0,0.0,0.0
1775,pdf,2.0,0.0,0.0,0.0
1776,pelvic,2.0,0.0,2.0,2.0
1777,people,21.0,0.0,11.0,11.0
1778,percentage,1.0,0.0,1.0,1.0
1779,period,12.0,0.0,7.0,7.0
1780,periodic,4.0,0.0,4.0,4.0
1781,perks,1.0,0.0,1.0,1.0
1782,permission,4.0,0.0,4.0,4.0
1783,permitted,1.0,0.0,0.0,0.0
1784,permitting,1.0,0.0,0.0,0.0
1785,person,1.0,0.0,0.0,0.0
1786,personal,3.0,0.0,3.0,3.0
1787,personalized,1.0,0.0,0.0,0.0
1788,pharmacy,1.0,0.0,0.0,0.0
1789,phone,11.0,0.0,1.0,1.0
1790,photo,1.0,0.0,0.0,0.0
1791,photos,2.0,0.0,2.0,2.0
1792,physical,9.0,0.0,6.0,6.0
1793,pick,2.0,0.0,0.0,0.0
1794,picker,1.0,0.0,0.0,0.0
1795,picture,1.0,0.0,0.0,0.0
1796,pierre,3.0,0.0,2.0,2.0
1797,pill,13.0,0.0,8.0,8.0
1798,pin,2.0,0.0,2.0,2.0
1799,pink,3.0,0.0,3.0,3.0
1800,pinshats,1.0,0.0,1.0,1.0
1801,place,1.0,0.0,0.0,0.0
1802,placed,1.0,0.0,1.0,1.0
1803,plains,5.0,0.0,5.0,5.0
1804,plan,12.0,0.0,0.0,0.0
1805,planned,376.0,0.0,283.0,283.0
1806,planning,1.0,0.0,0.0,0.0
1807,plans,25.0,0.0,6.0,6.0
1808,play,1.0,0.0,0.0,0.0
1809,playback,2.0,0.0,2.0,2.0
1810,please,68.0,0.0,43.0,40.0
1811,plugged,1.0,0.0,0.0,0.0
1812,plus,1.0,0.0,1.0,1.0
1813,pocket,1.0,0.0,1.0,1.0
1814,podría,1.0,0.0,1.0,1.0
1815,point,1.0,0.0,1.0,1.0
1816,policies,3.0,0.0,1.0,1.0
1817,policy,17.0,0.0,19.0,19.0
1818,policyapplypolicy,1.0,0.0,1.0,1.0
1819,policyhybridplanned,1.0,0.0,1.0,1.0
1820,policyterms,2.0,0.0,2.0,2.0
1821,policywork,1.0,0.0,1.0,1.0
1822,political,4.0,0.0,4.0,4.0
1823,politicians’,1.0,0.0,1.0,1.0
1824,populate,2.0,0.0,2.0,2.0
1825,populated,1.0,0.0,1.0,1.0
1826,populates,11.0,0.0,7.0,7.0
1827,por,1.0,0.0,1.0,1.0
1828,portable,1.0,0.0,0.0,0.0
1829,portal,19.0,0.0,2.0,2.0
1830,post,3.0,0.0,3.0,3.0
1831,postal,2.0,0.0,2.0,2.0
1832,postdata,2.0,0.0,2.0,2.0
1833,posted,1.0,0.0,1.0,1.0
1834,postrender,2.0,0.0,2.0,2.0
1835,posts,2.0,0.0,2.0,2.0
1836,poverty,0.0,0.0,0.0,1.0
1837,powered,1.0,0.0,1.0,1.0
1838,ppfa,8.0,0.0,8.0,8.0
1839,ppgnhaik,1.0,0.0,1.0,1.0
1840,ppo,1.0,0.0,0.0,0.0
1841,pre,2.0,0.0,2.0,2.0
1842,predictions,2.0,0.0,2.0,2.0
1843,prefer,1.0,0.0,0.0,0.0
1844,preferred,4.0,0.0,2.0,2.0
1845,pregnancy,16.0,0.0,12.0,12.0
1846,pregnant,7.0,0.0,6.0,6.0
1847,premera,3.0,0.0,1.0,1.0
1848,premium,1.0,0.0,1.0,1.0
1849,preparations,1.0,0.0,1.0,1.0
1850,prepare,1.0,0.0,0.0,0.0
1851,preparing,1.0,0.0,1.0,1.0
1852,prescription,9.0,0.0,2.0,2.0
1853,prescriptions,1.0,0.0,1.0,0.0
1854,president,4.0,0.0,4.0,4.0
1855,press,8.0,0.0,3.0,3.0
1856,pressroom,1.0,0.0,1.0,1.0
1857,pretty,3.0,0.0,3.0,3.0
1858,prevent,7.0,0.0,7.0,7.0
1859,preventing,1.0,0.0,1.0,1.0
1860,preventive,1.0,0.0,0.0,0.0
1861,prevformdata,2.0,0.0,0.0,0.0
1862,preview,3.0,0.0,3.0,3.0
1863,previous,1.0,0.0,1.0,1.0
1864,previously,1.0,0.0,0.0,0.0
1865,price,8.0,0.0,7.0,7.0
1866,pricing,1.0,0.0,1.0,1.0
1867,primarily,4.0,0.0,4.0,4.0
1868,primary,12.0,0.0,6.0,6.0
1869,print,5.0,0.0,3.0,3.0
1870,printer,1.0,0.0,0.0,0.0
1871,printing,1.0,0.0,0.0,0.0
1872,prior,2.0,0.0,0.0,0.0
1873,priority,1.0,0.0,1.0,1.0
1874,privacy,12.0,0.0,13.0,13.0
1875,private,25.0,0.0,6.0,7.0
