,token,Total0,Total1,Total2,Total3,Total4,Total5,Total6
3442,mark,3.0,10.0,0.0,0.0,1.0,0.0,0.0
3443,market,0.0,4.0,1.0,0.0,0.0,1.0,1.0
3444,marketing,0.0,3.0,1.0,0.0,0.0,1.0,1.0
3445,marketingcontact,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3446,marketingnew,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3447,marketplace,0.0,0.0,2.0,0.0,0.0,0.0,2.0
3448,marketsource,0.0,10.0,5.0,0.0,0.0,0.0,5.0
3449,marking,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3450,marks,1.0,2.0,0.0,0.0,0.0,0.0,0.0
3451,married,1.0,2.0,0.0,0.0,0.0,0.0,0.0
3452,martin,0.0,2.0,1.0,0.0,0.0,0.0,1.0
3453,maryland,0.0,4.0,0.0,0.0,0.0,0.0,0.0
3454,mask,9.0,0.0,0.0,0.0,0.0,0.0,0.0
3455,maskshidden,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3456,massachusetts,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3457,massive,0.0,0.0,0.0,0.0,2.0,0.0,0.0
3458,mastercard,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3459,master’s,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3460,masturbation,0.0,2.0,2.0,0.0,0.0,0.0,2.0
3461,match,0.0,9.0,5.0,0.0,0.0,2.0,5.0
3462,matches,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3463,matching,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3464,material,0.0,4.0,0.0,0.0,2.0,6.0,0.0
3465,materially,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3466,materials,0.0,14.0,1.0,0.0,1.0,4.0,1.0
3467,maternal,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3468,matter,1.0,25.0,7.0,0.0,1.0,1.0,7.0
3469,matters,0.0,2.0,0.0,0.0,0.0,1.0,0.0
3470,mau,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3471,maxduration,0.0,0.0,0.0,0.0,0.0,4.0,0.0
3472,maxi,4.0,0.0,0.0,0.0,0.0,0.0,0.0
3473,maximum,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3474,may,36.0,268.0,9.0,0.0,9.0,64.0,9.0
3475,maybe,0.0,14.0,0.0,0.0,0.0,0.0,0.0
3476,maze,0.0,0.0,0.0,0.0,4.0,0.0,0.0
3477,mcpherson,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3478,mdmeet,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3479,mean,2.0,12.0,1.0,0.0,1.0,0.0,1.0
3480,meaning,0.0,109.0,0.0,0.0,0.0,0.0,0.0
3481,meaningful,0.0,2.0,2.0,0.0,0.0,0.0,2.0
3482,means,1.0,30.0,3.0,0.0,3.0,1.0,3.0
3483,measure,6.0,1.0,0.0,0.0,0.0,0.0,0.0
3484,measures,1.0,1.0,1.0,0.0,0.0,0.0,1.0
3485,measure’s,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3486,mechanisms,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3487,medalist,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3488,media,35.0,3.0,2.0,0.0,11.0,1.0,2.0
3489,median,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3490,mediathe,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3491,medicaid,5.0,12.0,5.0,0.0,0.0,0.0,7.0
3492,medical,62.0,29.0,3.0,0.0,17.0,46.0,2.0
3493,medically,2.0,5.0,0.0,0.0,0.0,0.0,0.0
3494,medication,15.0,26.0,7.0,0.0,2.0,1.0,7.0
3495,medications,5.0,2.0,0.0,0.0,0.0,1.0,0.0
3496,medicine,1.0,12.0,0.0,0.0,0.0,0.0,0.0
3497,medium,4.0,9.0,3.0,0.0,0.0,0.0,3.0
3498,medscape,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3499,meet,1.0,5.0,0.0,0.0,0.0,1.0,0.0
3500,meets,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3501,melayuchina,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3502,melayumarshall,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3503,melting,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3504,member,1.0,6.0,1.0,0.0,0.0,1.0,1.0
3505,members,3.0,1.0,0.0,0.0,0.0,2.0,0.0
3506,members',0.0,0.0,0.0,0.0,0.0,1.0,0.0
3507,membership,0.0,17.0,11.0,0.0,0.0,0.0,11.0
3508,memorable,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3509,memorial,0.0,4.0,1.0,0.0,0.0,0.0,1.0
3510,memory,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3511,men,0.0,7.0,0.0,0.0,0.0,0.0,0.0
3512,men's,0.0,13.0,4.0,0.0,0.0,0.0,4.0
3513,menstrual,1.0,19.0,0.0,0.0,0.0,0.0,0.0
3514,mental,0.0,13.0,3.0,0.0,0.0,1.0,3.0
3515,mentions,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3516,menu,0.0,4.0,1.0,0.0,8.0,4.0,1.0
3517,menusearchwhere,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3518,merchant,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3519,merchantability,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3520,merciful,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3521,mercy,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3522,merge,0.0,10.0,3.0,0.0,0.0,0.0,3.0
3523,merges,0.0,8.0,2.0,0.0,0.0,0.0,2.0
3524,merit,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3525,mess,0.0,4.0,0.0,0.0,0.0,0.0,0.0
3526,message,2.0,19.0,6.0,0.0,1.0,11.0,6.0
3527,messages,0.0,23.0,7.0,0.0,0.0,24.0,7.0
3528,messaging,0.0,0.0,0.0,0.0,0.0,3.0,0.0
3529,messed,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3530,messier,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3531,messy,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3532,meta,1.0,3.0,1.0,0.0,0.0,0.0,1.0
3533,meteorological,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3534,meteorologists,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3535,method,1.0,159.0,10.0,0.0,3.0,2.0,10.0
3536,methods,4.0,105.0,2.0,0.0,0.0,0.0,2.0
3537,methodsarticles,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3538,methodsdive,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3539,methodsiudimplantthe,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3540,methodsyour,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3541,methods—and,0.0,4.0,0.0,0.0,0.0,0.0,0.0
3542,methods—or,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3543,methodview,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3544,metro,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3545,metropolitan,0.0,17.0,4.0,0.0,0.0,1.0,4.0
3546,mexico,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3547,mexiconew,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3548,mic,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3549,michigan,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3550,microgestin,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3551,microphone,0.0,2.0,2.0,0.0,0.0,0.0,2.0
3552,microsoft,0.0,7.0,2.0,0.0,0.0,0.0,2.0
3553,middle,0.0,4.0,0.0,0.0,0.0,0.0,0.0
3554,middlesex,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3555,middletown,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3556,midwest,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3557,mifeprex,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3558,mifepristone,0.0,4.0,0.0,0.0,0.0,0.0,0.0
3559,might,0.0,32.0,3.0,0.0,3.0,1.0,3.0
3560,migraine,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3561,migraines,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3562,mike,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3563,mil,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3564,mild,0.0,4.0,0.0,0.0,0.0,0.0,0.0
3565,miles,1.0,0.0,0.0,0.0,3.0,0.0,0.0
3566,military,2.0,3.0,0.0,0.0,0.0,0.0,0.0
3567,millennium,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3568,millimeters,0.0,0.0,0.0,0.0,2.0,0.0,0.0
3569,million,0.0,6.0,5.0,0.0,2.0,0.0,5.0
3570,millions,0.0,8.0,4.0,0.0,0.0,0.0,4.0
3571,min,0.0,0.0,2.0,0.0,0.0,0.0,2.0
3572,mind,2.0,14.0,0.0,0.0,1.0,1.0,0.0
3573,minduration,0.0,0.0,0.0,0.0,0.0,4.0,0.0
3574,minerva®,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3575,minimally,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3576,minimum,2.0,2.0,1.0,0.0,0.0,1.0,1.0
3577,mining,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3578,miniplayer,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3579,minister,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3580,minneapolis,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3581,minnesota,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3582,minor,4.0,1.0,0.0,0.0,0.0,1.0,0.0
3583,minors,8.0,3.0,0.0,0.0,0.0,0.0,0.0
3584,minus,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3585,minute,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3586,minutes,3.0,4.0,0.0,0.0,0.0,3.0,0.0
3587,mirena,0.0,7.0,1.0,0.0,0.0,0.0,1.0
3588,miscalculates,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3589,miscarriage,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3590,misleading,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3591,misoprostol,0.0,4.0,0.0,0.0,0.0,0.0,0.0
3592,miss,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3593,missed,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3594,missing,1.0,4.0,1.0,0.0,0.0,2.0,1.0
3595,mission,12.0,2.0,2.0,0.0,1.0,0.0,2.0
3596,mississippi,1.0,11.0,3.0,0.0,1.0,0.0,3.0
3597,missouri,3.0,30.0,4.0,0.0,0.0,0.0,4.0
3598,missouribirth,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3599,missourihow,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3600,missouriwhy,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3601,mistake,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3602,misuse,0.0,4.0,0.0,0.0,0.0,0.0,0.0
3603,mit,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3604,mmm,0.0,6.0,0.0,0.0,0.0,6.0,0.0
3605,mmmm,0.0,2.0,0.0,0.0,0.0,2.0,0.0
3606,mobile,0.0,9.0,4.0,0.0,4.0,5.0,4.0
3607,mobileoverlaynav,0.0,0.0,0.0,0.0,2.0,0.0,0.0
3608,mobilizing,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3609,modal,0.0,17.0,5.0,0.0,0.0,0.0,5.0
3610,mode,0.0,0.0,0.0,0.0,8.0,0.0,0.0
3611,model,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3612,modifications,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3613,modified,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3614,modify,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3615,module,0.0,0.0,0.0,0.0,0.0,5.0,0.0
3616,moduleid,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3617,modules,1.0,2.0,1.0,0.0,0.0,3.0,1.0
3618,moet,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3619,mom,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3620,moment,0.0,4.0,0.0,0.0,1.0,0.0,0.0
3621,mommy,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3622,moms,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3623,mon,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3624,monday,3.0,0.0,0.0,0.0,3.0,0.0,0.0
3625,mondays,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3626,money,1.0,24.0,0.0,0.0,0.0,0.0,0.0
3627,monitor,0.0,5.0,1.0,0.0,0.0,1.0,1.0
3628,monitoring,2.0,2.0,0.0,0.0,0.0,0.0,0.0
3629,mononessa,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3630,monorail,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3631,monoraildomain,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3632,montana,2.0,1.0,0.0,0.0,0.0,0.0,0.0
3633,monte,0.0,6.0,3.0,0.0,0.0,0.0,3.0
3634,month,0.0,35.0,0.0,0.0,5.0,0.0,0.0
3635,monthly,0.0,15.0,5.0,0.0,4.0,0.0,5.0
3636,months,0.0,33.0,9.0,0.0,0.0,0.0,9.0
3637,months—there’s,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3638,month—about,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3639,month—and,0.0,4.0,0.0,0.0,0.0,0.0,0.0
3640,month—the,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3641,more,15.0,190.0,40.0,0.0,18.0,6.0,38.0
3642,morning,0.0,5.0,3.0,0.0,1.0,0.0,3.0
3643,most,9.0,96.0,10.0,0.0,3.0,7.0,10.0
3644,mother,1.0,4.0,0.0,0.0,0.0,0.0,0.0
3645,mother’s,1.0,2.0,0.0,0.0,0.0,0.0,0.0
3646,motion®radar,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3647,motto,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3648,mountain,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3649,mountains,0.0,10.0,5.0,0.0,0.0,0.0,5.0
3650,mousedown,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3651,move,1.0,8.0,1.0,0.0,0.0,0.0,1.0
3652,moved,1.0,0.0,0.0,0.0,4.0,0.0,0.0
3653,movement,7.0,1.0,0.0,0.0,0.0,0.0,0.0
3654,moves,1.0,2.0,0.0,0.0,2.0,0.0,0.0
3655,movie,0.0,0.0,0.0,0.0,1.0,2.0,0.0
3656,moving,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3657,mowed,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3658,mozilla,0.0,4.0,0.0,0.0,0.0,0.0,0.0
3659,mph,0.0,0.0,0.0,0.0,4.0,0.0,0.0
3660,msnbc,1.0,1.0,0.0,0.0,0.0,0.0,0.0
3661,mtv,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3662,much,2.0,27.0,0.0,0.0,4.0,1.0,0.0
3663,mucus,0.0,6.0,0.0,0.0,0.0,0.0,0.0
3664,mucus—which,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3665,mug,0.0,4.0,0.0,0.0,0.0,0.0,0.0
3666,mull,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3667,multiplan,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3668,multiple,0.0,4.0,0.0,0.0,0.0,1.0,0.0
3669,multistep,0.0,2.0,1.0,0.0,0.0,0.0,1.0
3670,murder,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3671,murdered,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3672,murrow,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3673,must,16.0,35.0,8.0,0.0,0.0,11.0,8.0
3674,mypostrender,0.0,21.0,12.0,0.0,0.0,0.0,12.0
3675,mypresegue,0.0,2.0,1.0,0.0,0.0,0.0,1.0
3676,myriad,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3677,myself,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3678,myths,0.0,0.0,0.0,0.0,3.0,0.0,0.0
3679,más,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3680,método,0.0,2.0,2.0,0.0,0.0,0.0,2.0
3681,métodos,0.0,4.0,4.0,0.0,0.0,0.0,4.0
3682,nairobinew,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3683,nairobioffice,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3684,name,4.0,42.0,12.0,0.0,0.0,9.0,12.0
3685,named,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3686,nameeq,0.0,0.0,0.0,0.0,0.0,2.0,0.0
3687,names,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3688,nameâ,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3689,name’s,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3690,narrated,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3691,narrowly,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3692,nasty,0.0,6.0,0.0,0.0,0.0,0.0,0.0
3693,nathan,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3694,nation,2.0,1.0,0.0,0.0,0.0,0.0,0.0
3695,nation's,0.0,2.0,0.0,0.0,1.0,0.0,0.0
3696,national,7.0,2.0,0.0,0.0,11.0,1.0,0.0
3697,nationally,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3698,nationwide,0.0,0.0,0.0,0.0,2.0,0.0,0.0
3699,nation’s,1.0,6.0,6.0,0.0,0.0,0.0,6.0
3700,native,0.0,8.0,2.0,0.0,0.0,0.0,2.0
3701,natural,0.0,8.0,0.0,0.0,10.0,0.0,0.0
3702,nature,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3703,nausea,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3704,nausertristan,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3705,nav,0.0,0.0,1.0,0.0,2.0,2.0,1.0
3706,navclick,0.0,0.0,0.0,0.0,0.0,3.0,0.0
3707,navigate,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3708,navigation,0.0,51.0,21.0,0.0,1.0,2.0,21.0
3709,navigator,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3710,nbc,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3711,near,4.0,6.0,2.0,0.0,5.0,0.0,2.0
3712,nearby,0.0,3.0,0.0,0.0,1.0,0.0,0.0
3713,nearest,0.0,5.0,1.0,0.0,0.0,1.0,1.0
3714,nearing,0.0,0.0,0.0,0.0,2.0,0.0,0.0
3715,nearly,0.0,2.0,0.0,0.0,1.0,0.0,0.0
3716,nebraska,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3717,necesidades,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3718,necesitamos,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3719,necessarily,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3720,necessary,0.0,12.0,2.0,0.0,0.0,4.0,2.0
3721,necklace,0.0,3.0,0.0,0.0,0.0,0.0,0.0
3722,nederlandsnorway,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3723,nederlandstrinidad,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3724,need,34.0,196.0,8.0,0.0,2.0,8.0,9.0
3725,needed,3.0,7.0,0.0,0.0,0.0,1.0,0.0
3726,needing,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3727,needle,0.0,0.0,0.0,0.0,3.0,0.0,0.0
3728,needles,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3729,needles…,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3730,needs,3.0,18.0,3.0,0.0,1.0,1.0,3.0
3731,negative,0.0,48.0,0.0,0.0,1.0,0.0,0.0
3732,negatively,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3733,negligence,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3734,negotiation,0.0,2.0,0.0,0.0,0.0,1.0,0.0
3735,neighbor,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3736,neighborhood,0.0,1.0,0.0,0.0,1.0,0.0,0.0
3737,neighborhoods,0.0,0.0,0.0,0.0,3.0,0.0,0.0
3738,neighboring,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3739,neither,0.0,6.0,3.0,0.0,0.0,1.0,3.0
3740,neithercheck,0.0,2.0,1.0,0.0,0.0,0.0,1.0
3741,nervous,0.0,6.0,0.0,0.0,0.0,0.0,0.0
3742,nested,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3743,net,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3744,network,5.0,3.0,0.0,0.0,0.0,2.0,1.0
3745,networks,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3746,nevada,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3747,never,1.0,21.0,3.0,0.0,1.0,2.0,3.0
3748,nevis,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3749,new,126.0,220.0,54.0,0.0,14.0,17.0,54.0
3750,newborns,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3751,newest,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3752,newhref,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3753,newly,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3754,newredirect,0.0,2.0,2.0,0.0,0.0,0.0,2.0
3755,news,108.0,6.0,2.0,0.0,2.0,0.0,2.0
3756,newsalmanacradarweather,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3757,newsexternal,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3758,newsgroup,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3759,newsletter,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3760,newslettervideo,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3761,newslinksprivacy,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3762,newsroom,0.0,15.0,5.0,0.0,1.0,0.0,5.0
3763,newsvideospace‘no,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3764,newsweather,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3765,newsweek,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3766,newurl,0.0,0.0,0.0,0.0,0.0,6.0,0.0
3767,next,1.0,35.0,3.0,0.0,2.0,0.0,3.0
3768,nice,0.0,7.0,0.0,0.0,0.0,0.0,0.0
3769,nicole,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3770,nightclub,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3771,nights,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3772,nine,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3773,nitrile,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3774,nnaf,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3775,noaa,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3776,noisy,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3777,non,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3778,nonbinary,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3779,none,1.0,17.0,10.0,0.0,0.0,5.0,10.0
3780,nonprofit,0.0,4.0,2.0,0.0,2.0,0.0,2.0
3781,nor,0.0,9.0,0.0,0.0,0.0,3.0,0.0
3782,noreferrer,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3783,norm,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3784,normal,0.0,2.0,9.0,0.0,0.0,3.0,9.0
3785,normalizes,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3786,normally,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3787,norman,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3788,norskpoland,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3789,north,2.0,44.0,12.0,0.0,5.0,0.0,12.0
3790,northern,0.0,14.0,4.0,0.0,2.0,0.0,4.0
3791,northwest,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3792,northwestern,0.0,0.0,0.0,0.0,3.0,0.0,0.0
3793,nose,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3794,nosotros,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3795,not,37.0,324.0,16.0,0.0,34.0,67.0,16.0
3796,notarized,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3797,note,4.0,7.0,2.0,0.0,0.0,3.0,2.0
3798,noted,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3799,notes,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3800,nothing,0.0,14.0,0.0,0.0,0.0,0.0,0.0
3801,nothing—but,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3802,notice,0.0,28.0,0.0,0.0,1.0,11.0,0.0
3803,notices,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3804,notification,0.0,7.0,2.0,0.0,0.0,1.0,2.0
3805,notifications,0.0,4.0,2.0,0.0,0.0,1.0,2.0
3806,notified,0.0,0.0,0.0,0.0,2.0,2.0,0.0
3807,notify,0.0,7.0,0.0,0.0,0.0,3.0,0.0
3808,notifying,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3809,nov,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3810,nova,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3811,novavideoawaited,0.0,0.0,0.0,0.0,1.0,0.0,0.0
3812,november,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3813,now,3.0,50.0,16.0,0.0,4.0,5.0,16.0
3814,now”,0.0,6.0,0.0,0.0,0.0,0.0,0.0
3815,nudge,0.0,3.0,0.0,0.0,0.0,0.0,0.0
3816,null,0.0,12.0,2.0,0.0,0.0,1.0,2.0
3817,num,0.0,2.0,2.0,0.0,0.0,0.0,2.0
3818,numb,0.0,4.0,0.0,0.0,0.0,0.0,0.0
3819,number,1.0,28.0,6.0,0.0,0.0,5.0,6.0
3820,numbers,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3821,numpad,0.0,2.0,2.0,0.0,0.0,0.0,2.0
3822,nurse,0.0,3.0,0.0,0.0,0.0,3.0,0.0
3823,nurses,0.0,0.0,0.0,0.0,2.0,0.0,0.0
3824,nurturing,0.0,0.0,0.0,0.0,0.0,1.0,0.0
3825,nuvaring,0.0,27.0,1.0,0.0,0.0,0.0,1.0
3826,nuvaring—which,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3827,nuzzle,0.0,1.0,1.0,0.0,0.0,0.0,1.0
3828,nylon,0.0,4.0,0.0,0.0,0.0,0.0,0.0
3829,nynyc,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3830,nyoffice,0.0,0.0,5.0,0.0,0.0,0.0,5.0
3831,nyt,1.0,2.0,2.0,0.0,0.0,0.0,2.0
3832,oakland,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3833,obgyn,0.0,0.0,0.0,0.0,0.0,4.0,0.0
3834,object,0.0,2.0,1.0,0.0,0.0,1.0,1.0
3835,objects,1.0,2.0,1.0,0.0,0.0,0.0,1.0
3836,obligations,0.0,1.0,0.0,0.0,0.0,0.0,0.0
3837,observación,0.0,2.0,2.0,0.0,0.0,0.0,2.0
3838,observer,2.0,2.0,1.0,0.0,0.0,0.0,1.0
3839,observing,0.0,2.0,0.0,0.0,0.0,0.0,0.0
3840,obstacle,1.0,0.0,0.0,0.0,0.0,0.0,0.0
